P 700, 1800, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 700, 2000, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 700, 2200, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -81.0, -208.0, 3.0, -66.0, -210.0, 3.0, 0, 0, 0
L -79.0, -237.0, 21.0, -81.0, -208.0, 3.0, 0, 0, 0
L -154.0, 1429.0, 22.0, 46.0, 1430.0, 22.0, 0, 0, 0
L -92.0, 1371.0, 22.0, -209.0, 1373.0, 22.0, 0, 0, 0
L -93.0, 726.0, 22.0, -92.0, 1371.0, 22.0, 0, 0, 0
L -96.0, 708.0, 8.0, -93.0, 726.0, 22.0, 0, 0, 0
L -127.0, 702.0, 8.0, -96.0, 708.0, 8.0, 0, 0, 0
L -144.0, 702.0, 8.0, -127.0, 702.0, 8.0, 0, 0, 0
L -129.0, 691.0, 8.0, -144.0, 702.0, 8.0, 150, 150, 150
L 44.0, 587.0, 11.0, -129.0, 691.0, 8.0, 150, 150, 150
L 31.0, 572.0, 8.0, 44.0, 587.0, 11.0, 150, 150, 150
L -146.0, 659.0, 8.0, 31.0, 572.0, 8.0, 150, 150, 150
L -166.0, 666.0, 8.0, -146.0, 659.0, 8.0, 150, 150, 150
L -146.0, 702.0, 8.0, -166.0, 666.0, 8.0, 150, 150, 150
L -171.0, 700.0, 8.0, -146.0, 702.0, 8.0, 0, 0, 0
L -171.0, 608.0, 8.0, -171.0, 700.0, 8.0, 0, 0, 0
L -140.0, 608.0, 8.0, -171.0, 608.0, 8.0, 0, 0, 0
L -136.0, 568.0, 8.0, -140.0, 608.0, 8.0, 0, 0, 0
L -136.0, 481.0, 8.0, -136.0, 568.0, 8.0, 0, 0, 0
L -101.0, 481.0, 8.0, -136.0, 481.0, 8.0, 0, 0, 0
L -99.0, 443.0, 8.0, -101.0, 481.0, 8.0, 0, 0, 0
L -69.0, 439.0, 8.0, -99.0, 443.0, 8.0, 0, 0, 0
L -45.0, 438.0, 8.0, -69.0, 439.0, 8.0, 0, 0, 0
L -47.0, 400.0, 15.0, -45.0, 438.0, 8.0, 0, 0, 0
L -61.0, 400.0, 15.0, -47.0, 400.0, 15.0, 0, 0, 0
L -61.0, 160.0, 15.0, -61.0, 400.0, 15.0, 0, 0, 0
L -46.0, 164.0, 15.0, -61.0, 160.0, 15.0, 0, 0, 0
L -47.0, 121.0, 3.0, -46.0, 164.0, 15.0, 0, 0, 0
L -60.0, 119.0, 3.0, -47.0, 121.0, 3.0, 0, 0, 0
L -74.0, 97.0, 3.0, -60.0, 119.0, 3.0, 0, 0, 0
L -98.0, 84.0, 3.0, -74.0, 97.0, 3.0, 0, 0, 0
L -114.0, 84.0, 3.0, -98.0, 84.0, 3.0, 0, 0, 0
L -150.0, 100.0, 3.0, -114.0, 84.0, 3.0, 0, 0, 0
L -156.0, 110.0, 3.0, -150.0, 100.0, 3.0, 0, 0, 0
L -161.0, 145.0, 3.0, -156.0, 110.0, 3.0, 0, 0, 0
L -177.0, 144.0, 3.0, -161.0, 145.0, 3.0, 0, 0, 0
L -215.0, 95.0, 3.0, -177.0, 144.0, 3.0, 0, 0, 0
L -219.0, 77.0, 3.0, -215.0, 95.0, 3.0, 0, 0, 0
L -182.0, 78.0, 3.0, -219.0, 77.0, 3.0, 0, 0, 0
L -182.0, -4.0, 3.0, -182.0, 78.0, 3.0, 0, 0, 0
L -219.0, -4.0, 3.0, -182.0, -4.0, 3.0, 0, 0, 0
L -213.0, -31.0, 3.0, -219.0, -4.0, 3.0, 0, 0, 0
L -354.0, -32.0, 5.0, -213.0, -31.0, 3.0, 0, 0, 0
L -351.0, -6.0, 5.0, -354.0, -32.0, 5.0, 0, 0, 0
L -373.0, 4.0, 5.0, -351.0, -6.0, 5.0, 0, 0, 0
L -372.0, 34.0, 15.0, -373.0, 4.0, 5.0, 0, 0, 0
L -365.0, 46.0, 15.0, -372.0, 34.0, 15.0, 0, 0, 0
L -364.0, 80.0, 15.0, -365.0, 46.0, 15.0, 0, 0, 0
L -401.0, 114.0, 15.0, -364.0, 80.0, 15.0, 0, 0, 0
L -474.0, 114.0, 15.0, -401.0, 114.0, 15.0, 0, 0, 0
L -503.0, 81.0, 15.0, -474.0, 114.0, 15.0, 0, 0, 0
L -504.0, 41.0, 15.0, -503.0, 81.0, 15.0, 0, 0, 0
L -489.0, 36.0, 15.0, -504.0, 41.0, 15.0, 0, 0, 0
L -489.0, -4.0, 5.0, -489.0, 36.0, 15.0, 0, 0, 0
L -525.0, -2.0, 15.0, -489.0, -4.0, 5.0, 0, 0, 0
L -527.0, 2.0, 15.0, -525.0, -2.0, 15.0, 0, 0, 0
L -580.0, 0.0, 15.0, -527.0, 2.0, 15.0, 0, 0, 0
L -608.0, -31.0, 15.0, -580.0, 0.0, 15.0, 0, 0, 0
L -608.0, -36.0, 19.0, -608.0, -31.0, 15.0, 0, 0, 0
L -581.0, -41.0, 19.0, -608.0, -36.0, 19.0, 0, 0, 0
L -583.0, -98.0, 19.0, -581.0, -41.0, 19.0, 0, 0, 0
L -606.0, -98.0, 19.0, -583.0, -98.0, 19.0, 0, 0, 0
L -602.0, -111.0, 15.0, -606.0, -98.0, 19.0, 0, 0, 0
L -571.0, -136.0, 15.0, -602.0, -111.0, 15.0, 0, 0, 0
L -523.0, -136.0, 15.0, -571.0, -136.0, 15.0, 0, 0, 0
L -522.0, -118.0, 15.0, -523.0, -136.0, 15.0, 0, 0, 0
L -488.0, -117.0, 5.0, -522.0, -118.0, 15.0, 0, 0, 0
L -485.0, -157.0, 15.0, -488.0, -117.0, 5.0, 0, 0, 0
L -498.0, -160.0, 15.0, -485.0, -157.0, 15.0, 0, 0, 0
L -498.0, -210.0, 15.0, -498.0, -160.0, 15.0, 0, 0, 0
L -464.0, -240.0, 15.0, -498.0, -210.0, 15.0, 0, 0, 0
L -380.0, -232.0, 15.0, -464.0, -240.0, 15.0, 0, 0, 0
L -362.0, -212.0, 15.0, -380.0, -232.0, 15.0, 0, 0, 0
L -358.0, -170.0, 15.0, -362.0, -212.0, 15.0, 0, 0, 0
L -351.0, -120.0, 5.0, -368.0, -120.0, 5.0, 0, 0, 0
L -349.0, -88.0, 5.0, -351.0, -120.0, 5.0, 0, 0, 0
L -224.0, -88.0, 5.0, -349.0, -88.0, 5.0, 0, 0, 0
L -216.0, -96.0, 3.0, -224.0, -88.0, 5.0, 0, 0, 0
L -219.0, -101.0, 3.0, -216.0, -96.0, 3.0, 0, 0, 0
L -219.0, -121.0, 3.0, -219.0, -101.0, 3.0, 0, 0, 0
L -192.0, -185.0, 3.0, -219.0, -121.0, 3.0, 0, 0, 0
L -153.0, -181.0, 3.0, -192.0, -185.0, 3.0, 0, 0, 0
L -127.0, -198.0, 3.0, -153.0, -181.0, 3.0, 0, 0, 0
L -121.0, -229.0, 3.0, -127.0, -198.0, 3.0, 0, 0, 0
L -121.0, -236.0, 3.0, -121.0, -229.0, 3.0, 0, 0, 0
L -111.0, -209.0, 3.0, -121.0, -236.0, 3.0, 0, 0, 0
L -100.0, -208.0, 3.0, -111.0, -209.0, 3.0, 0, 0, 0
L -98.0, -303.0, 33.0, -100.0, -208.0, 3.0, 0, 0, 0
L -61.0, -333.0, 33.0, -98.0, -303.0, 33.0, 0, 0, 0
L 10.0, -333.0, 33.0, -61.0, -333.0, 33.0, 0, 0, 0
L 33.0, -310.0, 33.0, 10.0, -333.0, 33.0, 0, 0, 0
L 43.0, -209.0, 3.0, 33.0, -310.0, 33.0, 0, 0, 0
L 52.0, -208.0, 3.0, 43.0, -209.0, 3.0, 0, 0, 0
L 65.0, -236.0, 3.0, 52.0, -208.0, 3.0, 0, 0, 0
L 64.0, -210.0, 3.0, 65.0, -236.0, 3.0, 0, 0, 0
L 78.0, -192.0, 3.0, 64.0, -210.0, 3.0, 0, 0, 0
L 115.0, -180.0, 3.0, 78.0, -192.0, 3.0, 0, 0, 0
L 135.0, -191.0, 3.0, 115.0, -180.0, 3.0, 0, 0, 0
L 144.0, -198.0, 3.0, 135.0, -191.0, 3.0, 0, 0, 0
L 171.0, -152.0, 3.0, 144.0, -198.0, 3.0, 0, 0, 0
L 168.0, -90.0, 3.0, 171.0, -152.0, 3.0, 0, 0, 0
L 277.0, -87.0, 3.0, 168.0, -90.0, 3.0, 0, 0, 0
L 295.0, -99.0, -14.0, 277.0, -87.0, 3.0, 0, 0, 0
L 281.0, -101.0, -9.0, 295.0, -99.0, -14.0, 0, 0, 0
L 280.0, -121.0, -14.0, 281.0, -101.0, -9.0, 0, 0, 0
L 235.0, -121.0, -14.0, 280.0, -121.0, -14.0, 0, 0, 0
L 235.0, -158.0, -14.0, 235.0, -121.0, -14.0, 0, 0, 0
L 270.0, -160.0, -14.0, 235.0, -158.0, -14.0, 0, 0, 0
L 269.0, -240.0, -14.0, 270.0, -160.0, -14.0, 0, 0, 0
L 235.0, -240.0, -14.0, 269.0, -240.0, -14.0, 0, 0, 0
L 235.0, -303.0, -14.0, 235.0, -240.0, -14.0, 0, 0, 0
L 408.0, -303.0, -14.0, 235.0, -303.0, -14.0, 0, 0, 0
L 413.0, -296.0, -10.0, 408.0, -303.0, -14.0, 0, 0, 0
L 413.0, -208.0, -13.0, 413.0, -296.0, -10.0, 0, 0, 0
L 344.0, -209.0, -14.0, 413.0, -208.0, -13.0, 0, 0, 0
L 343.0, -183.0, -14.0, 344.0, -209.0, -14.0, 0, 0, 0
L 349.0, -181.0, -14.0, 343.0, -183.0, -14.0, 0, 0, 0
L 348.0, -80.0, -14.0, 349.0, -181.0, -14.0, 0, 0, 0
L 399.0, -78.0, -14.0, 348.0, -80.0, -14.0, 0, 0, 0
L 390.0, 11.0, -14.0, 399.0, -78.0, -14.0, 0, 0, 0
L 399.0, 23.0, -14.0, 390.0, 11.0, -14.0, 0, 0, 0
L 448.0, 24.0, -22.0, 399.0, 23.0, -14.0, 0, 0, 0
L 457.0, -3.0, -22.0, 448.0, 24.0, -22.0, 0, 0, 0
L 471.0, -24.0, -22.0, 457.0, -3.0, -22.0, 0, 0, 0
L 469.0, -41.0, -22.0, 471.0, -24.0, -22.0, 0, 0, 0
L 471.0, -173.0, -25.0, 469.0, -41.0, -22.0, 0, 0, 0
L 458.0, -175.0, -25.0, 471.0, -173.0, -25.0, 0, 0, 0
L 436.0, -179.0, -25.0, 458.0, -175.0, -25.0, 0, 0, 0
L 430.0, -192.0, -25.0, 436.0, -179.0, -25.0, 0, 0, 0
L 430.0, -286.0, -25.0, 430.0, -192.0, -25.0, 0, 0, 0
L 445.0, -294.0, -25.0, 430.0, -286.0, -25.0, 0, 0, 0
L 448.0, -310.0, -14.0, 445.0, -294.0, -25.0, 0, 0, 0
L 451.0, -321.0, -11.0, 448.0, -310.0, -14.0, 0, 0, 0
L 451.0, -336.0, -11.0, 451.0, -321.0, -11.0, 0, 0, 0
L 444.0, -358.0, -21.0, 451.0, -336.0, -11.0, 0, 0, 0
L 427.0, -358.0, -21.0, 444.0, -358.0, -21.0, 0, 0, 0
L 405.0, -338.0, -21.0, 427.0, -358.0, -21.0, 0, 0, 0
L 346.0, -338.0, -21.0, 405.0, -338.0, -21.0, 0, 0, 0
L 315.0, -368.0, -21.0, 346.0, -338.0, -21.0, 0, 0, 0
L 315.0, -376.0, -21.0, 315.0, -368.0, -21.0, 0, 0, 0
L 319.0, -449.0, -21.0, 315.0, -376.0, -21.0, 0, 0, 0
L 345.0, -478.0, -21.0, 319.0, -449.0, -21.0, 0, 0, 0
L 413.0, -479.0, -21.0, 345.0, -478.0, -21.0, 0, 0, 0
L 478.0, -556.0, 25.0, 413.0, -479.0, -21.0, 0, 0, 0
L 537.0, -554.0, 25.0, 478.0, -556.0, 25.0, 0, 0, 0
L 608.0, -477.0, -21.0, 537.0, -554.0, 25.0, 0, 0, 0
L 682.0, -477.0, -21.0, 608.0, -477.0, -21.0, 0, 0, 0
L 715.0, -447.0, -21.0, 682.0, -477.0, -21.0, 0, 0, 0
L 712.0, -369.0, -21.0, 715.0, -447.0, -21.0, 0, 0, 0
L 684.0, -342.0, -21.0, 712.0, -369.0, -21.0, 0, 0, 0
L 592.0, -349.0, -21.0, 684.0, -342.0, -21.0, 0, 0, 0
L 582.0, -358.0, -21.0, 592.0, -349.0, -21.0, 0, 0, 0
L 564.0, -359.0, -21.0, 582.0, -358.0, -21.0, 0, 0, 0
L 560.0, -350.0, -21.0, 564.0, -359.0, -21.0, 0, 0, 0
L 559.0, -338.0, -11.0, 560.0, -350.0, -21.0, 0, 0, 0
L 558.0, -316.0, -11.0, 559.0, -338.0, -11.0, 0, 0, 0
L 564.0, -299.0, -23.0, 558.0, -316.0, -11.0, 0, 0, 0
L 577.0, -292.0, -25.0, 564.0, -299.0, -23.0, 0, 0, 0
L 593.0, -299.0, -22.0, 577.0, -292.0, -25.0, 0, 0, 0
L 591.0, -286.0, -22.0, 593.0, -299.0, -22.0, 0, 0, 0
L 718.0, -284.0, -22.0, 591.0, -286.0, -22.0, 0, 0, 0
L 723.0, -290.0, -22.0, 718.0, -284.0, -22.0, 0, 0, 0
L 718.0, -295.0, -22.0, 723.0, -290.0, -22.0, 0, 0, 0
L 724.0, -312.0, -22.0, 718.0, -295.0, -22.0, 0, 0, 0
L 733.0, -320.0, -22.0, 724.0, -312.0, -22.0, 0, 0, 0
L 739.0, -330.0, -22.0, 733.0, -320.0, -22.0, 0, 0, 0
L 786.0, -330.0, -22.0, 739.0, -330.0, -22.0, 0, 0, 0
L 787.0, -305.0, -22.0, 786.0, -330.0, -22.0, 0, 0, 0
L 854.0, -305.0, -22.0, 787.0, -305.0, -22.0, 0, 0, 0
L 855.0, -958.0, 19.0, 854.0, -305.0, -22.0, 0, 0, 0
L 791.0, -959.0, 19.0, 855.0, -958.0, 19.0, 0, 0, 0
L 738.0, -1004.0, 19.0, 791.0, -959.0, 19.0, 0, 0, 0
L 714.0, -1055.0, 24.0, 738.0, -1004.0, 19.0, 0, 0, 0
L 694.0, -1063.0, 22.0, 714.0, -1055.0, 24.0, 0, 0, 0
L 464.0, -1065.0, 24.0, 694.0, -1063.0, 22.0, 0, 0, 0
L 462.0, -1050.0, 24.0, 464.0, -1065.0, 24.0, 0, 0, 0
L 502.0, -1044.0, 24.0, 462.0, -1050.0, 24.0, 0, 0, 0
L 503.0, -925.0, 24.0, 502.0, -1044.0, 24.0, 0, 0, 0
L 338.0, -925.0, 24.0, 503.0, -925.0, 24.0, 0, 0, 0
L 338.0, -1049.0, 24.0, 338.0, -925.0, 24.0, 0, 0, 0
L 387.0, -1049.0, 24.0, 338.0, -1049.0, 24.0, 0, 0, 0
L 343.0, -1063.0, 24.0, 387.0, -1049.0, 24.0, 0, 0, 0
L 340.0, -1071.0, 24.0, 343.0, -1063.0, 24.0, 0, 0, 0
L 317.0, -1069.0, 24.0, 340.0, -1071.0, 24.0, 0, 0, 0
L 315.0, -1057.0, 24.0, 317.0, -1069.0, 24.0, 0, 0, 0
L 310.0, -1057.0, 24.0, 315.0, -1057.0, 24.0, 0, 0, 0
L 311.0, -1014.0, 24.0, 310.0, -1057.0, 24.0, 0, 0, 0
L 323.0, -1014.0, 31.0, 311.0, -1014.0, 24.0, 0, 0, 0
L 323.0, -941.0, 24.0, 323.0, -1014.0, 31.0, 0, 0, 0
L 312.0, -941.0, 24.0, 323.0, -941.0, 24.0, 0, 0, 0
L 310.0, -928.0, 24.0, 312.0, -941.0, 24.0, 0, 0, 0
L 180.0, -935.0, 24.0, 310.0, -928.0, 24.0, 0, 0, 0
L 179.0, -939.0, 24.0, 180.0, -935.0, 24.0, 0, 0, 0
L 257.0, -1039.0, 24.0, 179.0, -939.0, 24.0, 0, 0, 0
L 263.0, -1039.0, 24.0, 257.0, -1039.0, 24.0, 0, 0, 0
L 272.0, -1015.0, 24.0, 263.0, -1039.0, 24.0, 0, 0, 0
L 271.0, -1057.0, 24.0, 272.0, -1015.0, 24.0, 0, 0, 0
L 267.0, -1062.0, 24.0, 271.0, -1057.0, 24.0, 0, 0, 0
L 224.0, -1062.0, 24.0, 267.0, -1062.0, 24.0, 0, 0, 0
L 224.0, -1054.0, 24.0, 224.0, -1062.0, 24.0, 0, 0, 0
L 248.0, -1053.0, 24.0, 224.0, -1054.0, 24.0, 0, 0, 0
L 246.0, -1039.0, 24.0, 248.0, -1053.0, 24.0, 0, 0, 0
L 171.0, -943.0, 24.0, 246.0, -1039.0, 24.0, 0, 0, 0
L 164.0, -944.0, 24.0, 171.0, -943.0, 24.0, 0, 0, 0
L 164.0, -1197.0, 24.0, 164.0, -944.0, 24.0, 0, 0, 0
L 174.0, -1195.0, 24.0, 164.0, -1197.0, 24.0, 0, 0, 0
L 242.0, -1126.0, 24.0, 174.0, -1195.0, 24.0, 0, 0, 0
L 248.0, -1109.0, 24.0, 242.0, -1126.0, 24.0, 0, 0, 0
L 225.0, -1110.0, 24.0, 248.0, -1109.0, 24.0, 0, 0, 0
L 223.0, -1101.0, 24.0, 225.0, -1110.0, 24.0, 0, 0, 0
L 272.0, -1107.0, 24.0, 223.0, -1101.0, 24.0, 0, 0, 0
L 270.0, -1149.0, 24.0, 272.0, -1107.0, 24.0, 0, 0, 0
L 264.0, -1149.0, 24.0, 270.0, -1149.0, 24.0, 0, 0, 0
L 263.0, -1123.0, 24.0, 264.0, -1149.0, 24.0, 0, 0, 0
L 258.0, -1123.0, 24.0, 263.0, -1123.0, 24.0, 0, 0, 0
L 179.0, -1211.0, 24.0, 258.0, -1123.0, 24.0, 0, 0, 0
L 308.0, -1211.0, 24.0, 179.0, -1211.0, 24.0, 0, 0, 0
L 312.0, -1197.0, 24.0, 308.0, -1211.0, 24.0, 0, 0, 0
L 321.0, -1197.0, 24.0, 312.0, -1197.0, 24.0, 0, 0, 0
L 323.0, -1149.0, 24.0, 321.0, -1197.0, 24.0, 0, 0, 0
L 311.0, -1149.0, 24.0, 323.0, -1149.0, 24.0, 0, 0, 0
L 313.0, -1105.0, 24.0, 311.0, -1149.0, 24.0, 0, 0, 0
L 320.0, -1091.0, 24.0, 313.0, -1105.0, 24.0, 0, 0, 0
L 379.0, -1097.0, 24.0, 320.0, -1091.0, 24.0, 0, 0, 0
L 387.0, -1100.0, 24.0, 379.0, -1097.0, 24.0, 0, 0, 0
L 386.0, -1113.0, 24.0, 387.0, -1100.0, 24.0, 0, 0, 0
L 339.0, -1113.0, 24.0, 386.0, -1113.0, 24.0, 0, 0, 0
L 339.0, -1233.0, 24.0, 339.0, -1113.0, 24.0, 0, 0, 0
L 500.0, -1219.0, 24.0, 339.0, -1233.0, 24.0, 0, 0, 0
L 503.0, -1117.0, 24.0, 500.0, -1219.0, 24.0, 0, 0, 0
L 463.0, -1111.0, 24.0, 503.0, -1117.0, 24.0, 0, 0, 0
L 511.0, -1096.0, 22.0, 463.0, -1111.0, 24.0, 0, 0, 0
L 693.0, -1096.0, 22.0, 511.0, -1096.0, 22.0, 0, 0, 0
L 711.0, -1095.0, 19.0, 693.0, -1096.0, 22.0, 0, 0, 0
L 713.0, -1112.0, 19.0, 711.0, -1095.0, 19.0, 0, 0, 0
L 706.0, -1122.0, 19.0, 713.0, -1112.0, 19.0, 0, 0, 0
L 731.0, -1130.0, 19.0, 706.0, -1122.0, 19.0, 0, 0, 0
L 760.0, -1138.0, 21.0, 731.0, -1130.0, 19.0, 0, 0, 0
L 767.0, -1154.0, 23.0, 760.0, -1138.0, 21.0, 0, 0, 0
L 911.0, -1161.0, 35.0, 767.0, -1154.0, 23.0, 0, 0, 0
L 907.0, -1178.0, 33.0, 911.0, -1161.0, 35.0, 0, 0, 0
L 903.0, -1225.0, 10.0, 907.0, -1178.0, 33.0, 0, 0, 0
L 894.0, -1254.0, 9.0, 903.0, -1225.0, 10.0, 0, 0, 0
L 897.0, -1259.0, 9.0, 894.0, -1254.0, 9.0, 0, 0, 0
L 941.0, -1259.0, 9.0, 897.0, -1259.0, 9.0, 0, 0, 0
L 942.0, -1241.0, 9.0, 941.0, -1259.0, 9.0, 0, 0, 0
L 935.0, -1220.0, 10.0, 942.0, -1241.0, 9.0, 0, 0, 0
L 927.0, -1168.0, 35.0, 935.0, -1220.0, 10.0, 0, 0, 0
L 926.0, -1163.0, 35.0, 927.0, -1168.0, 35.0, 0, 0, 0
L 1069.0, -1155.0, 23.0, 926.0, -1163.0, 35.0, 0, 0, 0
L 1073.0, -1141.0, 21.0, 1069.0, -1155.0, 23.0, 0, 0, 0
L 1097.0, -1132.0, 19.0, 1073.0, -1141.0, 21.0, 0, 0, 0
L 1117.0, -1135.0, 20.0, 1097.0, -1132.0, 19.0, 0, 0, 0
L 1138.0, -1121.0, 19.0, 1117.0, -1135.0, 20.0, 0, 0, 0
L 1142.0, -1095.0, 19.0, 1138.0, -1121.0, 19.0, 0, 0, 0
L 1345.0, -1093.0, 21.0, 1142.0, -1095.0, 19.0, 0, 0, 0
L 1354.0, -1092.0, 15.0, 1345.0, -1093.0, 21.0, 0, 0, 0
L 1355.0, -1107.0, 13.0, 1354.0, -1092.0, 15.0, 0, 0, 0
L 1367.0, -1130.0, 13.0, 1355.0, -1107.0, 13.0, 0, 0, 0
L 1368.0, -1193.0, 13.0, 1367.0, -1130.0, 13.0, 0, 0, 0
L 1396.0, -1219.0, 18.0, 1368.0, -1193.0, 13.0, 0, 0, 0
L 1427.0, -1222.0, 15.0, 1396.0, -1219.0, 18.0, 0, 0, 0
L 1427.0, -1249.0, 16.0, 1427.0, -1222.0, 15.0, 0, 0, 0
L 1418.0, -1253.0, 16.0, 1427.0, -1249.0, 16.0, 0, 0, 0
L 1376.0, -1254.0, 16.0, 1418.0, -1253.0, 16.0, 0, 0, 0
L 1362.0, -1278.0, 16.0, 1376.0, -1254.0, 16.0, 0, 0, 0
L 1361.0, -1505.0, 16.0, 1362.0, -1278.0, 16.0, 0, 0, 0
L 1529.0, -1505.0, 16.0, 1361.0, -1505.0, 16.0, 0, 0, 0
L 1527.0, -1254.0, 16.0, 1529.0, -1505.0, 16.0, 0, 0, 0
L 1461.0, -1253.0, 16.0, 1527.0, -1254.0, 16.0, 0, 0, 0
L 1449.0, -1248.0, 16.0, 1461.0, -1253.0, 16.0, 0, 0, 0
L 1450.0, -1223.0, 17.0, 1449.0, -1248.0, 16.0, 0, 0, 0
L 1463.0, -1218.0, 13.0, 1450.0, -1223.0, 17.0, 0, 0, 0
L 1483.0, -1217.0, 13.0, 1463.0, -1218.0, 13.0, 0, 0, 0
L 1506.0, -1193.0, 13.0, 1483.0, -1217.0, 13.0, 0, 0, 0
L 1507.0, -1128.0, 13.0, 1506.0, -1193.0, 13.0, 0, 0, 0
L 1539.0, -1113.0, 13.0, 1507.0, -1128.0, 13.0, 0, 0, 0
L 1539.0, -1095.0, 13.0, 1539.0, -1113.0, 13.0, 0, 0, 0
L 1543.0, -1088.0, 13.0, 1539.0, -1095.0, 13.0, 0, 0, 0
L 1569.0, -1094.0, 17.0, 1543.0, -1088.0, 13.0, 0, 0, 0
L 1571.0, -1169.0, 17.0, 1569.0, -1094.0, 17.0, 0, 0, 0
L 1659.0, -1169.0, 17.0, 1571.0, -1169.0, 17.0, 0, 0, 0
L 1656.0, -1126.0, 17.0, 1659.0, -1169.0, 17.0, 0, 0, 0
L 1653.0, -1114.0, 17.0, 1656.0, -1126.0, 17.0, 0, 0, 0
L 1657.0, -1094.0, 17.0, 1653.0, -1114.0, 17.0, 0, 0, 0
L 1670.0, -1094.0, 17.0, 1657.0, -1094.0, 17.0, 0, 0, 0
L 1675.0, -1108.0, 17.0, 1670.0, -1094.0, 17.0, 0, 0, 0
L 1672.0, -1126.0, 17.0, 1675.0, -1108.0, 17.0, 0, 0, 0
L 1670.0, -1149.0, 17.0, 1672.0, -1126.0, 17.0, 0, 0, 0
L 1680.0, -1149.0, 17.0, 1670.0, -1149.0, 17.0, 0, 0, 0
L 1681.0, -1162.0, 17.0, 1680.0, -1149.0, 17.0, 0, 0, 0
L 1777.0, -1162.0, 17.0, 1681.0, -1162.0, 17.0, 0, 0, 0
L 1782.0, -1146.0, 17.0, 1777.0, -1162.0, 17.0, 0, 0, 0
L 1812.0, -1146.0, 17.0, 1782.0, -1146.0, 17.0, 0, 0, 0
L 1812.0, -1041.0, 17.0, 1812.0, -1146.0, 17.0, 0, 0, 0
L 1796.0, -1020.0, 17.0, 1812.0, -1041.0, 17.0, 0, 0, 0
L 1786.0, -1014.0, 17.0, 1796.0, -1020.0, 17.0, 0, 0, 0
L 1786.0, -999.0, 17.0, 1786.0, -1014.0, 17.0, 0, 0, 0
L 1682.0, -999.0, 17.0, 1786.0, -999.0, 17.0, 0, 0, 0
L 1682.0, -1010.0, 17.0, 1682.0, -999.0, 17.0, 0, 0, 0
L 1671.0, -1011.0, 17.0, 1682.0, -1010.0, 17.0, 0, 0, 0
L 1675.0, -1048.0, 17.0, 1671.0, -1011.0, 17.0, 0, 0, 0
