P 0, 2100, 0, 0, 0, 0, 2, Original_Map:_Goodurden_of_the_Realm_of_Insanity
P 0, 2300, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 0, 2500, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 0, 2700, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 423.0, 1458.0, -39.0, 410.0, 1453.0, -38.0, 0, 0, 255
L 410.0, 1453.0, -38.0, 352.0, 1450.0, -38.0, 0, 0, 255
L 352.0, 1450.0, -38.0, 310.0, 1455.0, -38.0, 0, 0, 255
L 310.0, 1455.0, -38.0, 294.0, 1453.0, -38.0, 0, 0, 255
L 294.0, 1453.0, -38.0, 266.0, 1448.0, -38.0, 0, 0, 255
L 266.0, 1448.0, -38.0, 232.0, 1438.0, -38.0, 0, 0, 255
L 232.0, 1438.0, -38.0, 225.0, 1421.0, -38.0, 0, 0, 255
L 225.0, 1421.0, -38.0, 198.0, 1368.0, -38.0, 0, 0, 255
L 198.0, 1368.0, -38.0, 179.0, 1269.0, -39.0, 0, 0, 255
L 179.0, 1269.0, -39.0, 185.0, 1210.0, -38.0, 0, 0, 255
L 185.0, 1210.0, -38.0, 192.0, 1183.0, -38.0, 0, 0, 255
L 192.0, 1183.0, -38.0, 201.0, 1172.0, -39.0, 0, 0, 255
L 201.0, 1172.0, -39.0, 219.0, 1159.0, -39.0, 0, 0, 255
L 219.0, 1159.0, -39.0, 229.0, 1154.0, -38.0, 0, 0, 255
L 229.0, 1154.0, -38.0, 282.0, 1144.0, -38.0, 0, 0, 255
L 282.0, 1144.0, -38.0, 350.0, 1148.0, -38.0, 0, 0, 255
L 350.0, 1148.0, -38.0, 390.0, 1143.0, -39.0, 0, 0, 255
L 390.0, 1143.0, -39.0, 421.0, 1149.0, -38.0, 0, 0, 255
L 421.0, 1149.0, -38.0, 458.0, 1152.0, -38.0, 0, 0, 255
L 458.0, 1152.0, -38.0, 484.0, 1149.0, -38.0, 0, 0, 255
L 484.0, 1149.0, -38.0, 508.0, 1152.0, -39.0, 0, 0, 255
L 508.0, 1152.0, -39.0, 527.0, 1142.0, -39.0, 0, 0, 255
L 527.0, 1142.0, -39.0, 576.0, 1137.0, -39.0, 0, 0, 255
L 576.0, 1137.0, -39.0, 633.0, 1123.0, -38.0, 0, 0, 255
L 633.0, 1123.0, -38.0, 670.0, 1110.0, -38.0, 0, 0, 255
L 670.0, 1110.0, -38.0, 688.0, 1098.0, -38.0, 0, 0, 255
L 688.0, 1098.0, -38.0, 714.0, 1102.0, -39.0, 0, 0, 255
L 714.0, 1102.0, -39.0, 746.0, 1093.0, -38.0, 0, 0, 255
L 746.0, 1093.0, -38.0, 760.0, 1099.0, -38.0, 0, 0, 255
L 760.0, 1099.0, -38.0, 778.0, 1103.0, -38.0, 0, 0, 255
L 778.0, 1103.0, -38.0, 796.0, 1098.0, -39.0, 0, 0, 255
L 796.0, 1098.0, -39.0, 829.0, 1104.0, -38.0, 0, 0, 255
L 829.0, 1104.0, -38.0, 841.0, 1104.0, -39.0, 0, 0, 255
L 841.0, 1104.0, -39.0, 896.0, 1129.0, -39.0, 0, 0, 255
L -166.0, 1110.0, -37.0, -199.0, 1085.0, -37.0, 0, 0, 255
L -199.0, 1085.0, -37.0, -224.0, 1072.0, -37.0, 0, 0, 255
L -224.0, 1072.0, -37.0, -230.0, 1055.0, -37.0, 0, 0, 255
L -230.0, 1055.0, -37.0, -236.0, 1046.0, -37.0, 0, 0, 255
L -236.0, 1046.0, -37.0, -233.0, 978.0, -38.0, 0, 0, 255
L -233.0, 978.0, -38.0, -235.0, 971.0, -38.0, 0, 0, 255
L -235.0, 971.0, -38.0, -226.0, 924.0, -38.0, 0, 0, 255
L -226.0, 924.0, -38.0, -220.0, 914.0, -38.0, 0, 0, 255
L -220.0, 914.0, -38.0, -221.0, 898.0, -38.0, 0, 0, 255
L -221.0, 898.0, -38.0, -199.0, 888.0, -38.0, 0, 0, 255
L -199.0, 888.0, -38.0, -177.0, 889.0, -38.0, 0, 0, 255
L -177.0, 889.0, -38.0, -170.0, 898.0, -39.0, 0, 0, 255
L -170.0, 898.0, -39.0, -165.0, 909.0, -39.0, 0, 0, 255
L -165.0, 909.0, -39.0, -158.0, 911.0, -39.0, 0, 0, 255
L -158.0, 911.0, -39.0, -129.0, 909.0, -38.0, 0, 0, 255
L -129.0, 909.0, -38.0, -73.0, 918.0, -38.0, 0, 0, 255
L -73.0, 918.0, -38.0, -30.0, 924.0, -38.0, 0, 0, 255
L -30.0, 924.0, -38.0, -13.0, 928.0, -38.0, 0, 0, 255
L -13.0, 928.0, -38.0, 22.0, 928.0, -38.0, 0, 0, 255
L 22.0, 928.0, -38.0, 193.0, 840.0, -38.0, 0, 0, 255
L 193.0, 840.0, -38.0, 231.0, 843.0, -38.0, 0, 0, 255
L 231.0, 843.0, -38.0, 259.0, 843.0, -38.0, 0, 0, 255
L 259.0, 843.0, -38.0, 267.0, 848.0, -38.0, 0, 0, 255
L 267.0, 848.0, -38.0, 281.0, 851.0, -38.0, 0, 0, 255
L 281.0, 851.0, -38.0, 291.0, 849.0, -38.0, 0, 0, 255
L 291.0, 849.0, -38.0, 317.0, 855.0, -38.0, 0, 0, 255
L 317.0, 855.0, -38.0, 345.0, 854.0, -38.0, 0, 0, 255
L 345.0, 854.0, -38.0, 361.0, 848.0, -38.0, 0, 0, 255
L 361.0, 848.0, -38.0, 368.0, 841.0, -38.0, 0, 0, 255
L 368.0, 841.0, -38.0, 387.0, 814.0, -38.0, 0, 0, 255
L 387.0, 814.0, -38.0, 398.0, 785.0, -39.0, 0, 0, 255
L 398.0, 785.0, -39.0, 423.0, 729.0, -39.0, 0, 0, 255
L 423.0, 729.0, -39.0, 425.0, 710.0, -38.0, 0, 0, 255
L 425.0, 710.0, -38.0, 431.0, 700.0, -39.0, 0, 0, 255
L 431.0, 700.0, -39.0, 448.0, 651.0, -38.0, 0, 0, 255
L 448.0, 651.0, -38.0, 452.0, 633.0, -38.0, 0, 0, 255
L 452.0, 633.0, -38.0, 465.0, 608.0, -38.0, 0, 0, 255
L 465.0, 608.0, -38.0, 469.0, 586.0, -39.0, 0, 0, 255
L 469.0, 586.0, -39.0, 467.0, 488.0, -39.0, 0, 0, 255
L 467.0, 488.0, -39.0, 454.0, 445.0, -39.0, 0, 0, 255
L 454.0, 445.0, -39.0, 450.0, 395.0, -39.0, 0, 0, 255
L 450.0, 395.0, -39.0, 448.0, 378.0, -38.0, 0, 0, 255
L 448.0, 378.0, -38.0, 439.0, 330.0, -38.0, 0, 0, 255
L 439.0, 330.0, -38.0, 440.0, 309.0, -37.0, 0, 0, 255
L 440.0, 309.0, -37.0, 430.0, 267.0, -38.0, 0, 0, 255
L 430.0, 267.0, -38.0, 425.0, 258.0, -38.0, 0, 0, 255
L 425.0, 258.0, -38.0, 410.0, 198.0, -38.0, 0, 0, 255
L 410.0, 198.0, -38.0, 401.0, 171.0, -37.0, 0, 0, 255
L 401.0, 171.0, -37.0, 403.0, 130.0, -38.0, 0, 0, 255
L 403.0, 130.0, -38.0, 405.0, 35.0, -39.0, 0, 0, 255
L 405.0, 35.0, -39.0, 399.0, -3.0, -39.0, 0, 0, 255
L 399.0, -3.0, -39.0, 387.0, -21.0, -38.0, 0, 0, 255
L 387.0, -21.0, -38.0, 367.0, -79.0, -39.0, 0, 0, 255
L 367.0, -79.0, -39.0, 347.0, -109.0, -37.0, 0, 0, 255
L 347.0, -109.0, -37.0, 339.0, -143.0, -38.0, 0, 0, 255
L 339.0, -143.0, -38.0, 290.0, -184.0, -37.0, 0, 0, 255
L 290.0, -184.0, -37.0, 263.0, -239.0, -38.0, 0, 0, 255
L 263.0, -239.0, -38.0, 253.0, -268.0, -38.0, 0, 0, 255
L 253.0, -268.0, -38.0, 237.0, -302.0, -38.0, 0, 0, 255
L 237.0, -302.0, -38.0, 239.0, -341.0, -39.0, 0, 0, 255
L 239.0, -341.0, -39.0, 247.0, -380.0, -38.0, 0, 0, 255
L 247.0, -380.0, -38.0, 271.0, -445.0, -39.0, 0, 0, 255
L 271.0, -445.0, -39.0, 269.0, -466.0, -38.0, 0, 0, 255
L 269.0, -466.0, -38.0, 263.0, -493.0, -38.0, 0, 0, 255
L 263.0, -493.0, -38.0, 241.0, -508.0, -39.0, 0, 0, 255
L 241.0, -508.0, -39.0, 225.0, -504.0, -38.0, 0, 0, 255
L 225.0, -504.0, -38.0, 159.0, -467.0, -38.0, 0, 0, 255
L 159.0, -467.0, -38.0, 116.0, -442.0, -40.0, 0, 0, 255
L 116.0, -442.0, -40.0, 68.0, -429.0, -38.0, 0, 0, 255
L 68.0, -429.0, -38.0, 45.0, -439.0, -38.0, 0, 0, 255
L 45.0, -439.0, -38.0, 40.0, -447.0, -38.0, 0, 0, 255
L 40.0, -447.0, -38.0, 34.0, -453.0, -39.0, 0, 0, 255
L 34.0, -453.0, -39.0, 2.0, -476.0, -38.0, 0, 0, 255
L 2.0, -476.0, -38.0, -2.0, -477.0, -38.0, 0, 0, 255
L -2.0, -477.0, -38.0, -18.0, -488.0, -38.0, 0, 0, 255
L -18.0, -488.0, -38.0, -27.0, -494.0, -39.0, 0, 0, 255
L -27.0, -494.0, -39.0, -67.0, -488.0, -38.0, 0, 0, 255
L -67.0, -488.0, -38.0, -75.0, -485.0, -38.0, 0, 0, 255
L -75.0, -485.0, -38.0, -158.0, -446.0, -38.0, 0, 0, 255
L -158.0, -446.0, -38.0, -187.0, -438.0, -39.0, 0, 0, 255
L -187.0, -438.0, -39.0, -260.0, -423.0, -38.0, 0, 0, 255
L -260.0, -423.0, -38.0, -338.0, -393.0, -37.0, 0, 0, 255
L -338.0, -393.0, -37.0, -377.0, -379.0, -38.0, 0, 0, 255
L -377.0, -379.0, -38.0, -385.0, -376.0, -39.0, 0, 0, 255
L -385.0, -376.0, -39.0, -402.0, -355.0, -38.0, 0, 0, 255
L -402.0, -355.0, -38.0, -428.0, -330.0, -38.0, 0, 0, 255
L -428.0, -330.0, -38.0, -438.0, -323.0, -38.0, 0, 0, 255
L -438.0, -323.0, -38.0, -460.0, -294.0, -38.0, 0, 0, 255
L -460.0, -294.0, -38.0, -487.0, -282.0, -39.0, 0, 0, 255
L -487.0, -282.0, -39.0, -526.0, -239.0, -38.0, 0, 0, 255
L -526.0, -239.0, -38.0, -538.0, -217.0, -38.0, 0, 0, 255
L -538.0, -217.0, -38.0, -562.0, -197.0, -38.0, 0, 0, 255
L -562.0, -197.0, -38.0, -606.0, -138.0, -38.0, 0, 0, 255
L -606.0, -138.0, -38.0, -611.0, -110.0, -38.0, 0, 0, 255
L -611.0, -110.0, -38.0, -609.0, -97.0, -38.0, 0, 0, 255
L -609.0, -97.0, -38.0, -616.0, -22.0, -38.0, 0, 0, 255
L -616.0, -22.0, -38.0, -624.0, -3.0, -39.0, 0, 0, 255
L -624.0, -3.0, -39.0, -623.0, 32.0, -38.0, 0, 0, 255
L -623.0, 32.0, -38.0, -620.0, 78.0, -38.0, 0, 0, 255
L -620.0, 78.0, -38.0, -631.0, 208.0, -38.0, 0, 0, 255
L -631.0, 208.0, -38.0, -621.0, 231.0, -38.0, 0, 0, 255
L -621.0, 231.0, -38.0, -618.0, 262.0, -38.0, 0, 0, 255
L -618.0, 262.0, -38.0, -606.0, 290.0, -39.0, 0, 0, 255
L -606.0, 290.0, -39.0, -592.0, 328.0, -39.0, 0, 0, 255
L -592.0, 328.0, -39.0, -587.0, 354.0, -39.0, 0, 0, 255
L -587.0, 354.0, -39.0, -571.0, 381.0, -38.0, 0, 0, 255
L -571.0, 381.0, -38.0, -555.0, 407.0, -38.0, 0, 0, 255
L -555.0, 407.0, -38.0, -554.0, 416.0, -38.0, 0, 0, 255
L -554.0, 416.0, -38.0, -512.0, 490.0, -38.0, 0, 0, 255
L -512.0, 490.0, -38.0, -494.0, 532.0, -38.0, 0, 0, 255
L -494.0, 532.0, -38.0, -468.0, 600.0, -39.0, 0, 0, 255
L -468.0, 600.0, -39.0, -449.0, 656.0, -39.0, 0, 0, 255
L -449.0, 656.0, -39.0, -435.0, 771.0, -38.0, 0, 0, 255
L -435.0, 771.0, -38.0, -425.0, 788.0, -39.0, 0, 0, 255
L -425.0, 788.0, -39.0, -444.0, 887.0, -38.0, 0, 0, 255
L -444.0, 887.0, -38.0, -456.0, 904.0, -38.0, 0, 0, 255
L -456.0, 904.0, -38.0, -474.0, 921.0, -39.0, 0, 0, 255
L -474.0, 921.0, -39.0, -494.0, 964.0, -38.0, 0, 0, 255
L -494.0, 964.0, -38.0, -513.0, 993.0, -38.0, 0, 0, 255
L -513.0, 993.0, -38.0, -512.0, 998.0, -39.0, 0, 0, 255
L -512.0, 998.0, -39.0, -515.0, 1016.0, -39.0, 0, 0, 255
L -515.0, 1016.0, -39.0, -532.0, 1073.0, -38.0, 0, 0, 255
L -532.0, 1073.0, -38.0, -544.0, 1100.0, -39.0, 0, 0, 255
L -544.0, 1100.0, -39.0, -553.0, 1142.0, -38.0, 0, 0, 255
L -553.0, 1142.0, -38.0, -556.0, 1146.0, -39.0, 0, 0, 255
L -556.0, 1146.0, -39.0, -562.0, 1172.0, -39.0, 0, 0, 255
L -562.0, 1172.0, -39.0, -567.0, 1257.0, -39.0, 0, 0, 255
L -567.0, 1257.0, -39.0, -565.0, 1276.0, -38.0, 0, 0, 255
L -565.0, 1276.0, -38.0, -562.0, 1286.0, -38.0, 0, 0, 255
L -562.0, 1286.0, -38.0, -554.0, 1304.0, -38.0, 0, 0, 255
L -554.0, 1304.0, -38.0, -545.0, 1342.0, -39.0, 0, 0, 255
L -545.0, 1342.0, -39.0, -528.0, 1370.0, -38.0, 0, 0, 255
L -528.0, 1370.0, -38.0, -523.0, 1384.0, -38.0, 0, 0, 255
L -523.0, 1384.0, -38.0, -513.0, 1406.0, -38.0, 0, 0, 255
L -513.0, 1406.0, -38.0, -483.0, 1421.0, -38.0, 0, 0, 255
L -483.0, 1421.0, -38.0, -482.0, 1425.0, -39.0, 0, 0, 255
L -482.0, 1425.0, -39.0, -393.0, 1442.0, -39.0, 0, 0, 255
L -393.0, 1442.0, -39.0, -311.0, 1403.0, -38.0, 0, 0, 255
L -311.0, 1403.0, -38.0, -306.0, 1402.0, -38.0, 0, 0, 255
L -306.0, 1402.0, -38.0, -261.0, 1353.0, -38.0, 0, 0, 255
L -261.0, 1353.0, -38.0, -227.0, 1247.0, -38.0, 0, 0, 255
L -227.0, 1247.0, -38.0, -178.0, 1203.0, -38.0, 0, 0, 255
L -178.0, 1203.0, -38.0, -173.0, 1195.0, -38.0, 0, 0, 255
L -173.0, 1195.0, -38.0, -172.0, 1190.0, -37.0, 0, 0, 255
L -172.0, 1190.0, -37.0, -163.0, 1159.0, -39.0, 0, 0, 255
L -163.0, 1159.0, -39.0, -159.0, 1127.0, -38.0, 0, 0, 255
L -159.0, 1127.0, -38.0, -166.0, 1110.0, -38.0, 0, 0, 255
L -284.0, 1190.0, 63.0, -284.0, 1292.0, 10.0, 150, 150, 150
L -284.0, 1292.0, 10.0, -506.0, 1292.0, 6.0, 150, 150, 150
L -506.0, 1292.0, 6.0, -506.0, 1070.0, -20.0, 150, 150, 150
L -506.0, 1070.0, -20.0, -424.0, 1070.0, 19.0, 150, 150, 150
L -424.0, 1070.0, 19.0, -424.0, 1080.0, 23.0, 150, 150, 150
L -424.0, 1080.0, 23.0, -396.0, 1080.0, 29.0, 150, 150, 150
L -396.0, 1080.0, 29.0, -396.0, 1070.0, 27.0, 150, 150, 150
L -396.0, 1070.0, 27.0, -304.0, 1070.0, 2.0, 150, 150, 150
L -304.0, 1070.0, 2.0, -304.0, 1142.0, 63.0, 150, 150, 150
L -352.0, 1249.0, 129.0, -352.0, 1237.0, 129.0, 0, 240, 240
L -391.0, 1237.0, 151.0, -391.0, 1274.0, 151.0, 0, 240, 240
L -391.0, 1274.0, 151.0, -352.0, 1274.0, 151.0, 0, 240, 240
L -352.0, 1274.0, 151.0, -352.0, 1237.0, 151.0, 0, 240, 240
L -356.0, 1242.0, 129.0, -356.0, 1249.0, 129.0, 0, 240, 240
L -356.0, 1237.0, 129.0, -356.0, 1242.0, 129.0, 150, 150, 150
L -367.0, 1252.0, 119.0, -379.0, 1252.0, 119.0, 0, 255, 0
L -379.0, 1258.0, 119.0, -379.0, 1252.0, 119.0, 0, 255, 0
L -379.0, 1258.0, 119.0, -367.0, 1258.0, 119.0, 0, 255, 0
L -367.0, 1258.0, 119.0, -367.0, 1252.0, 119.0, 0, 255, 0
L -363.0, 1206.0, 117.0, -360.0, 1206.0, 115.0, 0, 0, 0
L -340.0, 1206.0, 101.0, -332.0, 1206.0, 101.0, 0, 0, 0
L -363.0, 1206.0, 117.0, -363.0, 1211.0, 117.0, 150, 150, 150
L -432.0, 1266.0, 105.0, -432.0, 1215.0, 105.0, 0, 255, 0
L -432.0, 1215.0, 105.0, -477.0, 1215.0, 105.0, 0, 255, 0
L -491.0, 1275.0, 105.0, -432.0, 1275.0, 105.0, 0, 255, 0
L -483.0, 1215.0, 105.0, -491.0, 1215.0, 105.0, 0, 255, 0
L -488.0, 1125.0, 102.0, -488.0, 1088.0, 102.0, 0, 255, 0
L -488.0, 1088.0, 102.0, -472.0, 1088.0, 101.0, 0, 255, 0
L -448.0, 1088.0, 75.0, -443.0, 1088.0, 75.0, 0, 0, 0
L -453.0, 1125.0, 111.0, -443.0, 1125.0, 111.0, 0, 240, 240
L -443.0, 1125.0, 111.0, -443.0, 1120.0, 111.0, 0, 240, 240
L -443.0, 1088.0, 128.0, -488.0, 1088.0, 128.0, 0, 240, 240
L -488.0, 1088.0, 128.0, -488.0, 1125.0, 128.0, 0, 240, 240
L -463.0, 1125.0, 102.0, -463.0, 1120.0, 102.0, 150, 150, 150
L -443.0, 1108.0, 102.0, -449.0, 1108.0, 102.0, 0, 255, 0
L -436.0, 1093.0, 106.0, -436.0, 1097.0, 106.0, 0, 255, 0
L -443.0, 1088.0, 102.0, -443.0, 1097.0, 102.0, 0, 255, 0
L -436.0, 1093.0, 106.0, -375.0, 1093.0, 106.0, 0, 255, 0
L -375.0, 1105.0, 106.0, -436.0, 1105.0, 106.0, 0, 255, 0
L -375.0, 1093.0, 106.0, -375.0, 1096.0, 106.0, 0, 255, 0
L -375.0, 1105.0, 106.0, -375.0, 1102.0, 106.0, 0, 255, 0
L -375.0, 1102.0, 106.0, -368.0, 1102.0, 106.0, 0, 255, 0
L -375.0, 1096.0, 106.0, -368.0, 1096.0, 106.0, 0, 255, 0
L -368.0, 1096.0, 106.0, -368.0, 1089.0, 106.0, 0, 255, 0
L -368.0, 1089.0, 106.0, -346.0, 1089.0, 106.0, 0, 255, 0
L -328.0, 1126.0, 106.0, -368.0, 1126.0, 106.0, 0, 255, 0
L -368.0, 1126.0, 106.0, -368.0, 1102.0, 106.0, 0, 255, 0
L -328.0, 1093.0, 96.0, -328.0, 1100.0, 96.0, 0, 0, 0
L -328.0, 1089.0, 96.0, -328.0, 1093.0, 96.0, 0, 0, 0
L -328.0, 1126.0, 106.0, -328.0, 1089.0, 106.0, 0, 255, 0
L -391.0, 1268.0, 119.0, -391.0, 1237.0, 119.0, 0, 255, 0
L -391.0, 1237.0, 119.0, -368.0, 1237.0, 119.0, 0, 255, 0
L -356.0, 1237.0, 129.0, -352.0, 1237.0, 129.0, 0, 240, 240
L -433.0, 1273.0, 148.0, -433.0, 1217.0, 148.0, 0, 240, 240
L -433.0, 1217.0, 148.0, -485.0, 1216.0, 148.0, 0, 240, 240
L -485.0, 1219.0, 105.0, -491.0, 1219.0, 105.0, 150, 150, 150
L -491.0, 1275.0, 105.0, -491.0, 1219.0, 105.0, 0, 255, 0
L -340.0, 1206.0, 101.0, -340.0, 1211.0, 101.0, 150, 150, 150
L -307.0, 1206.0, 75.0, -307.0, 1211.0, 75.0, 150, 150, 150
L -448.0, 1088.0, 75.0, -448.0, 1093.0, 75.0, 150, 150, 150
L -1726.0, 620.0, -38.0, -1771.0, 752.0, -38.0, 0, 0, 255
L -1771.0, 752.0, -38.0, -1777.0, 799.0, -39.0, 0, 0, 255
L -1777.0, 799.0, -39.0, -1767.0, 881.0, -38.0, 0, 0, 255
L -1767.0, 881.0, -38.0, -1764.0, 903.0, -38.0, 0, 0, 255
L -1764.0, 903.0, -38.0, -1765.0, 907.0, -38.0, 0, 0, 255
L -1765.0, 907.0, -38.0, -1751.0, 917.0, -38.0, 0, 0, 255
L -1751.0, 917.0, -38.0, -1746.0, 938.0, -39.0, 0, 0, 255
L -1746.0, 938.0, -39.0, -1749.0, 993.0, -38.0, 0, 0, 255
L -1749.0, 993.0, -38.0, -1744.0, 1026.0, -38.0, 0, 0, 255
L -1744.0, 1026.0, -38.0, -1744.0, 1095.0, -39.0, 0, 0, 255
L -1744.0, 1095.0, -39.0, -1735.0, 1157.0, -38.0, 0, 0, 255
L -1735.0, 1157.0, -38.0, -1733.0, 1196.0, -38.0, 0, 0, 255
L -1733.0, 1196.0, -38.0, -1730.0, 1201.0, -39.0, 0, 0, 255
L -1730.0, 1201.0, -39.0, -1729.0, 1209.0, -38.0, 0, 0, 255
L -1729.0, 1209.0, -38.0, -1705.0, 1247.0, -39.0, 0, 0, 255
L -1705.0, 1247.0, -39.0, -1705.0, 1285.0, -38.0, 0, 0, 255
L -1705.0, 1285.0, -38.0, -1699.0, 1300.0, -39.0, 0, 0, 255
L -1699.0, 1300.0, -39.0, -1697.0, 1324.0, -39.0, 0, 0, 255
L -1697.0, 1324.0, -39.0, -1625.0, 1447.0, -39.0, 0, 0, 255
L -1625.0, 1447.0, -39.0, -1621.0, 1453.0, -39.0, 0, 0, 255
L -1621.0, 1453.0, -39.0, -1621.0, 1486.0, -38.0, 0, 0, 255
L -1621.0, 1486.0, -38.0, -1608.0, 1496.0, -38.0, 0, 0, 255
L -1608.0, 1496.0, -38.0, -1598.0, 1516.0, -38.0, 0, 0, 255
L -1598.0, 1516.0, -38.0, -1587.0, 1523.0, -39.0, 0, 0, 255
L -1587.0, 1523.0, -39.0, -1570.0, 1548.0, -38.0, 0, 0, 255
L -1570.0, 1548.0, -38.0, -1520.0, 1579.0, -38.0, 0, 0, 255
L -1520.0, 1579.0, -38.0, -1452.0, 1612.0, -38.0, 0, 0, 255
L -1452.0, 1612.0, -38.0, -1413.0, 1623.0, -38.0, 0, 0, 255
L -1413.0, 1623.0, -38.0, -1378.0, 1629.0, -38.0, 0, 0, 255
L -1378.0, 1629.0, -38.0, -1372.0, 1631.0, -38.0, 0, 0, 255
L -1372.0, 1631.0, -38.0, -1361.0, 1636.0, -39.0, 0, 0, 255
L -1361.0, 1636.0, -39.0, -1252.0, 1647.0, -38.0, 0, 0, 255
L -1252.0, 1647.0, -38.0, -1198.0, 1659.0, -38.0, 0, 0, 255
L -1198.0, 1659.0, -38.0, -1168.0, 1653.0, -39.0, 0, 0, 255
L -1168.0, 1653.0, -39.0, -1126.0, 1661.0, -39.0, 0, 0, 255
L -1126.0, 1661.0, -39.0, -1002.0, 1667.0, -38.0, 0, 0, 255
L -1002.0, 1667.0, -38.0, -980.0, 1689.0, -38.0, 0, 0, 255
L -980.0, 1689.0, -38.0, -976.0, 1695.0, -38.0, 0, 0, 255
L -976.0, 1695.0, -38.0, -958.0, 1701.0, -39.0, 0, 0, 255
L -958.0, 1701.0, -39.0, -953.0, 1701.0, -38.0, 0, 0, 255
L -953.0, 1701.0, -38.0, -904.0, 1720.0, -38.0, 0, 0, 255
L -904.0, 1720.0, -38.0, -880.0, 1732.0, -38.0, 0, 0, 255
L -880.0, 1732.0, -38.0, -861.0, 1727.0, -39.0, 0, 0, 255
L -861.0, 1727.0, -39.0, -855.0, 1736.0, -38.0, 0, 0, 255
L -855.0, 1736.0, -38.0, -846.0, 1726.0, -38.0, 0, 0, 255
L -846.0, 1726.0, -38.0, -837.0, 1719.0, -38.0, 0, 0, 255
L -837.0, 1719.0, -38.0, -756.0, 1662.0, -39.0, 0, 0, 255
L -756.0, 1662.0, -39.0, -671.0, 1664.0, -38.0, 0, 0, 255
L -671.0, 1664.0, -38.0, -639.0, 1658.0, -39.0, 0, 0, 255
L -639.0, 1658.0, -39.0, -621.0, 1669.0, -38.0, 0, 0, 255
L -621.0, 1669.0, -38.0, -561.0, 1678.0, -39.0, 0, 0, 255
L -561.0, 1678.0, -39.0, -542.0, 1697.0, -38.0, 0, 0, 255
L -542.0, 1697.0, -38.0, -529.0, 1703.0, -39.0, 0, 0, 255
L -529.0, 1703.0, -39.0, -493.0, 1696.0, -38.0, 0, 0, 255
L -493.0, 1696.0, -38.0, -475.0, 1689.0, -38.0, 0, 0, 255
L -475.0, 1689.0, -38.0, -470.0, 1690.0, -38.0, 0, 0, 255
L -470.0, 1690.0, -38.0, -457.0, 1682.0, -38.0, 0, 0, 255
L -457.0, 1682.0, -38.0, -445.0, 1673.0, -38.0, 0, 0, 255
L -445.0, 1673.0, -38.0, -419.0, 1651.0, -38.0, 0, 0, 255
L -419.0, 1651.0, -38.0, -406.0, 1636.0, -39.0, 0, 0, 255
L -406.0, 1636.0, -39.0, -392.0, 1635.0, -39.0, 0, 0, 255
L -392.0, 1635.0, -39.0, -388.0, 1633.0, -39.0, 0, 0, 255
L -388.0, 1633.0, -39.0, -377.0, 1628.0, -38.0, 0, 0, 255
