P -100, 200, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -100, 400, 0, 0, 0, 0, 2, www.eqmaps.info
P -100, 600, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -116, -781, 187, -88, -756, 187, 0, 0, 0
L -88, -756, 187, 28, -754, 187, 0, 0, 0
L 28, -754, 187, 29, -784, 187, 0, 0, 0
L 29, -784, 187, 16, -854, 187, 0, 0, 0
L 16, -854, 187, 28, -886, 187, 0, 0, 0
L 28, -886, 187, 19, -912, 187, 0, 0, 0
L 19, -912, 187, 15, -937, 187, 0, 0, 0
L 15, -937, 187, 26, -959, 187, 0, 0, 0
L 26, -959, 187, 29, -1075, 187, 0, 0, 0
L 29, -1075, 187, 15, -1106, 187, 0, 0, 0
L 15, -1106, 187, 15, -1148, 187, 0, 0, 0
L 15, -1148, 187, 13, -1157, 187, 0, 0, 0
L 9, -1173, 187, 9, -1173, 186, 0, 0, 0
L 13, -1157, 187, 9, -1173, 187, 0, 0, 0
L -54, -310, 355, -26, -310, 355, 0, 255, 255
L -26, -310, 355, -25, -280, 355, 0, 255, 255
L -25, -280, 355, -40, -265, 355, 0, 255, 255
L -40, -265, 355, -40, -253, 355, 0, 255, 255
L -40, -253, 355, -27, -240, 355, 0, 255, 255
L -27, -240, 355, -15, -240, 355, 0, 255, 255
L -15, -240, 355, -2, -253, 355, 0, 255, 255
L -2, -253, 355, -2, -265, 355, 0, 255, 255
L -2, -265, 355, -17, -278, 355, 0, 255, 255
L -17, -278, 355, -17, -308, 355, 0, 255, 255
L -17, -308, 355, 11, -310, 355, 0, 255, 255
L 11, -310, 355, 11, -362, 355, 0, 255, 255
L 11, -362, 355, -14, -362, 355, 0, 255, 255
L -14, -362, 355, -16, -388, 355, 0, 255, 255
L -16, -388, 355, -18, -393, 355, 0, 255, 255
L -18, -393, 355, 9, -394, 355, 0, 255, 255
L 9, -394, 355, 25, -394, 355, 0, 255, 255
L 25, -394, 355, 25, -460, 355, 0, 255, 255
L 25, -460, 355, -86, -460, 355, 0, 255, 255
L -86, -460, 355, -88, -534, 355, 0, 255, 255
L -88, -534, 355, -11, -534, 355, 0, 255, 255
L -11, -534, 355, 1, -525, 348, 0, 255, 255
L 1, -525, 348, -2, -519, 343, 0, 255, 255
L -2, -519, 343, -10, -517, 335, 0, 255, 255
L -10, -517, 335, -16, -529, 325, 0, 255, 255
L -23, -533, 325, -26, -524, 328, 0, 255, 255
L -26, -524, 328, -21, -512, 332, 0, 255, 255
L -21, -512, 332, -9, -506, 336, 0, 255, 255
L -9, -506, 336, 0, -508, 339, 0, 255, 255
L 0, -508, 339, 7, -513, 341, 0, 255, 255
L 7, -513, 341, 10, -520, 344, 0, 255, 255
L 10, -520, 344, 10, -531, 348, 0, 255, 255
L 10, -531, 348, 4, -539, 351, 0, 255, 255
L 4, -539, 351, -4, -544, 355, 0, 255, 255
L -4, -544, 355, -98, -545, 355, 0, 255, 255
L -98, -545, 355, -98, -450, 355, 0, 255, 255
L -98, -450, 355, -72, -450, 355, 0, 255, 255
L -72, -450, 355, -69, -448, 355, 0, 255, 255
L -69, -448, 355, -68, -394, 355, 0, 255, 255
L -68, -394, 355, -27, -394, 355, 0, 255, 255
L -27, -394, 355, -26, -388, 355, 0, 255, 255
L -26, -388, 355, -26, -363, 355, 0, 255, 255
L -26, -363, 355, -54, -362, 355, 0, 255, 255
L -54, -310, 356, -54, -310, 355, 0, 255, 255
L -54, -362, 355, -54, -310, 356, 0, 255, 255
L 9, -433, 355, -1, -444, 355, 0, 255, 255
L -1, -444, 355, -41, -444, 355, 0, 255, 255
L -41, -444, 355, -52, -433, 355, 0, 255, 255
L -52, -433, 355, -52, -404, 355, 0, 255, 255
L -52, -404, 355, -56, -402, 356, 0, 255, 255
L -56, -402, 356, -58, -447, 355, 0, 255, 255
L -58, -447, 355, -55, -450, 355, 0, 255, 255
L -55, -450, 355, 11, -450, 355, 0, 255, 255
L 11, -450, 355, 15, -447, 355, 0, 255, 255
L 15, -447, 355, 15, -404, 355, 0, 255, 255
L 15, -404, 355, 10, -402, 355, 0, 255, 255
L 10, -402, 355, 9, -433, 355, 0, 255, 255
L -19, -58, 306, 4, -58, 306, 0, 255, 0
L -194, -884, 178, -194, -893, 178, 0, 0, 0
L 440, -553, 24, 468, -572, 24, 0, 0, 0
L 468, -572, 24, 479, -572, 25, 0, 0, 0
L 479, -572, 25, 491, -560, 25, 0, 0, 0
L 329, -428, 24, 317, -429, 24, 0, 0, 0
L 317, -429, 24, 307, -439, 25, 0, 0, 0
L 307, -439, 25, 307, -561, 25, 0, 0, 0
L 307, -561, 25, 320, -573, 25, 0, 0, 0
L 320, -573, 25, 331, -571, 24, 0, 0, 0
L 359, -607, 25, 330, -588, 24, 0, 0, 0
L 330, -588, 24, 299, -586, 24, 0, 0, 0
L 299, -586, 24, 291, -578, 25, 0, 0, 0
L 291, -578, 25, 293, -419, 24, 0, 0, 0
L 293, -419, 24, 301, -412, 24, 0, 0, 0
L 351, -390, 24, 373, -370, 24, 0, 0, 0
L 373, -370, 24, 385, -361, 24, 0, 0, 0
L 385, -361, 24, 391, -349, 25, 0, 0, 0
L 391, -349, 25, 391, -324, 24, 0, 0, 0
L 506, -579, 24, 497, -588, 24, 0, 0, 0
L 497, -588, 24, 469, -588, 25, 0, 0, 0
L 469, -588, 25, 437, -608, 24, 0, 0, 0
L 437, -608, 24, 407, -617, 25, 0, 0, 0
L 440, -162, -27, 498, -162, -27, 0, 0, 255
L 498, -162, -27, 557, -221, -27, 0, 0, 255
L 557, -221, -27, 557, -279, -27, 0, 0, 255
L 557, -279, -27, 498, -338, -27, 0, 0, 255
L 498, -338, -27, 440, -338, -27, 0, 0, 255
L 439, -332, -27, 499, -332, -27, 0, 0, 255
L 499, -332, -27, 550, -282, -26, 0, 0, 255
L 550, -282, -26, 551, -220, -27, 0, 0, 255
L 551, -220, -27, 500, -168, -27, 0, 0, 255
L 500, -168, -27, 440, -168, -27, 0, 0, 255
L 440, -168, -27, 388, -218, -27, 0, 0, 255
L 388, -218, -27, 387, -279, -27, 0, 0, 255
L 387, -279, -27, 438, -332, -27, 0, 0, 255
L 488, -1078, 1, 451, -1039, 2, 0, 0, 0
L 451, -1039, 2, 441, -1037, 5, 0, 0, 0
L 441, -1037, 5, 433, -1032, 7, 0, 0, 0
L 433, -1032, 7, 426, -1022, 8, 0, 0, 0
L 426, -1022, 8, 424, -1013, 11, 0, 0, 0
L 424, -1013, 11, 437, -996, 16, 0, 255, 255
L 437, -996, 16, 449, -993, 19, 0, 255, 255
L 449, -993, 19, 461, -996, 22, 0, 255, 255
L 461, -996, 22, 470, -1005, 24, 0, 255, 255
L 470, -1005, 24, 471, -1025, 30, 0, 255, 255
L 457, -1017, 31, 455, -1010, 27, 0, 255, 255
L 455, -1010, 27, 445, -1011, 20, 0, 255, 255
L 445, -1011, 20, 442, -1017, 15, 0, 255, 255
L 442, -1017, 15, 444, -1022, 11, 0, 255, 255
L 444, -1022, 11, 455, -1021, 1, 0, 0, 0
L 357, -1228, 1, 348, -1219, 1, 0, 0, 0
L -376, -322, -2, -340, -322, -2, 0, 0, 0
L -310, -147, -2, -329, -125, -2, 0, 0, 0
L -300, -145, -2, -282, -169, -2, 0, 0, 0
L -282, -169, -2, -281, -282, -2, 0, 0, 0
L -342, -113, -2, -330, -114, -2, 0, 0, 0
L -208, -82, -2, -192, -82, -2, 0, 0, 0
L -304, -143, -2, -300, -145, -2, 0, 0, 0
L -292, -166, -2, -305, -150, -2, 0, 0, 0
L -342, -125, -2, -342, -113, -2, 0, 0, 0
L -305, -150, -2, -306, -147, -2, 0, 0, 0
L -218, -181, -2, -204, -147, -2, 0, 0, 0
L -376, -358, -2, -376, -322, -2, 0, 0, 0
L -324, -266, -2, -374, -266, -2, 0, 0, 0
L -208, -129, -2, -208, -82, -2, 0, 0, 0
L -306, -147, -2, -310, -147, -2, 0, 0, 0
L -281, -282, -2, -252, -282, -2, 0, 0, 0
L -330, -114, -2, -303, -140, -2, 0, 0, 0
L -303, -140, -2, -304, -143, -2, 0, 0, 0
L -294, -230, -2, -292, -166, -2, 0, 0, 0
L -322, -358, -2, -376, -358, -2, 0, 0, 0
L -316, -345, -2, -247, -348, -2, 0, 0, 0
L -329, -125, -2, -342, -125, -2, 0, 0, 0
L -204, -147, -2, -208, -129, -2, 0, 0, 0
L -24, -144, -2, -24, -154, -2, 0, 0, 0
L -182, -194, -2, -195, -227, -2, 0, 0, 0
L -44, -254, -2, -44, -292, -2, 0, 0, 0
L -44, -292, -2, -44, -298, -2, 0, 0, 0
L -24, -154, -2, -60, -154, -2, 0, 0, 0
L -195, -227, -2, -179, -250, -2, 0, 0, 0
L -124, -160, -2, -70, -160, -2, 0, 0, 0
L -197, -147, -2, -182, -181, -2, 0, 0, 0
L -125, -212, -2, -124, -160, -2, 0, 0, 0
L -179, -250, -2, -139, -212, -2, 0, 0, 0
L -31, -131, -2, -24, -144, -2, 0, 0, 0
L -30, -320, -2, -54, -320, -2, 0, 0, 0
L -44, -298, -2, -44, -308, -2, 0, 0, 0
L -192, -129, -2, -197, -147, -2, 0, 0, 0
L -139, -212, -2, -125, -212, -2, 0, 0, 0
L -340, -322, -2, -340, -340, -2, 0, 0, 0
L -30, -352, -2, -30, -404, -2, 0, 0, 0
L -58, -446, -2, -124, -446, -2, 0, 0, 0
L -240, -476, -2, -240, -428, -2, 0, 0, 0
L -124, -446, -2, -124, -418, -2, 0, 0, 0
L -124, -264, -2, -124, -222, -2, 0, 0, 0
L -356, -434, -2, -356, -410, -2, 0, 0, 0
L -247, -360, -2, -316, -355, -2, 0, 0, 0
L -170, -268, -2, -157, -293, -2, 0, 0, 0
L -96, -422, -2, -86, -422, -2, 0, 0, 0
L -131, -407, -2, -129, -408, -2, 0, 0, 0
L -356, -410, -2, -308, -410, -2, 0, 0, 0
L -124, -418, -2, -130, -416, -2, 0, 0, 0
L -124, -222, -2, -170, -268, -2, 0, 0, 0
L -157, -293, -2, -156, -393, -2, 0, 0, 0
L -154, -404, -2, -185, -414, -2, 0, 0, 0
L -251, -404, -2, -299, -404, -2, 0, 0, 0
L -130, -416, -2, -154, -404, -2, 0, 0, 0
L -215, -415, -2, -251, -404, -2, 0, 0, 0
L -156, -393, -2, -131, -407, -2, 0, 0, 0
L -159, -428, -2, -159, -476, -2, 0, 0, 0
L -96, -404, -2, -96, -352, -2, 0, 0, 0
L -96, -352, -2, -30, -352, -2, 0, 0, 0
L -798, -641, 23, -811, -628, 23, 0, 0, 0
L -787, -630, 23, -798, -641, 23, 0, 0, 0
L -870, -577, 23, -870, -616, 23, 0, 0, 0
L -811, -628, 23, -879, -628, 23, 0, 0, 0
L -424, -172, 23, -424, -184, 23, 0, 0, 0
L -432, -190, 23, -422, -190, 23, 0, 0, 0
L -422, -426, 23, -422, -456, 23, 0, 0, 0
L -422, -482, 23, -422, -513, 23, 0, 0, 0
L -422, -370, 23, -422, -399, 23, 0, 0, 0
L -422, -234, 23, -422, -343, 23, 0, 0, 0
L -590, -604, 23, -590, -643, 23, 0, 0, 0
L -422, -190, 23, -422, -228, 23, 0, 0, 0
L -590, -643, 23, -616, -669, 23, 0, 0, 0
L -422, -228, 23, -432, -228, 23, 0, 0, 0
L -616, -669, 23, -627, -658, 23, 0, 0, 0
L -627, -658, 23, -600, -631, 23, 0, 0, 0
L -438, -198, 23, -451, -198, 23, 0, 0, 0
L -600, -631, 23, -600, -615, 23, 0, 0, 0
L -780, -172, 23, -673, -172, 23, 0, 0, 0
L -856, -292, 23, -879, -292, 23, 0, 0, 0
L -875, -248, 23, -780, -172, 23, 0, 0, 0
L -879, -400, 23, -879, -399, 23, 0, 0, 0
L -753, -152, 23, -753, -142, 23, 0, 0, 0
L -879, -456, 23, -879, -426, 23, 0, 0, 0
L -879, -571, 23, -879, -538, 23, 0, 0, 0
L 440, -338, -26, 381, -279, -26, 0, 0, 255
L 381, -279, -26, 381, -221, -26, 0, 0, 255
L 381, -221, -26, 440, -162, -26, 0, 0, 255
L 393, -317, 24, 399, -308, 24, 0, 0, 0
L 414, -363, 24, 428, -373, 24, 0, 0, 0
L 469, -412, 24, 499, -413, 24, 0, 0, 0
L 507, -422, 24, 506, -579, 24, 0, 0, 0
L 407, -617, 24, 389, -617, 24, 0, 0, 0
L 411, -320, 24, 407, -326, 24, 0, 0, 0
L 461, -409, 24, 469, -412, 24, 0, 0, 0
L 407, -353, 24, 414, -363, 24, 0, 0, 0
L 407, -326, 24, 407, -353, 24, 0, 0, 0
L 399, -308, 24, 457, -252, 24, 0, 0, 0
L 465, -262, 24, 412, -315, 24, 0, 0, 0
L 412, -315, 24, 411, -320, 24, 0, 0, 0
L 428, -373, 24, 448, -392, 24, 0, 0, 0
L 499, -413, 24, 507, -422, 24, 0, 0, 0
L 448, -392, 24, 461, -409, 24, 0, 0, 0
L 407, -540, 24, 440, -553, 24, 0, 0, 0
L 446, -450, 24, 428, -467, 24, 0, 0, 0
L 428, -467, 24, 408, -480, 24, 0, 0, 0
L 408, -480, 24, 389, -479, 24, 0, 0, 0
L 389, -479, 24, 368, -466, 24, 0, 0, 0
L 391, -541, 24, 391, -522, 24, 0, 0, 0
L 489, -437, 24, 477, -428, 24, 0, 0, 0
L 477, -428, 24, 467, -428, 24, 0, 0, 0
L 467, -428, 24, 456, -435, 24, 0, 0, 0
L 491, -560, 24, 489, -437, 24, 0, 0, 0
L 456, -435, 24, 446, -450, 24, 0, 0, 0
L 368, -466, 24, 349, -447, 24, 0, 0, 0
L 349, -447, 24, 338, -432, 24, 0, 0, 0
L 338, -432, 24, 329, -428, 24, 0, 0, 0
L 391, -522, 24, 407, -522, 24, 0, 0, 0
L 407, -522, 24, 407, -540, 24, 0, 0, 0
L 331, -571, 24, 361, -551, 24, 0, 0, 0
L 361, -551, 24, 391, -541, 24, 0, 0, 0
L 389, -617, 24, 359, -607, 24, 0, 0, 0
L -646, -72, 23, -673, -72, 23, 0, 0, 0
L -576, -166, 23, -576, -152, 23, 0, 0, 0
L -562, -142, 23, -576, -142, 23, 0, 0, 0
L -576, -142, 23, -576, -128, 23, 0, 0, 0
L -739, -142, 23, -753, -142, 23, 0, 0, 0
L -739, -166, 23, -739, -152, 23, 0, 0, 0
L -739, -152, 23, -753, -152, 23, 0, 0, 0
L -739, -142, 23, -739, -128, 23, 0, 0, 0
L -562, -142, 23, -562, -152, 23, 0, 0, 0
L -576, -152, 23, -562, -152, 23, 0, 0, 0
L -739, -128, 23, -673, -128, 23, 0, 0, 0
L -646, -72, 23, -646, -128, 23, 0, 0, 0
L -646, -128, 23, -576, -128, 23, 0, 0, 0
L -576, -166, 23, -646, -166, 23, 0, 0, 0
L -646, -166, 23, -646, -172, 23, 0, 0, 0
L -673, -72, 23, -673, -128, 23, 0, 0, 0
L -673, -166, 23, -739, -166, 23, 0, 0, 0
L -673, -166, 23, -673, -172, 23, 0, 0, 0
L -424, -172, 23, -646, -172, 23, 0, 0, 0
L -850, -297, 23, -879, -297, 23, 0, 0, 0
L -879, -292, 23, -879, -254, 23, 0, 0, 0
L -875, -248, 23, -836, -248, 23, 0, 0, 0
L -836, -284, 23, -836, -264, 23, 0, 0, 0
L -836, -254, 23, -836, -248, 23, 0, 0, 0
L -836, -254, 23, -879, -254, 23, 0, 0, 0
L -836, -264, 23, -856, -264, 23, 0, 0, 0
L -856, -292, 23, -856, -264, 23, 0, 0, 0
L -850, -297, 23, -850, -284, 23, 0, 0, 0
L -836, -284, 23, -850, -284, 23, 0, 0, 0
L -432, -190, 23, -432, -204, 23, 0, 0, 0
L -432, -216, 23, -432, -228, 23, 0, 0, 0
L -422, -234, 23, -438, -234, 23, 0, 0, 0
L -438, -234, 23, -438, -221, 23, 0, 0, 0
L -438, -198, 23, -438, -184, 23, 0, 0, 0
L -424, -184, 23, -438, -184, 23, 0, 0, 0
L -432, -204, 23, -451, -204, 23, 0, 0, 0
L -451, -198, 23, -451, -204, 23, 0, 0, 0
L -432, -216, 23, -451, -216, 23, 0, 0, 0
L -451, -216, 23, -451, -221, 23, 0, 0, 0
L -451, -221, 23, -438, -221, 23, 0, 0, 0
L -503, -456, 23, -503, -482, 23, 150, 150, 150
L -503, -513, 23, -503, -538, 23, 150, 150, 150
L -503, -426, 23, -503, -399, 23, 150, 150, 150
L -561, -399, 23, -561, -426, 23, 150, 150, 150
L -561, -513, 23, -561, -538, 23, 150, 150, 150
L -561, -456, 23, -561, -482, 23, 150, 150, 150
L -879, -513, 23, -879, -482, 23, 0, 0, 0
L -422, -513, 23, -477, -513, 23, 0, 0, 0
L -503, -513, 23, -561, -513, 23, 150, 150, 150
L -879, -538, 23, -828, -538, 23, 0, 0, 0
L -422, -538, 23, -422, -569, 23, 0, 0, 0
L -561, -538, 23, -503, -538, 23, 150, 150, 150
L -477, -538, 23, -422, -538, 23, 0, 0, 0
L -477, -513, 23, -477, -538, 23, 0, 0, 0
L -828, -513, 23, -879, -513, 23, 0, 0, 0
L -828, -513, 23, -828, -538, 23, 0, 0, 0
L -799, -538, 23, -741, -538, 23, 150, 150, 150
L -799, -426, 23, -799, -399, 23, 150, 150, 150
L -799, -538, 23, -799, -513, 23, 150, 150, 150
L -799, -482, 23, -799, -456, 23, 150, 150, 150
L -741, -513, 23, -799, -513, 23, 150, 150, 150
L -741, -370, 23, -741, -343, 23, 150, 150, 150
L -741, -426, 23, -741, -399, 23, 150, 150, 150
L -741, -538, 23, -741, -513, 23, 150, 150, 150
L -741, -482, 23, -741, -456, 23, 150, 150, 150
L -644, -586, 23, -561, -586, 23, 0, 0, 0
L -657, -585, 23, -741, -585, 23, 0, 0, 0
L -422, -482, 23, -477, -482, 23, 0, 0, 0
L -828, -482, 23, -879, -482, 23, 0, 0, 0
L -503, -482, 23, -561, -482, 23, 150, 150, 150
L -741, -482, 23, -799, -482, 23, 150, 150, 150
L -828, -482, 23, -828, -456, 23, 0, 0, 0
L -879, -456, 23, -828, -456, 23, 0, 0, 0
L -799, -456, 23, -741, -456, 23, 150, 150, 150
L -561, -456, 23, -503, -456, 23, 150, 150, 150
L -477, -456, 23, -422, -456, 23, 0, 0, 0
L -879, -426, 23, -828, -426, 23, 0, 0, 0
L -799, -426, 23, -741, -426, 23, 150, 150, 150
L -561, -426, 23, -503, -426, 23, 150, 150, 150
L -828, -426, 23, -828, -399, 23, 0, 0, 0
L -477, -482, 23, -477, -456, 23, 0, 0, 0
L -477, -426, 23, -422, -426, 23, 0, 0, 0
L -879, -399, 23, -879, -370, 23, 0, 0, 0
L -503, -399, 23, -561, -399, 23, 150, 150, 150
L -828, -399, 23, -879, -399, 23, 0, 0, 0
L -741, -399, 23, -799, -399, 23, 150, 150, 150
L -477, -399, 23, -422, -399, 23, 0, 0, 0
L -422, -370, 23, -477, -370, 23, 0, 0, 0
L -799, -370, 23, -799, -343, 23, 150, 150, 150
L -828, -370, 23, -879, -370, 23, 0, 0, 0
L -741, -370, 23, -799, -370, 23, 150, 150, 150
L -828, -370, 23, -828, -343, 23, 0, 0, 0
L -561, -370, 23, -561, -343, 23, 150, 150, 150
L -422, -343, 23, -477, -343, 23, 0, 0, 0
L -879, -343, 23, -879, -297, 23, 0, 0, 0
L -828, -343, 23, -879, -343, 23, 0, 0, 0
L -741, -343, 23, -799, -343, 23, 150, 150, 150
L -503, -370, 23, -561, -370, 23, 150, 150, 150
L -503, -343, 23, -561, -343, 23, 150, 150, 150
L -503, -370, 23, -503, -343, 23, 150, 150, 150
L -477, -426, 23, -477, -399, 23, 0, 0, 0
L -477, -370, 23, -477, -343, 23, 0, 0, 0
L -486, -324, 23, -494, -324, 23, 150, 150, 150
L -494, -265, 23, -486, -265, 23, 150, 150, 150
L -494, -265, 23, -494, -324, 23, 150, 150, 150
L -486, -324, 23, -486, -265, 23, 150, 150, 150
L -422, -569, 23, -477, -569, 23, 0, 0, 0
L -561, -586, 23, -561, -569, 23, 0, 0, 0
L -503, -569, 23, -561, -569, 23, 0, 0, 0
L -503, -569, 23, -503, -585, 23, 0, 0, 0
L -477, -569, 23, -477, -585, 23, 0, 0, 0
L -503, -585, 23, -477, -585, 23, 0, 0, 0
L -657, -585, 23, -657, -615, 23, 0, 0, 0
L -600, -615, 23, -657, -615, 23, 0, 0, 0
L -644, -586, 23, -644, -604, 23, 0, 0, 0
L -590, -604, 23, -644, -604, 23, 0, 0, 0
L -741, -569, 23, -799, -569, 23, 0, 0, 0
L -741, -585, 23, -741, -569, 23, 0, 0, 0
L -799, -585, 23, -828, -585, 23, 0, 0, 0
L -799, -569, 23, -799, -585, 23, 0, 0, 0
L -828, -569, 23, -862, -569, 23, 0, 0, 0
L -828, -569, 23, -828, -585, 23, 0, 0, 0
L -870, -577, 23, -862, -577, 23, 0, 0, 0
L -862, -577, 23, -862, -571, 23, 0, 0, 0
L -879, -628, 23, -879, -571, 23, 0, 0, 0
L -870, -616, 23, -799, -616, 23, 0, 0, 0
L -787, -630, 23, -799, -616, 23, 0, 0, 0
L -866, -573, 23, -874, -573, 23, 255, 255, 0
L -866, -569, 23, -874, -569, 23, 255, 255, 0
L -866, -573, 23, -866, -571, 23, 255, 255, 0
L -874, -573, 23, -874, -571, 23, 255, 255, 0
L -862, -571, 23, -862, -569, 23, 0, 0, 0
L -862, -571, 23, -866, -571, 23, 255, 255, 0
L -866, -571, 23, -866, -569, 23, 255, 255, 0
L -874, -571, 23, -874, -569, 23, 255, 255, 0
L -874, -571, 23, -879, -571, 23, 255, 255, 0
L -758, -791, 75, -766, -791, 75, 0, 0, 0
L -814, -805, 75, -837, -805, 75, 0, 0, 0
L -677, -744, 75, -666, -744, 75, 0, 0, 0
L -795, -800, 75, -786, -800, 75, 0, 0, 0
L -666, -744, 75, -666, -756, 75, 0, 0, 0
L -744, -893, 75, -879, -893, 75, 0, 0, 0
L -666, -756, 75, -660, -770, 75, 0, 0, 0
L -779, -800, 75, -758, -800, 75, 0, 0, 0
L -732, -863, 75, -737, -863, 75, 0, 0, 0
L -677, -756, 75, -677, -744, 75, 0, 0, 0
L -753, -744, 75, -730, -744, 75, 0, 0, 0
L -809, -744, 75, -786, -744, 75, 0, 0, 0
L -851, -744, 75, -842, -744, 75, 0, 0, 0
L -779, -809, 75, -779, -800, 75, 0, 0, 0
L -814, -796, 75, -814, -805, 75, 0, 0, 0
L -427, -856, 75, -422, -860, 75, 0, 0, 0
L -422, -744, 75, -422, -777, 75, 0, 0, 0
L -516, -744, 75, -462, -744, 75, 0, 0, 0
L -613, -744, 75, -590, -744, 75, 0, 0, 0
L -462, -767, 75, -465, -770, 75, 0, 0, 0
L -422, -917, 75, -422, -917, 75, 0, 0, 0
L -613, -765, 75, -613, -744, 75, 0, 0, 0
L -574, -758, 75, -564, -758, 75, 0, 0, 0
L -465, -770, 75, -460, -776, 75, 0, 0, 0
L -456, -744, 75, -422, -744, 75, 0, 0, 0
L -455, -770, 75, -456, -765, 75, 0, 0, 0
L -615, -1131, 75, -658, -1131, 75, 0, 0, 0
L -460, -776, 75, -455, -770, 75, 0, 0, 0
L -454, -782, 75, -451, -787, 75, 0, 0, 0
L -462, -744, 75, -462, -767, 75, 0, 0, 0
L -422, -777, 75, -443, -777, 75, 0, 0, 0
L -422, -784, 75, -422, -817, 75, 0, 0, 0
L -443, -777, 75, -454, -782, 75, 0, 0, 0
L -451, -787, 75, -443, -784, 75, 0, 0, 0
L -456, -765, 75, -456, -744, 75, 0, 0, 0
L -443, -784, 75, -422, -784, 75, 0, 0, 0
L -422, -860, 75, -422, -917, 75, 0, 0, 0
L -516, -757, 75, -516, -744, 75, 0, 0, 0
L -669, -1066, 75, -604, -1066, 75, 0, 0, 0
L -813, -1037, 75, -813, -1121, 75, 0, 0, 0
L -797, -1065, 75, -745, -1065, 75, 0, 0, 0
L -604, -1066, 75, -604, -1162, 75, 0, 0, 0
L -795, -1132, 75, -825, -1132, 75, 0, 0, 0
L -730, -1131, 75, -786, -1131, 75, 0, 0, 0
L -795, -1137, 75, -795, -1132, 75, 0, 0, 0
L -797, -1034, 75, -797, -964, 75, 0, 0, 0
L -829, -1006, 75, -855, -1006, 75, 0, 0, 0
L -658, -949, 75, -658, -950, 75, 0, 0, 0
L -813, -939, 75, -801, -939, 75, 0, 0, 0
L -869, -939, 75, -855, -925, 75, 0, 0, 0
L -643, -780, 75, -701, -780, 75, 0, 0, 0
L -699, -908, 75, -699, -897, 75, 0, 0, 0
L -643, -855, 75, -643, -780, 75, 0, 0, 0
L -829, -911, 75, -829, -923, 75, 0, 0, 0
L -883, -978, 75, -883, -939, 75, 0, 0, 0
L -576, -805, 75, -599, -805, 75, 0, 0, 0
L -829, -923, 75, -813, -939, 75, 0, 0, 0
L -883, -939, 75, -869, -939, 75, 0, 0, 0
L -855, -925, 75, -855, -911, 75, 0, 0, 0
L -855, -911, 75, -829, -911, 75, 0, 0, 0
L -572, -1023, 75, -572, -894, 75, 0, 0, 0
L -835, -856, 75, -786, -856, 75, 0, 0, 0
L -786, -856, 75, -786, -884, 75, 0, 0, 0
L -835, -877, 75, -835, -856, 75, 0, 0, 0
L -758, -1173, 75, -808, -1173, 75, 0, 0, 0
L -156, -896, 118, -142, -940, 118, 255, 0, 0
L -221, -977, 118, -263, -953, 118, 255, 0, 0
L -279, -928, 118, -321, -851, 118, 255, 0, 0
L -153, -968, 118, -152, -944, 118, 255, 0, 0
L -263, -953, 118, -279, -928, 118, 255, 0, 0
