P -772.2241, -3077.9346, -23.6982, 240, 240, 240, 1, .
P -1036.5814, -1179.3502, -1.6418, 240, 240, 240, 1, .
P -663.4434, -707.9361, -42.3318, 240, 240, 240, 1, .
P 552.2451, 24.9825, 3.0915, 240, 240, 240, 1, .
P 2060.2754, -1214.5840, -28.8071, 127, 0, 127, 1, .
P 1979.4304, -977.8350, -29.2886, 127, 0, 127, 1, .
P 1772.1896, -1105.0813, -16.4063, 127, 0, 127, 1, .
P 222.7696, 391.2505, -25.3700, 127, 0, 127, 1, .
P 102.2184, 96.6267, -34.9614, 127, 0, 127, 1, .
P -460.2935, 294.7866, -23.4642, 127, 0, 127, 1, .
P -1471.1136, -549.0663, -45.7421, 0, 127, 126, 1, .
P 781.9671, -3185.7771, -31.7543, 127, 0, 127, 1, .
P 1362.7368, -1818.3976, -8.3582, 127, 0, 127, 1, .
P -1688.4236, -1879.7170, -32.2022, 127, 0, 127, 1, .
P -568.4646, -2003.6714, 15.4739, 240, 240, 0, 1, .
P -644.3841, -3215.4124, -16.7939, 240, 240, 240, 1, .
P -77.1232, -3062.1135, -12.6938, 240, 240, 240, 1, .
P -841.2148, -733.7086, -46.6928, 240, 240, 240, 1, .
P -699.4579, -3121.9429, -26.2382, 240, 240, 240, 1, .
P 248.2968, -3383.6667, -27.2282, 240, 240, 240, 1, .
P 163.2248, -3138.2998, -31.2691, 240, 240, 0, 1, .
P -438.8666, -3298.4478, -24.4262, 240, 240, 0, 1, .
