L 95.3385, -74.3296, 14.0020,  94.9215, -81.1140, 14.0020,  240, 127, 0
L 27.4859, -237.3919, 30.0020,  61.0000, -237.3913, 31.0020,  0, 240, 0
L 27.4859, -257.0000, 30.0030,  27.4859, -237.3919, 30.0020,  0, 240, 0
P 208.9966, 346.2018, 18.0020,  0, 0, 0,  2,  Svunsa
P 352.7663, 339.9109, 18.0020,  0, 0, 0,  2,  Relgor
P 250.7785, 396.2270, 0.0020,  0, 127, 0,  2,  Bull_Crusher_(General)
P 226.9329, 371.5704, 0.0020,  0, 0, 0,  2,  Capee
P 345.3875, 332.3844, 0.0020,  0, 0, 0,  2,  Pungla
P 315.3346, 363.5327, 0.0020,  0, 0, 0,  2,  Uglan
P 308.6204, 312.2260, 0.0020,  0, 0, 0,  2,  Karnan
P 221.8825, 324.7603, 0.0020,  0, 0, 0,  2,  Mrak
P 195.7980, 330.1281, 0.0020,  0, 127, 0,  2,  Slunga_(General)
P 119.0865, 319.0082, 0.0020,  0, 127, 0,  2,  The_Gobbler_(General)
P 99.2252, 342.6618, 0.0020,  0, 127, 0,  2,  Smaka_(General)
P 179.7762, 266.5911, 0.0020,  0, 127, 0,  2,  Canarie_(Jewelcrafting)
P 439.3379, 360.7614, 14.0020,  0, 0, 0,  2,  Oosa_Shadowthumper
P 421.9214, 282.4092, 15.0020,  0, 0, 0,  2,  Namarg
P 239.5052, -105.0954, 0.0020,  0, 127, 0,  2,  Sal_Drana_(General)
P 254.5263, -107.3939, 0.0020,  0, 127, 0,  2,  Tal_Drana_(General)
P 219.5846, -216.0627, 0.0020,  0, 127, 0,  2,  Vala_Tanbor_(General)
P 250.7747, -207.6152, 0.0020,  0, 127, 0,  2,  Dran_'slug'_Rembor_(General)
P 224.3354, -241.5724, 14.0020,  0, 127, 0,  2,  Uawn_Betell_(General,Roam)
P 237.1161, -216.0936, 28.0020,  0, 127, 0,  2,  Tanai_Tanbor_(General)
P 200.6903, -173.5898, 14.0020,  0, 127, 0,  2,  Damar_Nislan_(General)
P 101.7801, -134.9648, 14.0020,  0, 127, 0,  2,  Tala_Felton_(General)
P 179.6620, -120.9357, 0.0020,  0, 127, 0,  2,  Mordant_Tather_(Armor)
P 181.0365, -145.4109, 0.0020,  0, 127, 0,  2,  Jasma_Tather_(Armor)
P 91.4880, -273.4405, 14.0020,  240, 240, 240,  2,  Market_View
P 174.8999, -224.1490, 14.0020,  128, 0, 128,  2,  Brewing_Barrel
P 58.9498, -198.4100, 0.0020,  0, 127, 0,  2,  Farlain_Stonethrower_(Armor)
P 110.9418, -203.2287, 0.0020,  0, 127, 0,  2,  Palais_Derekor_(Satchels)
P 174.9610, -173.6168, 0.0020,  0, 127, 0,  2,  Javen_Ta'Vos_(Tailoring)
P 169.2821, 290.6126, 0.6260,  255, 255, 255,  2,  Shinie_Tings
P 124.1253, 343.6442, 0.6260,  255, 255, 255,  2,  Bites_N_Pieces
P 270.9523, 345.5783, -3.3740,  255, 255, 255,  2,  Bulls_Pit
P 440.5073, 298.4492, 15.6260,  255, 255, 255,  2,  Pig_Sticker
P 101.1452, -151.8114, -0.3740,  255, 255, 255,  2,  The_Smuggler's_Inn
P 161.4032, -132.3798, 0.6260,  255, 255, 255,  2,  Silk_Underground
P 238.1875, -131.1220, -0.3740,  255, 255, 255,  2,  Drana's_Bread_and_Butcher
P 216.2302, -185.1956, 17.1260,  255, 255, 255,  2,  Slug's_Tavern
P 60.2314, -249.1565, 17.1260,  255, 255, 255,  2,  Gambel's_Greens
P 367.0000, 598.0000, 19.6260,  128, 128, 128,  2,  Kaglari_(GM_Shaman)
P 350.0000, 578.0000, 19.6260,  128, 128, 128,  2,  Gardunk_(GM_Beastlord)
P 488.0000, 578.0000, 19.6260,  128, 128, 128,  2,  Ranjor_(GM_Warrior)
P 472.0000, 598.0000, 19.6260,  128, 128, 128,  2,  Hukulk_(GM_Shadowknight)
P 437.0000, 562.0000, 1.0010,  0, 128, 0,  2,  Zumzal_(Merchant)
P 418.0289, 603.7654, 23.8131,  0, 128, 0,  2,  Spell_Vendors
P 386.0000, 240.0000, 3.6260,  0, 128, 0,  2,  Bronk_(Armor)
P 279.0000, 204.0000, 14.8453,  0, 128, 0,  2,  Ungia_(Smithing)
P 296.0142, 212.6016, 14.6260,  0, 128, 0,  2,  Putad_(Smithing)
P 366.0000, 222.0000, 3.6260,  0, 128, 0,  2,  Jarvah_(Tailor)
P 95.0000, -205.0000, 0.0010,  0, 0, 0,  2,  Nola_(Soulbinder)
P 80.1044, -206.1801, 0.0010,  128, 0, 128,  2,  Kiln
P 67.3342, -200.4321, 0.0010,  128, 0, 128,  2,  Pottery_Wheel
P 160.6300, 362.2220, 0.0010,  128, 0, 128,  2,  Oven
P 189.6875, -131.1993, 0.0010,  128, 0, 128,  2,  Loom
P 275.3046, -143.3282, 0.0010,  128, 0, 128,  2,  Oven
P 393.4218, 292.6952, 0.0010,  128, 0, 128,  2,  Forge
P 404.1686, 272.9531, 14.0010,  128, 0, 128,  2,  Forge
P -157.0000, 3.0000, 0.0000,  255, 0, 0,  2,  Succor
P 78.0000, 191.0000, 39.0010,  255, 0, 0,  2,  Priest_of_Discord
P 361.0000, -85.0000, -13.9970,  255, 0, 0,  3,  to_Neriak_Commons
P -155.1781, -20.6847, 28.6260,  255, 0, 0,  3,  to_Nektulos_Forest
