P -200, 3300, 47, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -200, 3500, 47, 0, 0, 0, 2, http://www.eqmaps.info
P -200, 3700, 47, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -3005.0, 1973.0, 50.0, -3022.0, 1908.0, 38.0, 0, 0, 0
L -3157.0, -877.0, 7.0, -3439.0, -877.0, 7.0, 255, 255, 255
L -3601.0, -713.0, 7.0, -3601.0, -711.0, 7.0, 255, 255, 255
L -3601.0, -711.0, 7.0, -3602.0, -670.0, 7.0, 255, 255, 255
L -3602.0, -670.0, 7.0, -3602.0, -668.0, 7.0, 255, 255, 255
L -3602.0, -668.0, 7.0, -3602.0, -627.0, 7.0, 255, 255, 255
L -3602.0, -627.0, 7.0, -3602.0, -625.0, 7.0, 255, 255, 255
L -3602.0, -625.0, 7.0, -3603.0, -585.0, 7.0, 255, 255, 255
L -3603.0, -585.0, 7.0, -3603.0, -583.0, 7.0, 255, 255, 255
L -3603.0, -583.0, 7.0, -3603.0, -542.0, 7.0, 255, 255, 255
L -3603.0, -542.0, 7.0, -3603.0, -540.0, 7.0, 255, 255, 255
L -3603.0, -540.0, 7.0, -3604.0, -499.0, 7.0, 255, 255, 255
L -3604.0, -499.0, 7.0, -3604.0, -498.0, 7.0, 255, 255, 255
L -3604.0, -498.0, 7.0, -3604.0, -457.0, 7.0, 255, 255, 255
L -3604.0, -457.0, 7.0, -3604.0, -455.0, 7.0, 255, 255, 255
L -3604.0, -455.0, 7.0, -3605.0, -414.0, 7.0, 255, 255, 255
L -3605.0, -414.0, 7.0, -3605.0, -413.0, 7.0, 255, 255, 255
L -3605.0, -413.0, 7.0, -3605.0, -372.0, 7.0, 255, 255, 255
L -3605.0, -372.0, 7.0, -3605.0, -370.0, 7.0, 255, 255, 255
L -3605.0, -370.0, 7.0, -3606.0, -330.0, 7.0, 255, 255, 255
L -3606.0, -330.0, 7.0, -3606.0, -328.0, 7.0, 255, 255, 255
L -3604.0, -331.0, 7.0, -3604.0, -329.0, 7.0, 255, 255, 255
L -3604.0, -329.0, 7.0, -3603.0, -260.0, 7.0, 255, 255, 255
L -3603.0, -260.0, 7.0, -3603.0, -258.0, 7.0, 255, 255, 255
L -3603.0, -258.0, 7.0, -3602.0, -248.0, 7.0, 255, 255, 255
L -3602.0, -248.0, 7.0, -3602.0, -247.0, 7.0, 255, 255, 255
L -3602.0, -247.0, 7.0, -3602.0, -237.0, 7.0, 255, 255, 255
L -3602.0, -237.0, 7.0, -3602.0, -235.0, 7.0, 255, 255, 255
L -3602.0, -235.0, 7.0, -3601.0, -225.0, 7.0, 255, 255, 255
L -3601.0, -225.0, 7.0, -3601.0, -224.0, 7.0, 255, 255, 255
L -3601.0, -224.0, 7.0, -3601.0, -214.0, 7.0, 255, 255, 255
L -3601.0, -214.0, 7.0, -3600.0, -212.0, 7.0, 255, 255, 255
L -3600.0, -212.0, 7.0, -3600.0, -207.0, 7.0, 255, 255, 255
L -3600.0, -207.0, 7.0, -3599.0, -206.0, 7.0, 255, 255, 255
L -3599.0, -206.0, 7.0, -3599.0, -204.0, 7.0, 255, 255, 255
L -3599.0, -204.0, 7.0, -3598.0, -200.0, 7.0, 255, 255, 255
L -3598.0, -200.0, 7.0, -3598.0, -199.0, 7.0, 255, 255, 255
L -3598.0, -199.0, 7.0, -3597.0, -195.0, 7.0, 255, 255, 255
L -3597.0, -195.0, 7.0, -3597.0, -193.0, 7.0, 255, 255, 255
L -3597.0, -193.0, 7.0, -3597.0, -189.0, 7.0, 255, 255, 255
L -3597.0, -189.0, 7.0, -3597.0, -188.0, 7.0, 255, 255, 255
L -3597.0, -188.0, 7.0, -3596.0, -184.0, 7.0, 255, 255, 255
L -3596.0, -184.0, 7.0, -3596.0, -182.0, 7.0, 255, 255, 255
L -3596.0, -182.0, 7.0, -3595.0, -178.0, 7.0, 255, 255, 255
L -3595.0, -178.0, 7.0, -3595.0, -177.0, 7.0, 255, 255, 255
L -3595.0, -177.0, 7.0, -3595.0, -173.0, 7.0, 255, 255, 255
L -3595.0, -173.0, 7.0, -3595.0, -171.0, 7.0, 255, 255, 255
L -3595.0, -171.0, 7.0, -3594.0, -168.0, 7.0, 255, 255, 255
L -3594.0, -168.0, 7.0, -3594.0, -166.0, 7.0, 255, 255, 255
L -3594.0, -166.0, 7.0, -3594.0, -163.0, 7.0, 255, 255, 255
L -3594.0, -163.0, 7.0, -3593.0, -161.0, 7.0, 255, 255, 255
L -3593.0, -161.0, 7.0, -3593.0, -157.0, 7.0, 255, 255, 255
L -3593.0, -157.0, 7.0, -3593.0, -155.0, 7.0, 255, 255, 255
L -3593.0, -155.0, 7.0, -3592.0, -152.0, 7.0, 255, 255, 255
L -3592.0, -152.0, 7.0, -3592.0, -150.0, 7.0, 255, 255, 255
L -3592.0, -150.0, 7.0, -3591.0, -146.0, 7.0, 255, 255, 255
L -3591.0, -146.0, 7.0, -3591.0, -144.0, 7.0, 255, 255, 255
L -3591.0, -144.0, 7.0, -3591.0, -141.0, 7.0, 255, 255, 255
L -3591.0, -141.0, 7.0, -3595.0, -139.0, 7.0, 255, 255, 255
L -3595.0, -139.0, 7.0, -3596.0, -137.0, 7.0, 255, 255, 255
L -3596.0, -137.0, 7.0, -3596.0, -135.0, 7.0, 255, 255, 255
L -3596.0, -135.0, 7.0, -3602.0, -120.0, 7.0, 255, 255, 255
L -3602.0, -120.0, 7.0, -3601.0, -123.0, 7.0, 255, 255, 255
L -3601.0, -123.0, 7.0, -3601.0, -121.0, 7.0, 255, 255, 255
L -3601.0, -121.0, 7.0, -3605.0, -112.0, 7.0, 255, 255, 255
L -3605.0, -112.0, 7.0, -3622.0, -72.0, 7.0, 255, 255, 255
L -3622.0, -72.0, 7.0, -3622.0, -70.0, 7.0, 255, 255, 255
L -3206.0, -835.0, 7.0, -3182.0, -836.0, 7.0, 255, 255, 255
L -3182.0, -836.0, 7.0, -3180.0, -836.0, 7.0, 255, 255, 255
L -3180.0, -836.0, 7.0, -3179.0, -836.0, 7.0, 255, 255, 255
L -3179.0, -836.0, 7.0, -3158.0, -836.0, 7.0, 255, 255, 255
L 1967.0, 1287.0, 0.0, 1965.0, 1293.0, 0.0, 240, 0, 0
L 1963.0, 1289.0, 0.0, 1969.0, 1290.0, 0.0, 240, 0, 0
L 1967.0, 1292.0, 0.0, 1964.0, 1288.0, -1.0, 240, 0, 0
L 1966.0, 1292.0, -1.0, 1964.0, 1291.0, 0.0, 150, 150, 150
L 1963.0, 1289.0, -1.0, 1963.0, 1289.0, 0.0, 150, 150, 150
L 1963.0, 1290.0, 0.0, 1963.0, 1289.0, -1.0, 150, 150, 150
L 1966.0, 1287.0, 0.0, 1964.0, 1287.0, 0.0, 150, 150, 150
L 1966.0, 1287.0, -1.0, 1966.0, 1287.0, 0.0, 150, 150, 150
L 1965.0, 1289.0, -1.0, 1966.0, 1287.0, -1.0, 150, 150, 150
L 1964.0, 1290.0, -1.0, 1965.0, 1289.0, -1.0, 150, 150, 150
L 1968.0, 1289.0, -1.0, 1968.0, 1290.0, -1.0, 150, 150, 150
L 1967.0, 1287.0, -1.0, 1968.0, 1289.0, -1.0, 150, 150, 150
L 1965.0, 1291.0, -1.0, 1967.0, 1287.0, -1.0, 150, 150, 150
L 1968.0, 1286.0, -3.0, 1970.0, 1289.0, -3.0, 0, 0, 0
L 1964.0, 1286.0, -3.0, 1968.0, 1286.0, -3.0, 0, 0, 0
L 1962.0, 1289.0, -3.0, 1964.0, 1286.0, -3.0, 0, 0, 0
L 1964.0, 1293.0, -3.0, 1962.0, 1289.0, -3.0, 0, 0, 0
L 1968.0, 1293.0, -3.0, 1964.0, 1293.0, -3.0, 0, 0, 0
L 1970.0, 1289.0, -3.0, 1968.0, 1293.0, -3.0, 0, 0, 0
L 1967.0, 1187.0, -3.0, 1961.0, 1191.0, -3.0, 0, 0, 0
L 1967.0, 1152.0, -3.0, 1967.0, 1187.0, -3.0, 0, 0, 0
L 1956.0, 1144.0, -3.0, 1967.0, 1152.0, -3.0, 0, 0, 0
L 1956.0, 1141.0, -3.0, 1944.0, 1141.0, -3.0, 0, 0, 0
L 1956.0, 1144.0, -3.0, 1956.0, 1141.0, -3.0, 0, 0, 0
L 1944.0, 1144.0, -3.0, 1944.0, 1141.0, -3.0, 0, 0, 0
L 1934.0, 1151.0, -3.0, 1944.0, 1144.0, -3.0, 0, 0, 0
L 1933.0, 1186.0, -3.0, 1934.0, 1151.0, -3.0, 0, 0, 0
L 1939.0, 1190.0, -3.0, 1933.0, 1186.0, -3.0, 0, 0, 0
L 1936.0, 1185.0, -2.0, 1945.0, 1192.0, -2.0, 0, 0, 0
L 1936.0, 1153.0, -2.0, 1936.0, 1185.0, -2.0, 0, 0, 0
L 1944.0, 1147.0, -2.0, 1936.0, 1153.0, -2.0, 0, 0, 0
L 1945.0, 1148.0, -2.0, 1944.0, 1147.0, -2.0, 0, 0, 0
L 1956.0, 1148.0, -2.0, 1945.0, 1148.0, -2.0, 0, 0, 0
L 1956.0, 1147.0, -2.0, 1956.0, 1148.0, -2.0, 0, 0, 0
L 1965.0, 1153.0, -2.0, 1956.0, 1147.0, -2.0, 0, 0, 0
L 1965.0, 1186.0, -2.0, 1965.0, 1153.0, -2.0, 0, 0, 0
L 1955.0, 1192.0, -2.0, 1965.0, 1186.0, -2.0, 0, 0, 0
L 1953.0, 1192.0, -2.0, 1953.0, 1194.0, -2.0, 0, 0, 0
L 1948.0, 1192.0, -2.0, 1948.0, 1194.0, -2.0, 0, 0, 0
L 1955.0, 1192.0, -2.0, 1953.0, 1192.0, -2.0, 0, 0, 0
L 1945.0, 1192.0, -2.0, 1948.0, 1192.0, -2.0, 0, 0, 0
L 1956.0, 1194.0, -3.0, 1953.0, 1194.0, -3.0, 0, 0, 0
L 1959.0, 1192.0, -3.0, 1956.0, 1194.0, -3.0, 0, 0, 0
L 1959.0, 1205.0, -3.0, 1959.0, 1192.0, -3.0, 0, 0, 0
L 1945.0, 1194.0, -3.0, 1948.0, 1194.0, -3.0, 0, 0, 0
L 1942.0, 1192.0, -3.0, 1945.0, 1194.0, -3.0, 0, 0, 0
L 1942.0, 1205.0, -3.0, 1942.0, 1192.0, -3.0, 0, 0, 0
L 1948.0, 1205.0, -3.0, 1948.0, 1207.0, -3.0, 0, 0, 0
L 1953.0, 1205.0, -3.0, 1953.0, 1207.0, -3.0, 0, 0, 0
L 1959.0, 1205.0, -3.0, 1953.0, 1205.0, -3.0, 0, 0, 0
L 1942.0, 1205.0, -3.0, 1948.0, 1205.0, -3.0, 0, 0, 0
L 1961.0, 1191.0, -3.0, 1961.0, 1207.0, -3.0, 0, 0, 0
L 1953.0, 1207.0, -3.0, 1961.0, 1207.0, -3.0, 0, 0, 0
L 1939.0, 1207.0, -3.0, 1948.0, 1207.0, -3.0, 0, 0, 0
L 1939.0, 1190.0, -3.0, 1939.0, 1207.0, -3.0, 0, 0, 0
L 2015.0, 1308.0, -3.0, 2011.0, 1304.0, -3.0, 0, 0, 0
L 2015.0, 1320.0, -3.0, 2015.0, 1308.0, -3.0, 0, 0, 0
L 2007.0, 1327.0, -3.0, 2015.0, 1320.0, -3.0, 0, 0, 0
L 2007.0, 1331.0, -3.0, 2007.0, 1327.0, -3.0, 0, 0, 0
L 1995.0, 1331.0, -3.0, 2007.0, 1331.0, -3.0, 0, 0, 0
L 1995.0, 1327.0, -3.0, 1995.0, 1331.0, -3.0, 0, 0, 0
L 1987.0, 1318.0, -3.0, 1995.0, 1327.0, -3.0, 0, 0, 0
L 1987.0, 1309.0, -3.0, 1987.0, 1318.0, -3.0, 0, 0, 0
L 1991.0, 1304.0, -3.0, 1987.0, 1309.0, -3.0, 0, 0, 0
L 2004.0, 1292.0, -3.0, 2004.0, 1290.0, -3.0, 0, 0, 0
L 1991.0, 1290.0, -3.0, 1999.0, 1290.0, -3.0, 0, 0, 0
L 1999.0, 1292.0, -3.0, 1999.0, 1290.0, -3.0, 0, 0, 0
L 2013.0, 1309.0, -2.0, 2006.0, 1302.0, -2.0, 0, 0, 0
L 2013.0, 1319.0, -2.0, 2013.0, 1309.0, -2.0, 0, 0, 0
L 2007.0, 1324.0, -2.0, 2013.0, 1319.0, -2.0, 0, 0, 0
L 2007.0, 1323.0, -2.0, 2007.0, 1324.0, -2.0, 0, 0, 0
L 1995.0, 1324.0, -2.0, 2007.0, 1323.0, -2.0, 0, 0, 0
L 1989.0, 1318.0, -2.0, 1995.0, 1324.0, -2.0, 0, 0, 0
L 1989.0, 1308.0, -2.0, 1989.0, 1318.0, -2.0, 0, 0, 0
L 1996.0, 1302.0, -2.0, 1989.0, 1308.0, -2.0, 0, 0, 0
L 1999.0, 1301.0, -2.0, 2004.0, 1301.0, -2.0, 0, 0, 0
L 1999.0, 1300.0, -2.0, 1999.0, 1302.0, -2.0, 0, 0, 0
L 2004.0, 1302.0, -2.0, 2004.0, 1300.0, -2.0, 0, 0, 0
L 1996.0, 1302.0, -2.0, 1999.0, 1302.0, -2.0, 0, 0, 0
L 2006.0, 1302.0, -2.0, 2004.0, 1302.0, -2.0, 0, 0, 0
L 1996.0, 1300.0, -3.0, 1999.0, 1300.0, -3.0, 0, 0, 0
L 2007.0, 1300.0, -3.0, 2004.0, 1300.0, -3.0, 0, 0, 0
L 2009.0, 1302.0, -3.0, 2007.0, 1300.0, -3.0, 0, 0, 0
L 2009.0, 1292.0, -3.0, 2009.0, 1302.0, -3.0, 0, 0, 0
L 1994.0, 1302.0, -3.0, 1996.0, 1300.0, -3.0, 0, 0, 0
L 1994.0, 1292.0, -3.0, 1994.0, 1302.0, -3.0, 0, 0, 0
L 1994.0, 1292.0, -3.0, 1999.0, 1292.0, -3.0, 0, 0, 0
L 2009.0, 1292.0, -3.0, 2004.0, 1292.0, -3.0, 0, 0, 0
L 1991.0, 1290.0, -3.0, 1991.0, 1304.0, -3.0, 0, 0, 0
L 2011.0, 1290.0, -3.0, 2004.0, 1290.0, -3.0, 0, 0, 0
L 2011.0, 1304.0, -3.0, 2011.0, 1290.0, -3.0, 0, 0, 0
L 940.0, 380.0, 31.0, 972.0, 394.0, 33.0, 0, 0, 0
L 929.0, 357.0, 33.0, 940.0, 380.0, 31.0, 0, 0, 0
L 927.0, 314.0, 33.0, 929.0, 357.0, 33.0, 0, 0, 0
L 953.0, 275.0, 33.0, 927.0, 314.0, 33.0, 0, 0, 0
L 990.0, 248.0, 33.0, 953.0, 275.0, 33.0, 0, 0, 0
L 1037.0, 269.0, 33.0, 990.0, 248.0, 33.0, 0, 0, 0
L 1047.0, 330.0, 32.0, 1037.0, 269.0, 33.0, 0, 0, 0
L 1036.0, 367.0, 28.0, 1047.0, 330.0, 32.0, 0, 0, 0
L 1022.0, 383.0, 34.0, 1036.0, 367.0, 28.0, 0, 0, 0
L 972.0, 394.0, 33.0, 1022.0, 383.0, 34.0, 0, 0, 0
L 1424.0, 672.0, 47.0, 1416.0, 638.0, 47.0, 0, 0, 0
L 1426.0, 702.0, 67.0, 1424.0, 672.0, 47.0, 0, 0, 0
L 1369.0, 731.0, 89.0, 1426.0, 702.0, 67.0, 0, 0, 0
L 1331.0, 732.0, 61.0, 1369.0, 731.0, 89.0, 0, 0, 0
L 1315.0, 713.0, 56.0, 1331.0, 732.0, 61.0, 0, 0, 0
L 1344.0, 666.0, 47.0, 1315.0, 713.0, 56.0, 0, 0, 0
L 1366.0, 648.0, 47.0, 1344.0, 666.0, 47.0, 0, 0, 0
L 1391.0, 629.0, 46.0, 1366.0, 648.0, 47.0, 0, 0, 0
L 1416.0, 638.0, 47.0, 1391.0, 629.0, 46.0, 0, 0, 0
L 1216.0, -23.0, 0.0, 1216.0, -42.0, 0.0, 0, 0, 0
L 1199.0, -13.0, 0.0, 1216.0, -23.0, 0.0, 0, 0, 0
L 1182.0, -23.0, 0.0, 1199.0, -13.0, 0.0, 0, 0, 0
L 1182.0, -42.0, 0.0, 1182.0, -23.0, 0.0, 0, 0, 0
L 1199.0, -52.0, 0.0, 1182.0, -42.0, 0.0, 0, 0, 0
L 1216.0, -42.0, 0.0, 1199.0, -52.0, 0.0, 0, 0, 0
L 1203.0, -49.0, 3.0, 1212.0, -43.0, 3.0, 0, 0, 0
L 1192.0, -44.0, 3.0, 1203.0, -49.0, 3.0, 0, 0, 0
L 1192.0, -32.0, 3.0, 1192.0, -44.0, 3.0, 0, 0, 0
L 1202.0, -26.0, 3.0, 1192.0, -32.0, 3.0, 0, 0, 0
L 1212.0, -31.0, 3.0, 1202.0, -26.0, 3.0, 0, 0, 0
L 1212.0, -43.0, 3.0, 1212.0, -31.0, 3.0, 0, 0, 0
L 1210.0, -41.0, 5.0, 1209.0, -35.0, 5.0, 0, 0, 0
L 1207.0, -45.0, 5.0, 1210.0, -41.0, 5.0, 0, 0, 0
L 1201.0, -46.0, 5.0, 1207.0, -45.0, 5.0, 0, 0, 0
L 1197.0, -43.0, 5.0, 1201.0, -46.0, 5.0, 0, 0, 0
L 1196.0, -37.0, 5.0, 1197.0, -43.0, 5.0, 0, 0, 0
L 1199.0, -32.0, 5.0, 1196.0, -37.0, 5.0, 0, 0, 0
L 1204.0, -32.0, 5.0, 1199.0, -32.0, 5.0, 0, 0, 0
L 1209.0, -35.0, 5.0, 1204.0, -32.0, 5.0, 0, 0, 0
L 1221.0, -41.0, -3.0, 1197.0, -56.0, -3.0, 0, 0, 0
L 1220.0, -11.0, -3.0, 1221.0, -41.0, -3.0, 0, 0, 0
L 1194.0, 3.0, -3.0, 1220.0, -11.0, -3.0, 0, 0, 0
L 1169.0, -12.0, -2.0, 1194.0, 3.0, -3.0, 0, 0, 0
L 1170.0, -42.0, -2.0, 1169.0, -12.0, -2.0, 0, 0, 0
L 1197.0, -56.0, -3.0, 1170.0, -42.0, -2.0, 0, 0, 0
L 1501.0, -442.0, 22.0, 1475.0, -459.0, 22.0, 0, 0, 0
L 1518.0, -468.0, 24.0, 1501.0, -442.0, 22.0, 0, 0, 0
L 1493.0, -485.0, 27.0, 1518.0, -468.0, 24.0, 0, 0, 0
L 1475.0, -459.0, 22.0, 1493.0, -485.0, 27.0, 0, 0, 0
L 586.0, 519.0, -3.0, 583.0, 521.0, -3.0, 0, 0, 0
L 586.0, 522.0, -3.0, 583.0, 518.0, -3.0, 0, 0, 0
L 587.0, 522.0, -4.0, 586.0, 520.0, -4.0, 0, 0, 0
L 585.0, 523.0, -4.0, 587.0, 522.0, -4.0, 0, 0, 0
L 584.0, 521.0, -4.0, 585.0, 523.0, -4.0, 0, 0, 0
L 583.0, 523.0, -4.0, 584.0, 521.0, -4.0, 0, 0, 0
L 582.0, 522.0, -4.0, 583.0, 523.0, -4.0, 0, 0, 0
L 583.0, 520.0, -4.0, 582.0, 522.0, -4.0, 0, 0, 0
L 582.0, 518.0, -4.0, 583.0, 520.0, -4.0, 0, 0, 0
L 583.0, 517.0, -4.0, 582.0, 518.0, -4.0, 0, 0, 0
L 585.0, 519.0, -4.0, 583.0, 517.0, -4.0, 0, 0, 0
L 586.0, 517.0, -4.0, 585.0, 519.0, -4.0, 0, 0, 0
L 588.0, 519.0, -4.0, 586.0, 517.0, -4.0, 0, 0, 0
L 586.0, 520.0, -4.0, 588.0, 519.0, -4.0, 0, 0, 0
L 545.0, 518.0, -3.0, 546.0, 513.0, -3.0, 0, 0, 0
L 528.0, 516.0, -2.0, 545.0, 518.0, -3.0, 0, 0, 0
L 529.0, 499.0, -3.0, 528.0, 516.0, -2.0, 0, 0, 0
L 547.0, 501.0, -3.0, 529.0, 499.0, -3.0, 0, 0, 0
L 547.0, 505.0, -3.0, 547.0, 501.0, -3.0, 0, 0, 0
L 547.0, 505.0, -3.0, 548.0, 505.0, -3.0, 0, 0, 0
L 546.0, 513.0, -3.0, 547.0, 514.0, -3.0, 0, 0, 0
L 578.0, 489.0, -5.0, 577.0, 488.0, -5.0, 0, 0, 0
L 587.0, 488.0, -5.0, 587.0, 487.0, -5.0, 0, 0, 0
L 591.0, 486.0, -5.0, 587.0, 487.0, -5.0, 0, 0, 0
L 589.0, 468.0, -6.0, 591.0, 486.0, -5.0, 0, 0, 0
L 571.0, 471.0, -4.0, 589.0, 468.0, -6.0, 0, 0, 0
L 573.0, 489.0, -5.0, 571.0, 471.0, -4.0, 0, 0, 0
L 577.0, 488.0, -5.0, 573.0, 489.0, -5.0, 0, 0, 0
L 578.0, 489.0, -5.0, 572.0, 490.0, -5.0, 0, 0, 0
L 592.0, 487.0, -5.0, 587.0, 488.0, -5.0, 0, 0, 0
L 590.0, 467.0, -6.0, 592.0, 487.0, -5.0, 0, 0, 0
