P 300, 1200, 0, 0, 0, 0, 2, Original_Map:_Goodurden<RoI>
P 300, 1400, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 300, 1600, 0, 0, 0, 0, 2, www.eqmaps.info
P 300, 1800, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 42.6, -47.7, -131.8, 7.4, -47.7, -131.8, 150, 150, 150
L 2.0, -50.6, -130.8, 38.2, -50.6, -130.8, 150, 150, 150
L 33.4, -53.6, -129.8, -1.1, -53.7, -129.8, 150, 150, 150
L -3.9, -55.7, -128.8, 30.2, -55.7, -128.8, 150, 150, 150
L 26.7, -58.7, -127.8, -4.9, -58.7, -127.8, 150, 150, 150
L -5.0, -61.7, -126.8, 26.0, -61.7, -126.8, 150, 150, 150
L 25.9, -64.8, -125.8, -5.0, -64.7, -125.8, 150, 150, 150
L -5.0, -67.7, -124.8, 25.8, -67.8, -124.8, 150, 150, 150
L 25.7, -70.7, -123.8, -5.0, -70.6, -123.8, 150, 150, 150
L 24.5, -73.5, -122.8, -5.9, -73.6, -122.8, 150, 150, 150
L -6.9, -76.5, -121.8, 23.2, -76.5, -121.8, 150, 150, 150
L 22.1, -79.7, -120.8, -8.0, -79.8, -120.8, 150, 150, 150
L -8.0, -82.6, -119.8, 22.0, -82.7, -119.8, 150, 150, 150
L 23.0, -85.6, -118.8, -8.0, -85.5, -118.8, 150, 150, 150
L -7.1, -88.6, -117.8, 24.1, -88.6, -117.8, 150, 150, 150
L 25.9, -91.6, -116.8, -5.4, -91.6, -116.8, 150, 150, 150
L -3.6, -93.8, -115.8, 27.5, -93.7, -115.8, 150, 150, 150
L 28.3, -95.7, -114.8, -2.2, -95.7, -114.8, 150, 150, 150
L -2.0, -97.8, -113.8, 29.2, -97.7, -113.8, 150, 150, 150
L 30.1, -99.7, -112.8, -1.1, -99.7, -112.8, 150, 150, 150
L -0.1, -101.8, -111.8, 30.9, -101.7, -111.8, 150, 150, 150
L 31.7, -103.5, -110.8, 0.8, -103.6, -110.8, 150, 150, 150
L 1.8, -106.5, -109.8, 32.9, -106.5, -109.8, 150, 150, 150
L 31.9, -109.6, -108.8, 2.1, -109.5, -108.8, 150, 150, 150
L 30.8, -106.5, -108.8, 32.3, -110.9, -107.8, 150, 150, 150
L 32.3, -110.9, -106.5, 39.6, -110.9, -103.2, 150, 150, 150
L 39.6, -110.9, -103.2, 65.3, -110.9, -102.9, 150, 150, 150
L 65.3, -110.9, -102.9, 72.5, -110.9, -105.7, 150, 150, 150
L 72.5, -110.9, -107.8, 75.7, -106.2, -108.8, 150, 150, 150
L 64.8, -125.6, -102.8, 60.7, -134.2, -97.8, 150, 150, 150
L 60.7, -134.2, -97.8, 60.9, -138.4, -97.8, 150, 150, 150
L 60.9, -138.4, -97.8, 64.2, -145.6, -92.2, 150, 150, 150
L 64.2, -144.8, -92.2, 64.4, -152.8, -87.7, 150, 150, 150
L 64.4, -152.8, -87.7, 67.0, -159.5, -83.0, 150, 150, 150
L 67.0, -159.5, -83.0, 75.8, -165.9, -82.8, 150, 150, 150
L 75.8, -165.9, -82.8, 105.1, -160.9, -82.8, 150, 150, 150
L 105.1, -160.9, -82.8, 118.4, -148.0, -82.8, 150, 150, 150
L 118.4, -148.0, -82.6, 105.0, -148.0, -80.8, 150, 150, 150
L 105.0, -148.0, -80.8, 95.3, -152.3, -78.6, 150, 150, 150
L 95.3, -152.3, -78.6, 88.1, -154.8, -75.9, 150, 150, 150
L 88.1, -154.8, -75.9, 79.9, -154.7, -74.2, 150, 150, 150
L 79.9, -154.7, -74.2, 72.7, -150.9, -72.1, 150, 150, 150
L 72.7, -150.9, -72.1, 64.2, -144.8, -69.4, 150, 150, 150
L 66.0, -146.1, -69.4, 64.7, -153.8, -61.7, 150, 150, 150
L 64.7, -153.8, -61.7, 67.7, -159.4, -59.1, 150, 150, 150
L 67.7, -159.4, -59.1, 75.8, -166.1, -56.8, 150, 150, 150
L 75.8, -166.1, -56.8, 105.8, -160.5, -56.8, 150, 150, 150
L 105.8, -160.5, -56.8, 116.7, -149.5, -56.8, 150, 150, 150
L 116.7, -149.5, -56.8, 116.6, -119.7, -56.8, 150, 150, 150
L 116.6, -119.7, -56.8, 124.1, -91.9, -56.8, 150, 150, 150
L 124.1, -91.9, -56.8, 124.1, -31.6, -56.8, 150, 150, 150
L 124.1, -31.6, -56.8, 149.0, -31.0, -56.8, 150, 150, 150
L 149.0, -31.0, -56.8, 149.0, -148.7, -56.8, 150, 150, 150
L 149.0, -148.7, -56.8, 127.5, -171.0, -56.8, 150, 150, 150
L 127.5, -171.0, -56.8, 75.6, -177.0, -56.8, 150, 150, 150
L 75.6, -177.0, -56.8, 27.1, -177.0, -56.8, 150, 150, 150
L 27.1, -177.0, -56.8, -20.8, -171.0, -56.8, 150, 150, 150
L -20.8, -171.0, -56.8, -35.3, -159.3, -56.8, 150, 150, 150
L -35.3, -159.3, -56.8, -42.0, -148.6, -56.8, 150, 150, 150
L -42.0, -148.6, -56.8, -42.0, -31.4, -56.8, 150, 150, 150
L 40.4, -125.8, -102.9, 45.3, -134.6, -97.8, 150, 150, 150
L 45.3, -134.6, -97.8, 45.1, -138.6, -97.8, 150, 150, 150
L 45.1, -138.6, -97.8, 40.1, -145.7, -92.1, 150, 150, 150
L 40.0, -144.5, -92.1, 40.5, -152.9, -87.6, 150, 150, 150
L 40.5, -152.9, -87.6, 37.3, -159.8, -82.8, 150, 150, 150
L 37.3, -159.8, -82.8, 27.2, -166.0, -82.8, 150, 150, 150
L 27.2, -166.0, -82.8, 2.0, -160.3, -82.8, 150, 150, 150
L 2.0, -160.3, -82.8, -9.2, -148.0, -82.8, 150, 150, 150
L -9.2, -148.0, -82.6, 2.7, -148.0, -80.9, 150, 150, 150
L 2.7, -148.0, -80.9, 16.7, -154.5, -76.6, 150, 150, 150
L 16.7, -154.5, -76.6, 24.5, -154.4, -74.6, 150, 150, 150
L 24.5, -154.4, -74.6, 32.1, -150.9, -72.3, 150, 150, 150
L 32.1, -150.9, -72.3, 40.0, -144.5, -70.2, 150, 150, 150
L 39.5, -144.9, -70.2, 40.4, -153.5, -61.8, 150, 150, 150
L 40.4, -153.5, -61.8, 37.5, -159.9, -58.8, 150, 150, 150
L 37.5, -159.9, -58.8, 27.3, -166.3, -56.8, 150, 150, 150
L 27.3, -166.3, -56.8, 2.3, -160.6, -56.8, 150, 150, 150
L 2.3, -160.6, -56.8, -7.9, -149.2, -56.8, 150, 150, 150
L -7.9, -149.2, -56.8, -8.0, -118.9, -56.8, 150, 150, 150
L -8.0, -118.9, -56.8, -16.1, -93.6, -56.8, 150, 150, 150
L -16.1, -93.6, -56.8, -16.3, -31.5, -56.8, 150, 150, 150
L -16.3, -31.5, -56.8, -42.0, -31.4, -56.8, 150, 150, 150
L 116.8, -119.5, -82.6, 105.4, -128.8, -81.0, 150, 150, 150
L 105.4, -128.8, -81.0, 95.0, -128.6, -77.8, 150, 150, 150
L 95.0, -128.6, -77.8, 87.2, -132.6, -75.7, 150, 150, 150
L 87.2, -132.6, -75.7, 81.1, -132.4, -74.5, 150, 150, 150
L 81.1, -132.4, -74.5, 71.5, -131.0, -71.6, 150, 150, 150
L 71.5, -131.0, -71.6, 65.6, -126.8, -69.2, 150, 150, 150
L 65.6, -126.8, -69.2, 39.4, -126.8, -70.3, 150, 150, 150
L 39.4, -126.8, -70.3, 24.7, -132.2, -74.6, 150, 150, 150
L 24.7, -132.2, -74.6, 16.5, -132.2, -75.7, 150, 150, 150
L 40.4, -125.8, -102.8, 33.3, -125.3, -106.6, 150, 150, 150
L 33.3, -125.3, -106.6, 2.6, -109.5, -107.8, 150, 150, 150
L 64.6, -125.4, -102.8, 71.7, -125.4, -105.7, 150, 150, 150
L 71.7, -125.4, -105.7, 105.6, -109.5, -107.8, 150, 150, 150
L 149.0, -31.3, -82.8, 149.0, -148.6, -82.8, 150, 150, 150
L 149.0, -148.6, -82.8, 127.5, -171.0, -82.8, 150, 150, 150
L 127.5, -171.0, -82.8, 75.9, -177.0, -82.8, 150, 150, 150
L 75.9, -177.0, -82.8, 27.1, -177.0, -82.8, 150, 150, 150
L 27.1, -177.0, -82.8, -20.6, -171.0, -82.8, 150, 150, 150
L -20.6, -171.0, -82.8, -35.3, -159.3, -82.8, 150, 150, 150
L -35.3, -159.3, -82.8, -42.0, -148.6, -82.8, 150, 150, 150
L -42.0, -148.6, -82.8, -42.0, -31.4, -82.8, 150, 150, 150
L -42.0, -31.4, -82.8, 11.7, -31.3, -82.8, 150, 150, 150
L 11.7, -31.3, -82.8, 10.0, -34.3, -82.8, 150, 150, 150
L 10.0, -34.3, -82.8, 10.0, -37.1, -82.8, 150, 150, 150
L 10.0, -37.1, -82.8, 11.6, -39.0, -82.8, 150, 150, 150
L 11.6, -39.0, -82.8, -16.2, -38.9, -82.8, 150, 150, 150
L -16.2, -38.9, -82.8, -16.2, -92.5, -82.8, 150, 150, 150
L -7.7, -119.6, -82.8, -16.2, -92.5, -82.8, 150, 150, 150
L -7.5, -119.7, -82.8, 2.8, -129.0, -80.9, 150, 150, 150
L 2.8, -129.0, -80.9, 11.8, -128.6, -78.4, 150, 150, 150
L 11.8, -128.6, -78.4, 16.5, -132.2, -75.7, 150, 150, 150
L 116.8, -119.5, -82.8, 124.3, -91.6, -82.8, 150, 150, 150
L 124.3, -91.6, -82.8, 124.4, -38.6, -82.8, 150, 150, 150
L 124.4, -38.6, -82.8, 96.7, -38.7, -82.8, 150, 150, 150
L 96.7, -38.7, -82.8, 97.8, -37.5, -82.8, 150, 150, 150
L 97.8, -37.5, -82.8, 97.8, -33.5, -82.8, 150, 150, 150
L 97.8, -33.5, -82.8, 96.3, -31.3, -82.8, 150, 150, 150
L 96.3, -31.3, -82.8, 149.0, -31.3, -82.8, 150, 150, 150
L 175.3, 571.4, -123.8, 164.6, 573.9, -123.8, 0, 127, 127
L -34.6, 576.8, -96.8, -26.0, 568.2, -96.8, 0, 0, 0
L -74.9, 425.8, -125.4, -74.9, 410.6, -124.9, 0, 127, 127
L -74.9, 410.6, -124.9, -68.9, 385.8, -124.1, 0, 127, 127
L -68.9, 385.8, -124.1, -68.9, 364.4, -124.1, 0, 127, 127
L -68.9, 364.4, -124.1, -95.4, 351.2, -124.1, 0, 127, 127
L -95.4, 351.2, -124.1, -115.9, 315.0, -124.1, 0, 127, 127
L -115.9, 315.0, -124.1, -97.3, 288.1, -124.1, 0, 127, 127
L -97.3, 288.1, -124.1, -152.8, 249.2, -123.2, 0, 127, 127
L -152.8, 249.2, -123.2, -145.9, 209.8, -121.1, 0, 127, 127
L -145.9, 209.8, -121.1, -152.3, 176.0, -65.7, 0, 127, 127
L -68.3, 507.6, -128.1, -137.9, 515.7, -190.2, 0, 127, 127
L -137.9, 515.7, -190.2, -173.4, 473.8, -158.5, 0, 127, 127
L -173.4, 473.8, -158.5, -204.3, 473.8, -158.5, 0, 127, 127
L -204.3, 473.8, -158.5, -225.9, 515.7, -190.2, 0, 127, 127
L -225.9, 515.7, -190.2, -225.8, 532.8, -198.8, 0, 127, 127
L -225.8, 532.8, -198.8, -215.1, 560.2, -212.5, 0, 127, 127
L -215.1, 560.2, -212.5, -204.2, 571.1, -213.7, 0, 127, 127
L -204.2, 571.1, -213.7, -204.0, 588.2, -213.7, 0, 127, 127
L -204.0, 588.2, -213.7, -214.9, 601.1, -213.7, 0, 127, 127
L -214.9, 601.1, -213.7, -214.9, 622.5, -213.7, 0, 127, 127
L -214.9, 622.5, -213.7, -204.4, 640.8, -213.7, 0, 127, 127
L -204.4, 640.8, -213.7, -172.4, 640.8, -213.7, 0, 127, 127
L -172.4, 640.8, -213.7, -133.9, 661.2, -213.7, 0, 127, 127
L -133.9, 661.2, -213.7, -122.4, 680.8, -204.7, 0, 127, 127
L -122.4, 680.8, -204.7, -99.6, 680.8, -204.7, 0, 127, 127
L -99.6, 680.8, -204.7, -80.1, 705.2, -186.8, 0, 127, 127
L -83.9, 663.2, -204.7, -83.9, 644.2, -204.7, 0, 127, 127
L -83.9, 644.2, -204.7, -102.0, 631.2, -204.7, 0, 127, 127
L -102.0, 631.2, -204.7, -101.9, 601.1, -213.7, 0, 127, 127
L -101.9, 601.1, -213.7, -113.4, 586.7, -213.7, 0, 127, 127
L -113.4, 586.7, -213.7, -139.6, 586.7, -213.7, 0, 127, 127
L -139.6, 586.7, -213.7, -161.1, 601.7, -213.7, 0, 127, 127
L -161.1, 601.7, -213.7, -174.0, 585.5, -213.7, 0, 127, 127
L -174.0, 585.5, -213.7, -173.9, 571.7, -213.7, 0, 127, 127
L -173.9, 571.7, -213.7, -155.5, 559.9, -212.3, 0, 127, 127
L -155.5, 559.9, -212.3, -137.4, 531.7, -199.6, 0, 127, 127
L -137.4, 531.7, -199.6, -69.4, 539.9, -127.8, 0, 127, 127
L 66.3, 554.8, -127.8, 91.3, 554.8, -127.8, 0, 127, 127
L 91.3, 554.8, -127.8, 106.9, 579.4, -128.2, 0, 127, 127
L 106.9, 579.4, -128.2, 141.0, 618.7, -141.6, 0, 127, 127
L 141.0, 618.7, -141.6, 160.9, 675.4, -168.9, 0, 127, 127
L 160.9, 675.4, -168.9, 167.0, 697.6, -188.1, 0, 127, 127
L 167.0, 697.6, -188.1, 148.7, 714.4, -186.8, 0, 127, 127
L 148.7, 714.4, -186.8, 122.3, 726.6, -186.8, 0, 127, 127
L 122.3, 726.6, -186.8, 94.7, 711.7, -186.8, 0, 127, 127
L 94.7, 711.7, -186.8, 62.5, 711.7, -186.8, 0, 127, 127
L 62.5, 711.7, -186.8, 37.3, 756.3, -186.8, 0, 127, 127
L 37.3, 756.3, -186.8, 46.9, 761.1, -186.8, 0, 127, 127
L 46.9, 761.1, -186.8, 46.9, 772.0, -186.9, 0, 127, 127
L 46.9, 772.0, -186.9, -6.1, 754.7, -186.8, 0, 127, 127
L -6.1, 754.7, -186.8, -32.9, 755.6, -186.9, 0, 127, 127
L -32.9, 755.6, -186.9, -50.9, 737.9, -187.0, 0, 127, 127
L -50.9, 737.9, -187.0, -50.9, 725.9, -186.8, 0, 127, 127
L -70.0, 711.6, -186.8, -67.2, 737.2, -188.0, 0, 127, 127
L -67.2, 737.2, -188.0, -67.0, 753.3, -188.0, 0, 127, 127
L -67.0, 753.3, -188.0, -33.7, 784.7, -189.8, 0, 127, 127
L -33.7, 784.7, -189.8, -5.6, 781.8, -187.0, 0, 127, 127
L -5.6, 781.8, -187.0, 19.6, 789.8, -186.8, 0, 127, 127
L 19.6, 789.8, -186.8, 46.9, 804.9, -190.0, 0, 127, 127
L 46.9, 804.9, -190.0, 77.3, 812.8, -186.8, 0, 127, 127
L 77.3, 812.8, -186.8, 84.9, 884.9, -188.0, 0, 127, 127
L 84.9, 884.9, -188.0, 116.0, 892.4, -190.5, 0, 127, 127
L 116.0, 892.4, -190.5, 135.8, 884.2, -185.8, 0, 127, 127
L 202.9, 884.3, -185.8, 215.9, 890.7, -189.1, 0, 127, 127
L 215.9, 890.7, -189.1, 223.6, 890.7, -191.9, 0, 127, 127
L 223.6, 890.7, -191.9, 232.9, 883.7, -190.8, 0, 127, 127
L 232.9, 883.7, -190.8, 240.1, 881.9, -191.5, 0, 127, 127
L 240.1, 881.9, -191.5, 250.9, 881.7, -189.1, 0, 127, 127
L 250.9, 881.7, -189.1, 263.9, 883.7, -186.8, 0, 127, 127
L 297.9, 884.7, -186.8, 322.5, 882.7, -191.4, 0, 127, 127
L 322.5, 882.7, -191.4, 334.4, 873.8, -194.0, 0, 127, 127
L 334.4, 873.8, -194.0, 356.9, 877.7, -193.8, 0, 127, 127
L 356.9, 877.7, -193.8, 367.8, 882.6, -190.8, 0, 127, 127
L 367.8, 882.6, -190.8, 383.9, 893.5, -187.8, 0, 127, 127
L 383.9, 893.5, -187.8, 398.8, 885.3, -186.8, 0, 127, 127
L 438.8, 883.3, -186.8, 453.8, 880.7, -186.8, 0, 127, 127
L 453.8, 880.7, -186.8, 465.8, 880.7, -186.8, 0, 127, 127
L 465.8, 880.7, -186.8, 478.7, 891.1, -186.9, 0, 127, 127
L 478.7, 891.1, -186.9, 491.1, 899.0, -188.2, 0, 127, 127
L 491.1, 899.0, -188.2, 508.8, 901.5, -188.6, 0, 127, 127
L 508.8, 901.5, -188.6, 532.4, 888.8, -186.3, 0, 127, 127
L 532.4, 888.8, -186.3, 555.7, 883.3, -185.9, 0, 127, 127
L 625.7, 883.4, -185.9, 645.6, 882.6, -188.3, 0, 127, 127
L 645.6, 882.6, -188.3, 661.7, 881.3, -191.3, 0, 127, 127
L 661.7, 881.3, -191.3, 681.3, 874.8, -191.8, 0, 127, 127
L 681.3, 874.8, -191.8, 695.7, 867.1, -201.1, 0, 127, 127
L 695.7, 867.1, -201.1, 753.2, 838.3, -203.5, 0, 127, 127
L 753.2, 838.3, -203.5, 763.4, 815.3, -204.1, 0, 127, 127
L 763.4, 815.3, -204.1, 763.1, 794.7, -203.0, 0, 127, 127
L 763.1, 794.7, -203.0, 743.8, 752.0, -202.7, 0, 127, 127
L 743.8, 752.0, -202.7, 739.7, 725.6, -205.7, 0, 127, 127
L 739.7, 725.6, -205.7, 758.1, 706.8, -213.4, 0, 127, 127
L 758.1, 706.8, -213.4, 766.8, 687.3, -223.8, 0, 127, 127
L 766.8, 687.3, -223.8, 768.7, 674.7, -228.8, 0, 127, 127
L 768.7, 674.7, -228.8, 760.8, 647.1, -228.7, 0, 127, 127
L 760.8, 647.1, -228.7, 760.7, 631.1, -228.7, 0, 127, 127
L 760.7, 631.1, -228.7, 744.6, 613.0, -228.7, 0, 127, 127
L 744.6, 613.0, -228.7, 755.7, 599.4, -228.7, 0, 127, 127
L 755.7, 599.4, -228.7, 755.7, 587.7, -226.9, 0, 127, 127
L 755.7, 587.7, -226.9, 755.7, 568.7, -222.5, 0, 127, 127
L 755.7, 568.7, -222.5, 755.7, 551.7, -218.6, 0, 127, 127
L 755.7, 551.7, -218.6, 750.9, 531.8, -213.8, 0, 127, 127
L 750.9, 531.8, -213.8, 738.2, 513.7, -208.7, 0, 127, 127
L 738.2, 513.7, -208.7, 721.3, 493.8, -203.6, 0, 127, 127
L 721.3, 493.8, -203.6, 715.0, 472.8, -199.9, 0, 127, 127
L 715.0, 472.8, -199.9, 710.0, 452.8, -194.6, 0, 127, 127
L 710.0, 452.8, -194.6, 697.8, 427.5, -192.3, 0, 127, 127
L 697.8, 427.5, -192.3, 698.7, 405.8, -189.9, 0, 127, 127
L 698.7, 405.8, -189.9, 685.2, 382.8, -186.1, 0, 127, 127
L 685.2, 382.8, -186.1, 610.9, 382.2, -182.8, 0, 127, 127
L 610.8, 396.7, -182.8, 637.7, 395.9, -187.5, 0, 127, 127
L 637.7, 395.9, -187.5, 658.0, 403.9, -187.7, 0, 127, 127
L 658.0, 403.9, -187.7, 673.6, 427.4, -192.1, 0, 127, 127
L 673.6, 427.4, -192.1, 682.8, 452.1, -192.8, 0, 127, 127
L 682.8, 452.1, -192.8, 689.1, 472.8, -199.9, 0, 127, 127
L 689.1, 472.8, -199.9, 696.6, 493.8, -203.6, 0, 127, 127
L 696.6, 493.8, -203.6, 722.6, 530.3, -209.6, 0, 127, 127
L 722.6, 530.3, -209.6, 734.7, 551.7, -218.6, 0, 127, 127
L 734.7, 551.7, -218.6, 734.6, 568.7, -222.5, 0, 127, 127
L 734.6, 568.7, -222.5, 731.7, 587.7, -226.9, 0, 127, 127
L 731.7, 587.7, -226.9, 731.5, 600.3, -228.7, 0, 127, 127
L 731.5, 600.3, -228.7, 720.7, 619.0, -228.7, 0, 127, 127
L 720.7, 619.0, -228.7, 720.7, 658.5, -228.7, 0, 127, 127
L 720.7, 658.5, -228.7, 731.9, 674.7, -228.7, 0, 127, 127
L 731.9, 674.7, -228.7, 731.7, 687.6, -222.9, 0, 127, 127
L 731.7, 687.6, -222.9, 731.7, 706.8, -213.4, 0, 127, 127
L 731.7, 706.8, -213.4, 721.4, 724.8, -207.5, 0, 127, 127
L 721.4, 724.8, -207.5, 720.7, 750.7, -205.7, 0, 127, 127
L 720.7, 750.7, -205.7, 727.4, 772.8, -202.4, 0, 127, 127
