P 200, 900, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 200, 1100, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 200, 1300, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 148, 256, 0, 148, 271, 0, 0, 0, 0
L 195, 256, 0, 148, 256, 0, 0, 0, 0
L 195, 308, 0, 195, 305, 0, 0, 0, 0
L 198, 308, 0, 195, 308, 0, 0, 0, 0
L 198, 260, 0, 198, 308, 0, 0, 0, 0
L 250, 260, 0, 198, 260, 0, 150, 150, 150
L 250, 252, 0, 250, 260, 0, 150, 150, 150
L 265, 252, 0, 250, 252, 0, 150, 150, 150
L 279, 266, 0, 265, 252, 0, 150, 150, 150
L 279, 266, 0, 321, 266, 0, 150, 150, 150
L 279, 265, 14, 321, 266, 0, 150, 150, 150
L 265, 251, 14, 279, 265, 14, 150, 150, 150
L 264, 247, 14, 265, 251, 14, 150, 150, 150
L 331, 234, 0, 341, 234, 0, 0, 0, 0
L 322, 252, 0, 331, 234, 0, 150, 150, 150
L 293, 252, 14, 322, 252, 0, 150, 150, 150
L 307, 223, 14, 293, 252, 14, 150, 150, 150
L 153, 69, 0, 181, 97, 0, 150, 150, 150
L 153, 41, 0, 153, 69, 0, 150, 150, 150
L 181, 13, 0, 153, 41, 0, 150, 150, 150
L 237, 13, -12, 181, 13, 0, 150, 150, 150
L 237, -13, -12, 242, -12, -13, 0, 0, 0
L 181, -13, 0, 237, -13, -12, 150, 150, 150
L 153, -42, 0, 181, -13, 0, 150, 150, 150
L 153, -69, 0, 153, -42, 0, 150, 150, 150
L 181, -98, 0, 153, -69, 0, 150, 150, 150
L 209, -98, 0, 181, -98, 0, 150, 150, 150
L 72, -71, 14, 84, -71, 14, 0, 255, 0
L 72, -71, 14, 72, -94, 14, 0, 255, 0
L 83, -94, 14, 72, -94, 14, 0, 255, 0
L 83, -82, 14, 83, -94, 14, 0, 255, 0
L 86, -82, 14, 84, -82, 14, 0, 255, 0
L 86, -99, 14, 86, -82, 14, 0, 255, 0
L 72, -97, 14, 83, -97, 14, 0, 255, 0
L 72, -120, 14, 72, -97, 14, 0, 255, 0
L 83, -120, 14, 72, -120, 14, 0, 255, 0
L 83, -108, 14, 83, -120, 14, 0, 255, 0
L 86, -108, 14, 84, -108, 14, 0, 255, 0
L 86, -123, 14, 86, -108, 14, 0, 255, 0
L 112, -123, 14, 86, -123, 14, 0, 255, 0
L 112, -130, 14, 112, -124, 14, 0, 255, 0
L 88, -130, 14, 112, -130, 14, 0, 255, 0
L 88, -139, 14, 88, -130, 14, 0, 255, 0
L 108, -139, 14, 88, -139, 14, 205, 133, 63
L 108, -144, 14, 108, -139, 14, 205, 133, 63
L 88, -144, 14, 108, -144, 14, 205, 133, 63
L 88, -163, 14, 88, -144, 14, 0, 255, 0
L 121, -163, 14, 88, -163, 14, 0, 255, 0
L 121, -123, 14, 121, -124, 14, 0, 255, 0
L 123, -110, 14, 123, -97, 14, 0, 255, 0
L 100, 37, 0, 100, 14, 0, 0, 0, 0
L 123, 37, 0, 100, 37, 0, 0, 0, 0
L 123, 14, 0, 123, 37, 0, 0, 0, 0
L 111, 11, 0, 111, 12, 0, 0, 0, 0
L 119, -9, 0, 123, -9, 0, 0, 0, 0
L 116, -9, 0, 119, -9, 0, 0, 0, 0
L 111, -9, 0, 116, -9, 0, 0, 0, 0
L 111, -12, 0, 111, -10, 0, 0, 0, 0
L 123, -35, 0, 123, -12, 0, 0, 0, 0
L 100, -35, 0, 123, -35, 0, 0, 0, 0
L 100, -12, 0, 100, -35, 0, 0, 0, 0
L 93, -9, 0, 102, -9, 0, 0, 0, 0
L 90, -9, 0, 93, -9, 0, 0, 0, 0
L 86, -9, 0, 90, -9, 0, 0, 0, 0
L 97, -56, 0, 97, -27, 0, 0, 0, 0
L 83, -126, 0, 83, -144, 0, 0, 0, 0
L 42, 69, 0, 140, 69, 0, 150, 150, 150
L 56, 56, 0, 42, 69, 0, 0, 0, 0
L 56, 56, 0, 86, 56, 0, 0, 0, 0
L 153, -111, 0, 196, -111, 0, 0, 0, 0
L 153, -125, 0, 153, -111, 0, 0, 0, 0
L 156, -128, 0, 153, -128, 0, 0, 0, 0
L 156, -115, 0, 156, -128, 0, 0, 0, 0
L 167, -115, 0, 156, -115, 0, 0, 0, 0
L 167, -139, 0, 167, -115, 0, 205, 133, 63
L 182, -139, 0, 167, -139, 0, 205, 133, 63
L 182, -134, 0, 182, -139, 0, 205, 133, 63
L 172, -134, 0, 182, -134, 0, 205, 133, 63
L 172, -115, 0, 172, -134, 0, 205, 133, 63
L 191, -115, 0, 172, -115, 0, 0, 0, 0
L 191, -150, 0, 191, -115, 0, 0, 0, 0
L 156, -150, 0, 191, -150, 0, 0, 0, 0
L 156, -150, 0, 156, -137, 0, 0, 0, 0
L 156, -137, 0, 153, -137, 0, 0, 0, 0
L 153, -154, 0, 153, -140, 0, 0, 0, 0
L 196, -154, 0, 153, -154, 0, 0, 0, 0
L 196, -111, 0, 196, -154, 0, 0, 0, 0
L 265, -137, 14, 265, -126, 14, 127, 64, 0
L 224, -126, 14, 224, -137, 14, 127, 64, 0
L 240, -126, 14, 224, -126, 14, 0, 255, 0
L 226, -124, 14, 237, -124, 14, 0, 255, 0
L 226, -110, 14, 226, -124, 14, 0, 255, 0
L 13, -11, 0, 42, -11, 0, 0, 0, 0
L 12, -68, 0, 13, -72, 0, 0, 0, 0
L -111, 13, 27, -62, 55, 16, 0, 0, 0
L -167, 13, 28, -111, 13, 27, 0, 0, 0
L -167, -31, 28, -167, 13, 28, 0, 0, 0
L 263, -124, 14, 263, -110, 14, 0, 255, 0
L 252, -124, 14, 263, -124, 14, 0, 255, 0
L 209, -98, 0, 209, -126, 0, 0, 0, 0
L 143, -97, 0, 143, -100, 0, 150, 150, 150
L 140, -93, 0, 143, -97, 0, 150, 150, 150
L 138, -97, 0, 140, -93, 0, 150, 150, 150
L 138, -100, 0, 138, -97, 0, 150, 150, 150
L 140, -104, 0, 138, -100, 0, 150, 150, 150
L 143, -100, 0, 140, -104, 0, 150, 150, 150
L 140, -107, 0, 149, -98, 0, 0, 0, 255
L 132, -98, 0, 140, -107, 0, 0, 0, 255
L 140, -90, 0, 132, -98, 0, 0, 0, 255
L 149, -98, 0, 140, -90, 0, 0, 0, 255
L 152, -97, 0, 152, -100, 0, 150, 150, 150
L 140, -87, 0, 152, -97, 0, 150, 150, 150
L 129, -97, 0, 140, -87, 0, 150, 150, 150
L 129, -100, 0, 129, -97, 0, 150, 150, 150
L 140, -110, 0, 129, -100, 0, 150, 150, 150
L 152, -100, 0, 140, -110, 0, 150, 150, 150
L 279, -167, 0, 279, -140, 0, 0, 0, 0
L 125, -181, 0, 181, -181, 0, 150, 150, 150
L 125, -184, 0, 125, -181, 0, 150, 150, 150
L 13, -27, 28, 16, -27, 29, 0, 255, 0
L 16, -53, 0, 40, -53, 0, 0, 0, 0
L 16, -30, 0, 16, -53, 0, 0, 0, 0
L 40, -30, 0, 16, -30, 0, 0, 0, 0
L 53, -28, 0, 40, -14, 0, 0, 0, 0
L 2, -55, 14, 2, -51, 15, 0, 0, 0
L 53, -55, 0, 40, -67, 0, 0, 0, 0
L 53, -39, 0, 53, -55, 0, 0, 0, 0
L 247, -254, 14, 243, -254, 14, 150, 150, 150
L 268, -232, 14, 247, -254, 14, 150, 150, 150
L 268, -228, 14, 268, -232, 14, 150, 150, 150
L 246, -207, 14, 268, -228, 14, 150, 150, 150
L 242, -207, 14, 247, -207, 14, 150, 150, 150
L 221, -228, 14, 242, -207, 14, 150, 150, 150
L 221, -233, 14, 221, -228, 14, 150, 150, 150
L 243, -254, 14, 221, -233, 14, 150, 150, 150
L 221, -233, 28, 221, -228, 28, 150, 150, 150
L 243, -254, 28, 221, -233, 28, 150, 150, 150
L 247, -253, 28, 243, -254, 28, 150, 150, 150
L 268, -232, 28, 247, -253, 28, 150, 150, 150
L 268, -228, 28, 268, -232, 28, 150, 150, 150
L 251, -221, 28, 268, -228, 28, 150, 150, 150
L 237, -221, 28, 251, -221, 28, 150, 150, 150
L 221, -228, 28, 237, -221, 28, 150, 150, 150
L 228, -216, 28, 224, -216, 28, 205, 133, 63
L 242, -212, 28, 228, -216, 28, 205, 133, 63
L 247, -212, 28, 242, -212, 28, 205, 133, 63
L 261, -216, 28, 247, -212, 28, 205, 133, 63
L 265, -216, 28, 261, -216, 28, 205, 133, 63
L 265, -211, 28, 265, -216, 28, 205, 133, 63
L 251, -207, 28, 265, -211, 28, 205, 133, 63
L 237, -207, 28, 251, -207, 28, 205, 133, 63
L 224, -211, 28, 237, -207, 28, 205, 133, 63
L 224, -216, 28, 224, -211, 28, 205, 133, 63
L 250, -198, 28, 250, -170, 28, 0, 255, 0
L 273, -198, 28, 250, -198, 28, 0, 255, 0
L 273, -202, 28, 273, -198, 28, 0, 255, 0
L 277, -202, 28, 273, -202, 28, 0, 255, 0
L 277, -259, 28, 277, -202, 28, 0, 255, 0
L 273, -259, 28, 277, -259, 28, 0, 255, 0
L 273, -263, 28, 273, -259, 28, 0, 255, 0
L 216, -259, 28, 216, -263, 28, 0, 255, 0
L 212, -259, 28, 216, -259, 28, 0, 255, 0
L 212, -202, 28, 212, -259, 28, 0, 255, 0
L 216, -202, 28, 212, -202, 28, 0, 255, 0
L 216, -198, 28, 216, -202, 28, 0, 255, 0
L 239, -198, 28, 216, -198, 28, 0, 255, 0
L 239, -198, 28, 239, -181, 28, 0, 255, 0
L 75, -253, 28, 102, -253, 28, 0, 255, 0
L 75, -267, 28, 75, -253, 28, 0, 255, 0
L 78, -267, 28, 75, -267, 28, 0, 255, 0
L 78, -255, 28, 78, -267, 28, 0, 255, 0
L 89, -278, 28, 89, -255, 28, 0, 255, 0
L 78, -278, 28, 89, -278, 28, 0, 255, 0
L 63, -291, 28, 85, -291, 28, 0, 255, 0
L 63, -276, 28, 63, -291, 28, 0, 255, 0
L 61, -276, 28, 63, -276, 28, 0, 255, 0
L 50, -265, 28, 50, -287, 28, 0, 255, 0
L 64, -265, 28, 50, -265, 28, 0, 255, 0
L 64, -252, 28, 64, -265, 28, 0, 255, 0
L 61, -252, 28, 64, -252, 28, 0, 255, 0
L 27, -257, 28, 61, -257, 28, 0, 255, 0
L 86, -242, 28, 64, -242, 28, 0, 255, 0
L 86, -237, 28, 86, -242, 28, 0, 255, 0
L 72, -237, 28, 86, -237, 28, 0, 255, 0
L 84, -226, 28, 72, -237, 28, 127, 64, 0
L 97, -226, 28, 84, -226, 28, 127, 64, 0
L 109, -237, 28, 97, -226, 28, 127, 64, 0
L 95, -237, 28, 109, -237, 28, 0, 255, 0
L 95, -242, 28, 95, -237, 28, 0, 255, 0
L 99, -242, 28, 95, -242, 28, 0, 255, 0
L 102, -242, 28, 99, -242, 28, 0, 255, 0
L 125, -242, 28, 102, -242, 28, 0, 255, 0
L 139, -254, 28, 125, -254, 28, 0, 255, 0
L 142, -254, 28, 139, -254, 28, 0, 255, 0
L 153, -254, 28, 142, -254, 28, 0, 255, 0
L 153, -279, 28, 153, -254, 28, 0, 255, 0
L 142, -279, 28, 153, -279, 28, 0, 255, 0
L 51, -241, 14, 54, -241, 14, 0, 0, 0
L 68, -252, 14, 63, -252, 14, 205, 133, 63
L 84, -254, 14, 81, -254, 14, 0, 0, 0
L 84, -244, 14, 84, -254, 14, 0, 0, 0
L 86, -237, 14, 84, -244, 14, 0, 0, 0
L 66, -237, 14, 86, -237, 14, 0, 0, 0
L 184, -193, 14, 190, -193, 14, 0, 0, 0
L 184, -184, 14, 184, -193, 14, 0, 0, 0
L 208, -184, 14, 184, -184, 14, 205, 133, 63
L 208, -179, 14, 208, -184, 14, 205, 133, 63
L 204, -179, 14, 208, -179, 14, 205, 133, 63
L 184, -179, 14, 204, -179, 14, 205, 133, 63
L 184, -170, 14, 184, -179, 14, 0, 0, 0
L 227, -170, 16, 184, -170, 14, 0, 0, 0
L 225, -193, 14, 225, -182, 14, 150, 150, 150
L 221, -193, 14, 225, -193, 14, 0, 0, 0
L 221, -198, 14, 221, -193, 14, 0, 0, 0
L 227, -198, 14, 221, -198, 14, 0, 0, 0
L 227, -201, 14, 227, -198, 14, 0, 0, 0
L 231, -201, 14, 227, -201, 14, 0, 0, 0
L 231, -198, 14, 231, -201, 14, 0, 0, 0
L 258, -198, 14, 231, -198, 14, 0, 0, 0
L 258, -201, 14, 258, -198, 14, 0, 0, 0
L 262, -201, 14, 258, -201, 14, 0, 0, 0
L 262, -198, 14, 262, -201, 14, 0, 0, 0
L 277, -198, 14, 262, -198, 14, 0, 0, 0
L 277, -213, 14, 277, -198, 14, 0, 0, 0
L 277, -217, 14, 274, -217, 14, 0, 0, 0
L 277, -244, 14, 277, -217, 14, 0, 0, 0
L 274, -244, 14, 277, -244, 14, 0, 0, 0
L 274, -248, 14, 274, -244, 14, 0, 0, 0
L 277, -248, 14, 274, -248, 14, 0, 0, 0
L 277, -263, 14, 277, -248, 14, 0, 0, 0
L 262, -263, 14, 277, -263, 14, 0, 0, 0
L 262, -260, 14, 262, -263, 14, 0, 0, 0
L 258, -260, 14, 262, -260, 14, 0, 0, 0
L 258, -263, 14, 258, -260, 14, 0, 0, 0
L 231, -263, 14, 258, -263, 14, 0, 0, 0
L 231, -260, 14, 231, -263, 14, 0, 0, 0
L 227, -260, 14, 231, -260, 14, 0, 0, 0
L 227, -263, 14, 227, -260, 14, 0, 0, 0
L 212, -263, 14, 227, -263, 14, 0, 0, 0
L 212, -248, 14, 212, -263, 14, 0, 0, 0
L 215, -248, 14, 212, -248, 14, 0, 0, 0
L 215, -213, 14, 215, -248, 14, 0, 0, 0
L 212, -213, 14, 215, -213, 14, 0, 0, 0
L 212, -193, 14, 212, -213, 14, 0, 0, 0
L 201, -193, 14, 212, -193, 14, 0, 0, 0
L 201, -198, 14, 201, -193, 14, 0, 0, 0
L 207, -237, 14, 207, -198, 14, 0, 0, 0
L 168, -223, 14, 180, -237, 14, 0, 0, 0
L 168, -209, 14, 168, -223, 14, 0, 0, 0
L 139, -209, 14, 168, -209, 14, 0, 0, 0
L 125, -223, 14, 139, -209, 14, 0, 0, 0
L 117, -237, 14, 125, -223, 14, 0, 0, 0
L 95, -237, 14, 117, -237, 14, 0, 0, 0
L 97, -244, 14, 95, -237, 14, 0, 0, 0
L -34, -195, 4, -27, -195, 0, 0, 0, 0
L -55, -55, 14, -34, -195, 4, 0, 0, 0
L -62, -55, 16, -55, -55, 14, 0, 0, 0
L -111, -13, 28, -62, -55, 16, 0, 0, 0
L -140, -13, 28, -111, -13, 28, 0, 0, 0
L -140, -39, 28, -140, -13, 28, 0, 0, 0
L -27, -195, 0, 11, -195, 0, 0, 0, 0
L 11, -195, 0, -14, -168, 0, 150, 150, 150
L -14, -168, 0, -14, -139, 0, 150, 150, 150
L -14, -139, 0, 13, -112, 0, 150, 150, 150
L 13, -112, 0, 13, -72, 0, 0, 0, 0
L 12, -68, 0, 0, -55, 0, 0, 0, 0
L 0, -28, 0, 13, -11, 0, 0, 0, 0
L 42, -11, 0, 56, -27, 0, 0, 0, 0
L 56, -41, 0, 86, -41, 0, 0, 0, 0
L 86, -41, 0, 86, -56, 0, 0, 0, 0
L 86, -56, 0, 57, -56, 0, 0, 0, 0
L 57, -56, 0, 42, -70, 0, 0, 0, 0
L 42, -70, 0, 42, -111, 0, 0, 0, 0
L 42, -111, 0, 69, -140, 0, 150, 150, 150
L 69, -140, 0, 70, -168, 0, 150, 150, 150
L 70, -168, 0, 42, -195, 0, 150, 150, 150
L 42, -195, 0, 42, -209, 0, 0, 0, 0
L 42, -209, 0, 111, -209, 0, 150, 150, 150
L 111, -209, 0, 125, -195, 0, 150, 150, 150
L 125, -195, 0, 168, -195, 14, 150, 150, 150
L 126, -196, 14, 111, -210, 14, 150, 150, 150
L 111, -210, 14, 43, -210, 14, 150, 150, 150
L 43, -210, 14, 55, -225, 14, 0, 0, 0
L 55, -225, 14, 66, -237, 14, 0, 0, 0
L 77, -254, 14, 77, -241, 14, 0, 0, 0
L 77, -241, 14, 54, -241, 14, 0, 0, 0
L 51, -241, 14, 28, -241, 14, 0, 0, 0
L 28, -241, 14, 28, -264, 14, 0, 0, 0
L 28, -264, 14, 51, -264, 14, 0, 0, 0
L 51, -264, 14, 51, -251, 14, 0, 0, 0
L 54, -264, 14, 63, -264, 14, 0, 0, 0
L 63, -264, 14, 63, -252, 14, 205, 133, 63
L 68, -252, 14, 68, -264, 14, 205, 133, 63
L 84, -279, 14, 99, -279, 14, 0, 0, 0
L 104, -279, 14, 115, -279, 14, 0, 0, 0
L 115, -279, 14, 115, -268, 14, 150, 150, 150
L -34, 195, 3, -55, 55, 14, 0, 0, 0
L -62, 55, 16, -55, 55, 14, 0, 0, 0
L -34, 195, 3, 14, 195, 0, 0, 0, 0
L -14, 167, 0, 13, 194, 0, 150, 150, 150
L -14, 167, 0, -14, 139, 0, 150, 150, 150
L -14, 139, 0, 13, 112, 0, 150, 150, 150
L 13, 112, 0, 13, 70, 0, 150, 150, 150
L 13, 70, 0, 0, 56, 0, 0, 0, 0
L 0, 28, 0, 13, 11, 0, 0, 0, 0
L 13, 11, 0, 42, 11, 0, 0, 0, 0
L 42, 11, 0, 56, 27, 0, 0, 0, 0
L 56, 27, 0, 56, 30, 0, 0, 0, 0
L 16, 30, 0, 16, 53, 0, 0, 0, 0
L 16, 53, 0, 40, 53, 0, 0, 0, 0
L 40, 56, 0, 33, 56, 3, 0, 0, 0
L 13, 56, 14, 13, 52, 15, 0, 0, 0
L 13, 27, 28, 16, 27, 29, 0, 255, 0
L 39, 17, 42, 35, 17, 40, 0, 255, 0
L 3, 27, 28, 3, 30, 26, 0, 0, 0
L 53, 55, 0, 53, 39, 0, 0, 0, 0
L 56, 41, 0, 86, 41, 0, 0, 0, 0
L 86, 41, 0, 86, 56, 0, 0, 0, 0
L 97, 14, 0, 97, 38, 0, 0, 0, 0
L 140, 55, 0, 140, -56, 0, 0, 0, 0
L 140, -56, 0, 97, -56, 0, 0, 0, 0
L 16, -15, 42, 2, -28, 42, 0, 255, 0
L 2, -28, 42, 2, -55, 42, 0, 255, 0
L 2, -55, 42, 16, -67, 42, 0, 255, 0
L 16, -67, 42, 16, -112, 42, 0, 255, 0
L 16, -112, 42, 28, -132, 42, 0, 255, 0
L 28, -132, 42, 25, -146, 42, 0, 255, 0
L 25, -146, 42, 30, -146, 42, 0, 255, 0
L 30, -146, 42, 41, -132, 42, 0, 255, 0
L 41, -132, 42, 39, -112, 42, 0, 255, 0
L 39, -112, 42, 39, -67, 42, 0, 255, 0
L 39, -67, 42, 53, -53, 42, 0, 255, 0
L 53, -53, 42, 137, -53, 42, 0, 255, 0
L 137, -53, 42, 137, 53, 42, 0, 255, 0
L 137, 53, 42, 53, 53, 42, 0, 255, 0
L 53, 53, 42, 39, 67, 42, 0, 255, 0
L 39, 67, 42, 39, 112, 42, 0, 255, 0
L 39, 112, 42, 28, 133, 42, 0, 255, 0
L 28, 133, 42, 30, 146, 42, 0, 255, 0
L 30, 146, 42, 25, 146, 42, 0, 255, 0
L 25, 146, 42, 14, 132, 42, 0, 255, 0
L 14, 132, 42, 16, 112, 42, 0, 255, 0
L 16, 112, 42, 16, 67, 42, 0, 255, 0
L 16, 67, 42, 2, 55, 42, 0, 255, 0
L 2, 55, 42, 2, 28, 42, 0, 255, 0
L 2, 28, 42, 16, 15, 42, 0, 255, 0
L 55, 25, 42, 55, -25, 42, 0, 255, 0
L 55, -25, 42, 53, -44, 42, 0, 255, 0
L 53, -44, 42, 128, -44, 42, 0, 255, 0
L 128, -44, 42, 128, 44, 42, 0, 255, 0
L 128, 44, 42, 53, 44, 42, 0, 255, 0
L 53, 44, 42, 55, 25, 42, 0, 255, 0
L 126, -69, 0, 126, -111, 0, 0, 0, 0
L 126, -111, 0, 140, -111, 0, 0, 0, 0
L 140, -111, 0, 140, -168, 0, 0, 0, 0
L 140, -168, 0, 121, -168, 0, 0, 0, 0
L 121, -168, 0, 121, -165, 0, 0, 0, 0
L 83, -163, 0, 83, -168, 0, 0, 0, 0
L 83, -168, 0, 88, -168, 0, 0, 0, 0
L 108, -144, 0, 108, -139, 0, 205, 133, 63
L 108, -139, 0, 88, -139, 0, 205, 133, 63
L 88, -139, 0, 88, -126, 0, 0, 0, 0
L 121, -123, 0, 121, -154, 0, 0, 0, 0
L 107, -126, 0, 88, -126, 0, 0, 0, 0
L 107, -126, 0, 107, -130, 0, 0, 0, 0
L 112, -123, 0, 86, -123, 0, 0, 0, 0
L 86, -123, 0, 86, -108, 0, 0, 0, 0
L 86, -108, 0, 84, -108, 0, 0, 0, 0
L 83, -108, 0, 83, -120, 0, 0, 0, 0
L 83, -120, 0, 72, -120, 0, 0, 0, 0
L 72, -120, 0, 72, -97, 0, 0, 0, 0
L 72, -97, 0, 83, -97, 0, 0, 0, 0
L 86, -99, 0, 86, -82, 0, 0, 0, 0
L 86, -82, 0, 84, -82, 0, 0, 0, 0
L 83, -82, 0, 83, -94, 0, 0, 0, 0
L 83, -94, 0, 72, -94, 0, 0, 0, 0
L 72, -94, 0, 72, -71, 0, 0, 0, 0
L 72, -71, 0, 84, -71, 0, 0, 0, 0
L 84, -71, 0, 96, -71, 0, 0, 0, 0
L 96, -71, 0, 123, -71, 0, 0, 0, 0
L 123, -71, 0, 123, -84, 0, 0, 0, 0
L 123, -84, 0, 108, -84, 0, 0, 0, 0
L 108, -84, 0, 108, -97, 0, 0, 0, 0
L 108, -97, 0, 98, -97, 0, 0, 0, 0
L 98, -97, 0, 98, -82, 0, 0, 0, 0
L 98, -82, 0, 96, -82, 0, 0, 0, 0
L 95, -82, 0, 95, -113, 0, 0, 0, 0
L 95, -113, 0, 112, -113, 0, 0, 0, 0
L 112, -113, 0, 112, -111, 0, 0, 0, 0
L 112, -110, 0, 98, -110, 0, 0, 0, 0
L 98, -110, 0, 98, -99, 0, 0, 0, 0
L 110, -86, 0, 123, -86, 0, 0, 0, 0
L 123, -86, 0, 123, -99, 0, 0, 0, 0
