P -700, 2900, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule/Fennin_Ro)
P -700, 3100, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -700, 3300, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -507.0, -330.0, 74.0, -494.0, -316.0, 74.0, 100, 50, 0
L -527.0, -328.0, 74.0, -507.0, -330.0, 74.0, 100, 50, 0
L -544.0, -346.0, 74.0, -527.0, -328.0, 74.0, 100, 50, 0
L -561.0, -329.0, 74.0, -544.0, -346.0, 74.0, 100, 50, 0
L -544.0, -312.0, 74.0, -561.0, -329.0, 74.0, 100, 50, 0
L -545.0, -292.0, 74.0, -544.0, -312.0, 74.0, 100, 50, 0
L -531.0, -279.0, 74.0, -545.0, -292.0, 74.0, 100, 50, 0
L -512.0, -280.0, 74.0, -531.0, -279.0, 74.0, 100, 50, 0
L -513.0, -261.0, 74.0, -512.0, -280.0, 74.0, 100, 50, 0
L -499.0, -247.0, 74.0, -513.0, -261.0, 74.0, 100, 50, 0
L -479.0, -248.0, 74.0, -499.0, -247.0, 74.0, 100, 50, 0
L -104.0, 11.0, 158.0, -113.0, 19.0, 158.0, 0, 255, 0
L -104.0, -1.0, 158.0, -104.0, 11.0, 158.0, 0, 255, 0
L -112.0, -9.0, 158.0, -104.0, -1.0, 158.0, 0, 255, 0
L -104.0, -17.0, 158.0, -112.0, -9.0, 158.0, 0, 255, 0
L -104.0, -30.0, 158.0, -104.0, -17.0, 158.0, 0, 255, 0
L -112.0, -38.0, 158.0, -104.0, -30.0, 158.0, 0, 255, 0
L -112.0, -53.0, 158.0, -112.0, -38.0, 158.0, 0, 255, 0
L -126.0, -54.0, 158.0, -112.0, -53.0, 158.0, 0, 255, 0
L -126.0, -38.0, 158.0, -126.0, -54.0, 158.0, 0, 255, 0
L -134.0, -30.0, 158.0, -126.0, -38.0, 158.0, 0, 255, 0
L -134.0, -17.0, 158.0, -134.0, -30.0, 158.0, 0, 255, 0
L -126.0, -9.0, 158.0, -134.0, -17.0, 158.0, 0, 255, 0
L -134.0, -1.0, 158.0, -126.0, -9.0, 158.0, 0, 255, 0
L -134.0, 10.0, 158.0, -134.0, -1.0, 158.0, 0, 255, 0
L -125.0, 19.0, 158.0, -126.0, 19.0, 158.0, 0, 255, 0
L -125.0, 19.0, 158.0, -134.0, 10.0, 158.0, 0, 255, 0
L -221.0, 245.0, 74.0, -222.0, 225.0, 74.0, 100, 50, 0
L -235.0, 259.0, 74.0, -221.0, 245.0, 74.0, 100, 50, 0
L -254.0, 258.0, 74.0, -235.0, 259.0, 74.0, 100, 50, 0
L -253.0, 277.0, 74.0, -254.0, 258.0, 74.0, 100, 50, 0
L -266.0, 291.0, 74.0, -253.0, 277.0, 74.0, 100, 50, 0
L -286.0, 290.0, 74.0, -266.0, 291.0, 74.0, 100, 50, 0
L -303.0, 307.0, 74.0, -286.0, 290.0, 74.0, 100, 50, 0
L -320.0, 290.0, 74.0, -303.0, 307.0, 74.0, 100, 50, 0
L -303.0, 273.0, 74.0, -320.0, 290.0, 74.0, 100, 50, 0
L -304.0, 254.0, 74.0, -303.0, 273.0, 74.0, 100, 50, 0
L -290.0, 240.0, 74.0, -304.0, 254.0, 74.0, 100, 50, 0
L -271.0, 241.0, 74.0, -290.0, 240.0, 74.0, 100, 50, 0
L -272.0, 222.0, 74.0, -271.0, 241.0, 74.0, 100, 50, 0
L -258.0, 208.0, 74.0, -272.0, 222.0, 74.0, 100, 50, 0
L -238.0, 209.0, 74.0, -258.0, 208.0, 74.0, 100, 50, 0
L -222.0, 225.0, 74.0, -238.0, 209.0, 74.0, 100, 50, 0
L -215.0, 70.0, 74.0, -206.0, 78.0, 74.0, 100, 50, 0
L -228.0, 70.0, 74.0, -215.0, 70.0, 74.0, 100, 50, 0
L -236.0, 77.0, 74.0, -228.0, 70.0, 74.0, 100, 50, 0
L -244.0, 70.0, 74.0, -236.0, 77.0, 74.0, 100, 50, 0
L -257.0, 70.0, 74.0, -244.0, 70.0, 74.0, 100, 50, 0
L -265.0, 78.0, 74.0, -257.0, 70.0, 74.0, 100, 50, 0
L -280.0, 78.0, 74.0, -265.0, 78.0, 74.0, 100, 50, 0
L -280.0, 91.0, 74.0, -280.0, 78.0, 74.0, 100, 50, 0
L -265.0, 92.0, 74.0, -280.0, 91.0, 74.0, 100, 50, 0
L -256.0, 100.0, 74.0, -265.0, 92.0, 74.0, 100, 50, 0
L -244.0, 100.0, 74.0, -256.0, 100.0, 74.0, 100, 50, 0
L -236.0, 92.0, 74.0, -244.0, 100.0, 74.0, 100, 50, 0
L -228.0, 100.0, 74.0, -236.0, 92.0, 74.0, 100, 50, 0
L -215.0, 100.0, 74.0, -228.0, 100.0, 74.0, 100, 50, 0
L -206.0, 91.0, 74.0, -215.0, 100.0, 74.0, 100, 50, 0
L -206.0, 78.0, 74.0, -206.0, 91.0, 74.0, 100, 50, 0
L -46.0, 565.0, 158.0, -55.0, 556.0, 158.0, 0, 255, 0
L -46.0, 578.0, 158.0, -46.0, 565.0, 158.0, 0, 255, 0
L -55.0, 587.0, 158.0, -46.0, 578.0, 158.0, 0, 255, 0
L -68.0, 587.0, 158.0, -55.0, 587.0, 158.0, 0, 255, 0
L -77.0, 578.0, 158.0, -68.0, 587.0, 158.0, 0, 255, 0
L -77.0, 565.0, 158.0, -77.0, 578.0, 158.0, 0, 255, 0
L -68.0, 556.0, 158.0, -77.0, 565.0, 158.0, 0, 255, 0
L -142.0, 501.0, 158.0, -133.0, 492.0, 158.0, 0, 255, 0
L -155.0, 501.0, 158.0, -142.0, 501.0, 158.0, 0, 255, 0
L -164.0, 492.0, 158.0, -155.0, 501.0, 158.0, 0, 255, 0
L -164.0, 479.0, 158.0, -164.0, 492.0, 158.0, 0, 255, 0
L -155.0, 470.0, 158.0, -164.0, 479.0, 158.0, 0, 255, 0
L -142.0, 470.0, 158.0, -155.0, 470.0, 158.0, 0, 255, 0
L -133.0, 479.0, 158.0, -142.0, 470.0, 158.0, 0, 255, 0
L -115.0, 342.0, 115.0, -115.0, 330.0, 115.0, 0, 255, 0
L -124.0, 351.0, 115.0, -115.0, 342.0, 115.0, 0, 255, 0
L -135.0, 351.0, 115.0, -124.0, 351.0, 115.0, 0, 255, 0
L -135.0, 363.0, 115.0, -135.0, 351.0, 115.0, 0, 255, 0
L -144.0, 371.0, 115.0, -135.0, 363.0, 115.0, 0, 255, 0
L -156.0, 371.0, 115.0, -144.0, 371.0, 115.0, 0, 255, 0
L -167.0, 382.0, 115.0, -156.0, 371.0, 115.0, 0, 255, 0
L -176.0, 373.0, 115.0, -167.0, 382.0, 115.0, 0, 255, 0
L -165.0, 362.0, 115.0, -176.0, 373.0, 115.0, 0, 255, 0
L -165.0, 350.0, 115.0, -165.0, 362.0, 115.0, 0, 255, 0
L -157.0, 341.0, 115.0, -165.0, 350.0, 115.0, 0, 255, 0
L -145.0, 341.0, 115.0, -157.0, 341.0, 115.0, 0, 255, 0
L -145.0, 330.0, 115.0, -145.0, 341.0, 115.0, 0, 255, 0
L -136.0, 321.0, 115.0, -145.0, 330.0, 115.0, 0, 255, 0
L -124.0, 321.0, 115.0, -136.0, 321.0, 115.0, 0, 255, 0
L -140.0, 212.0, 115.0, -127.0, 212.0, 115.0, 0, 255, 0
L -149.0, 203.0, 115.0, -140.0, 212.0, 115.0, 0, 255, 0
L -149.0, 190.0, 115.0, -149.0, 203.0, 115.0, 0, 255, 0
L -140.0, 182.0, 115.0, -149.0, 190.0, 115.0, 0, 255, 0
L -127.0, 182.0, 115.0, -140.0, 182.0, 115.0, 0, 255, 0
L -118.0, 190.0, 115.0, -127.0, 182.0, 115.0, 0, 255, 0
L -118.0, 203.0, 115.0, -118.0, 190.0, 115.0, 0, 255, 0
L 322.0, 364.0, 158.0, 322.0, 377.0, 158.0, 0, 255, 0
L 331.0, 355.0, 158.0, 322.0, 364.0, 158.0, 0, 255, 0
L 343.0, 355.0, 158.0, 331.0, 355.0, 158.0, 0, 255, 0
L 352.0, 364.0, 158.0, 343.0, 355.0, 158.0, 0, 255, 0
L 352.0, 377.0, 158.0, 352.0, 364.0, 158.0, 0, 255, 0
L 343.0, 386.0, 158.0, 352.0, 377.0, 158.0, 0, 255, 0
L 331.0, 386.0, 158.0, 343.0, 386.0, 158.0, 0, 255, 0
L 199.0, 474.0, 158.0, 220.0, 475.0, 158.0, 0, 255, 0
L 185.0, 488.0, 158.0, 199.0, 474.0, 158.0, 0, 255, 0
L 187.0, 507.0, 158.0, 185.0, 488.0, 158.0, 0, 255, 0
L 167.0, 506.0, 158.0, 187.0, 507.0, 158.0, 0, 255, 0
L 154.0, 520.0, 158.0, 167.0, 506.0, 158.0, 0, 255, 0
L 155.0, 539.0, 158.0, 154.0, 520.0, 158.0, 0, 255, 0
L 138.0, 556.0, 158.0, 155.0, 539.0, 158.0, 0, 255, 0
L 154.0, 573.0, 158.0, 138.0, 556.0, 158.0, 0, 255, 0
L 172.0, 556.0, 158.0, 154.0, 573.0, 158.0, 0, 255, 0
L 191.0, 557.0, 158.0, 172.0, 556.0, 158.0, 0, 255, 0
L 205.0, 543.0, 158.0, 191.0, 557.0, 158.0, 0, 255, 0
L 204.0, 524.0, 158.0, 205.0, 543.0, 158.0, 0, 255, 0
L 223.0, 525.0, 158.0, 204.0, 524.0, 158.0, 0, 255, 0
L 236.0, 511.0, 158.0, 223.0, 525.0, 158.0, 0, 255, 0
L 235.0, 491.0, 158.0, 236.0, 511.0, 158.0, 0, 255, 0
L 602.0, 363.0, 158.0, 602.0, 376.0, 158.0, 0, 255, 0
L 611.0, 354.0, 158.0, 602.0, 363.0, 158.0, 0, 255, 0
L 623.0, 354.0, 158.0, 611.0, 354.0, 158.0, 0, 255, 0
L 632.0, 363.0, 158.0, 623.0, 354.0, 158.0, 0, 255, 0
L 632.0, 375.0, 158.0, 632.0, 363.0, 158.0, 0, 255, 0
L 623.0, 384.0, 158.0, 632.0, 375.0, 158.0, 0, 255, 0
L 611.0, 384.0, 158.0, 623.0, 384.0, 158.0, 0, 255, 0
L 592.0, 178.0, 158.0, 592.0, 191.0, 158.0, 0, 255, 0
L 601.0, 170.0, 158.0, 592.0, 178.0, 158.0, 0, 255, 0
L 613.0, 170.0, 158.0, 601.0, 170.0, 158.0, 0, 255, 0
L 622.0, 178.0, 158.0, 613.0, 170.0, 158.0, 0, 255, 0
L 622.0, 191.0, 158.0, 622.0, 178.0, 158.0, 0, 255, 0
L 613.0, 200.0, 158.0, 622.0, 191.0, 158.0, 0, 255, 0
L 592.0, 191.0, 158.0, 601.0, 200.0, 158.0, 0, 255, 0
L 578.0, 112.0, 158.0, 569.0, 120.0, 158.0, 0, 255, 0
L 578.0, 99.0, 158.0, 578.0, 112.0, 158.0, 0, 255, 0
L 569.0, 90.0, 158.0, 578.0, 99.0, 158.0, 0, 255, 0
L 557.0, 90.0, 158.0, 569.0, 90.0, 158.0, 0, 255, 0
L 548.0, 99.0, 158.0, 557.0, 90.0, 158.0, 0, 255, 0
L 548.0, 112.0, 158.0, 548.0, 99.0, 158.0, 0, 255, 0
L 557.0, 120.0, 158.0, 548.0, 112.0, 158.0, 0, 255, 0
L 407.0, 256.0, 115.0, 416.0, 265.0, 115.0, 0, 255, 0
L 407.0, 243.0, 115.0, 407.0, 256.0, 115.0, 0, 255, 0
L 415.0, 235.0, 115.0, 407.0, 243.0, 115.0, 0, 255, 0
L 407.0, 227.0, 115.0, 415.0, 235.0, 115.0, 0, 255, 0
L 407.0, 215.0, 115.0, 407.0, 227.0, 115.0, 0, 255, 0
L 415.0, 206.0, 115.0, 407.0, 215.0, 115.0, 0, 255, 0
L 416.0, 191.0, 115.0, 415.0, 206.0, 115.0, 0, 255, 0
L 429.0, 191.0, 115.0, 416.0, 191.0, 115.0, 0, 255, 0
L 429.0, 206.0, 115.0, 429.0, 191.0, 115.0, 0, 255, 0
L 438.0, 215.0, 115.0, 429.0, 206.0, 115.0, 0, 255, 0
L 438.0, 227.0, 115.0, 438.0, 215.0, 115.0, 0, 255, 0
L 430.0, 235.0, 115.0, 438.0, 227.0, 115.0, 0, 255, 0
L 437.0, 243.0, 115.0, 430.0, 235.0, 115.0, 0, 255, 0
L 438.0, 256.0, 115.0, 437.0, 243.0, 115.0, 0, 255, 0
L 429.0, 264.0, 115.0, 438.0, 256.0, 115.0, 0, 255, 0
L 327.0, 294.0, 115.0, 340.0, 294.0, 115.0, 0, 255, 0
L 318.0, 285.0, 115.0, 327.0, 294.0, 115.0, 0, 255, 0
L 318.0, 272.0, 115.0, 318.0, 285.0, 115.0, 0, 255, 0
L 327.0, 263.0, 115.0, 318.0, 272.0, 115.0, 0, 255, 0
L 339.0, 263.0, 115.0, 327.0, 263.0, 115.0, 0, 255, 0
L 348.0, 272.0, 115.0, 339.0, 263.0, 115.0, 0, 255, 0
L 348.0, 285.0, 115.0, 348.0, 272.0, 115.0, 0, 255, 0
L 118.0, 489.0, 74.0, 127.0, 480.0, 74.0, 100, 50, 0
L 118.0, 501.0, 74.0, 118.0, 489.0, 74.0, 100, 50, 0
L 127.0, 510.0, 74.0, 118.0, 501.0, 74.0, 100, 50, 0
L 139.0, 510.0, 74.0, 127.0, 510.0, 74.0, 100, 50, 0
L 148.0, 501.0, 74.0, 139.0, 510.0, 74.0, 100, 50, 0
L 148.0, 489.0, 74.0, 148.0, 501.0, 74.0, 100, 50, 0
L 139.0, 480.0, 74.0, 148.0, 489.0, 74.0, 100, 50, 0
L 249.0, 211.0, 74.0, 249.0, 224.0, 74.0, 100, 50, 0
L 258.0, 202.0, 74.0, 249.0, 211.0, 74.0, 100, 50, 0
L 269.0, 202.0, 74.0, 258.0, 202.0, 74.0, 100, 50, 0
L 269.0, 191.0, 74.0, 269.0, 202.0, 74.0, 100, 50, 0
L 278.0, 182.0, 74.0, 269.0, 191.0, 74.0, 100, 50, 0
L 290.0, 182.0, 74.0, 278.0, 182.0, 74.0, 100, 50, 0
L 290.0, 182.0, 74.0, 301.0, 171.0, 74.0, 100, 50, 0
L 311.0, 180.0, 74.0, 301.0, 171.0, 74.0, 100, 50, 0
L 300.0, 192.0, 74.0, 311.0, 180.0, 74.0, 100, 50, 0
L 300.0, 203.0, 74.0, 300.0, 192.0, 74.0, 100, 50, 0
L 291.0, 212.0, 74.0, 300.0, 203.0, 74.0, 100, 50, 0
L 279.0, 212.0, 74.0, 291.0, 212.0, 74.0, 100, 50, 0
L 279.0, 223.0, 74.0, 279.0, 212.0, 74.0, 100, 50, 0
L 270.0, 232.0, 74.0, 279.0, 223.0, 74.0, 100, 50, 0
L 259.0, 232.0, 74.0, 270.0, 232.0, 74.0, 100, 50, 0
L 179.0, 377.0, 74.0, 179.0, 365.0, 74.0, 100, 50, 0
L 188.0, 386.0, 74.0, 179.0, 377.0, 74.0, 100, 50, 0
L 200.0, 386.0, 74.0, 188.0, 386.0, 74.0, 100, 50, 0
L 209.0, 377.0, 74.0, 200.0, 386.0, 74.0, 100, 50, 0
L 209.0, 365.0, 74.0, 209.0, 377.0, 74.0, 100, 50, 0
L 201.0, 356.0, 74.0, 209.0, 365.0, 74.0, 100, 50, 0
L 188.0, 356.0, 74.0, 201.0, 356.0, 74.0, 100, 50, 0
L 171.0, 385.0, 74.0, 159.0, 385.0, 74.0, 100, 50, 0
L 180.0, 394.0, 74.0, 171.0, 385.0, 74.0, 100, 50, 0
L 180.0, 407.0, 74.0, 180.0, 394.0, 74.0, 100, 50, 0
L 171.0, 416.0, 74.0, 180.0, 407.0, 74.0, 100, 50, 0
L 159.0, 416.0, 74.0, 171.0, 416.0, 74.0, 100, 50, 0
L 150.0, 407.0, 74.0, 159.0, 416.0, 74.0, 100, 50, 0
L 150.0, 394.0, 74.0, 150.0, 407.0, 74.0, 100, 50, 0
L 38.0, 354.0, 74.0, 47.0, 345.0, 74.0, 100, 50, 0
L 26.0, 354.0, 74.0, 38.0, 354.0, 74.0, 100, 50, 0
L 17.0, 345.0, 74.0, 26.0, 354.0, 74.0, 100, 50, 0
L 17.0, 332.0, 74.0, 17.0, 345.0, 74.0, 100, 50, 0
L 26.0, 324.0, 74.0, 17.0, 332.0, 74.0, 100, 50, 0
L 38.0, 324.0, 74.0, 26.0, 324.0, 74.0, 100, 50, 0
L 47.0, 333.0, 74.0, 47.0, 332.0, 74.0, 100, 50, 0
L 47.0, 333.0, 74.0, 38.0, 324.0, 74.0, 100, 50, 0
L 168.0, 165.0, 74.0, 214.0, 119.0, 71.0, 100, 50, 0
L 222.0, 103.0, 73.0, 231.0, 94.0, 73.0, 100, 50, 0
L 231.0, 124.0, 73.0, 222.0, 115.0, 73.0, 100, 50, 0
L 243.0, 125.0, 73.0, 231.0, 124.0, 73.0, 100, 50, 0
L 252.0, 116.0, 73.0, 243.0, 125.0, 73.0, 100, 50, 0
L 252.0, 103.0, 73.0, 252.0, 116.0, 73.0, 100, 50, 0
L 243.0, 94.0, 73.0, 252.0, 103.0, 73.0, 100, 50, 0
L 231.0, 94.0, 73.0, 243.0, 94.0, 73.0, 100, 50, 0
L 231.0, 79.0, 73.0, 222.0, 70.0, 73.0, 100, 50, 0
L 243.0, 79.0, 73.0, 231.0, 79.0, 73.0, 100, 50, 0
L 252.0, 70.0, 73.0, 243.0, 79.0, 73.0, 100, 50, 0
L 252.0, 57.0, 73.0, 252.0, 70.0, 73.0, 100, 50, 0
L 243.0, 48.0, 73.0, 252.0, 57.0, 73.0, 100, 50, 0
L 231.0, 48.0, 73.0, 243.0, 48.0, 73.0, 100, 50, 0
L 222.0, 57.0, 73.0, 231.0, 48.0, 73.0, 100, 50, 0
L 542.0, 508.0, 158.0, 551.0, 499.0, 158.0, 0, 255, 0
L 542.0, 521.0, 158.0, 542.0, 508.0, 158.0, 0, 255, 0
L 550.0, 529.0, 158.0, 542.0, 521.0, 158.0, 0, 255, 0
L 542.0, 537.0, 158.0, 550.0, 529.0, 158.0, 0, 255, 0
L 542.0, 549.0, 158.0, 542.0, 537.0, 158.0, 0, 255, 0
L 550.0, 558.0, 158.0, 542.0, 549.0, 158.0, 0, 255, 0
L 551.0, 573.0, 158.0, 550.0, 558.0, 158.0, 0, 255, 0
L 564.0, 573.0, 158.0, 551.0, 573.0, 158.0, 0, 255, 0
L 564.0, 558.0, 158.0, 564.0, 573.0, 158.0, 0, 255, 0
L 573.0, 549.0, 158.0, 564.0, 558.0, 158.0, 0, 255, 0
L 573.0, 537.0, 158.0, 573.0, 549.0, 158.0, 0, 255, 0
L 565.0, 529.0, 158.0, 573.0, 537.0, 158.0, 0, 255, 0
L 572.0, 521.0, 158.0, 565.0, 529.0, 158.0, 0, 255, 0
L 572.0, 508.0, 158.0, 572.0, 521.0, 158.0, 0, 255, 0
L 564.0, 499.0, 158.0, 572.0, 508.0, 158.0, 0, 255, 0
L 621.0, 456.0, 157.0, 621.0, 405.0, 157.0, 0, 255, 0
L 585.0, 492.0, 157.0, 621.0, 456.0, 157.0, 0, 255, 0
L -1235.0, -1756.0, -10.0, -1219.0, -1736.0, -15.0, 0, 0, 0
L -1258.0, -1748.0, -5.0, -1235.0, -1756.0, -10.0, 0, 0, 0
L -1258.0, -1725.0, -5.0, -1258.0, -1748.0, -5.0, 0, 0, 0
L -1234.0, -1716.0, -12.0, -1258.0, -1725.0, -5.0, 0, 0, 0
L -1219.0, -1736.0, -15.0, -1234.0, -1716.0, -12.0, 0, 0, 0
L -737.0, -1985.0, 13.0, -761.0, -1992.0, 10.0, 0, 0, 0
L -736.0, -1959.0, 10.0, -737.0, -1985.0, 13.0, 0, 0, 0
L -760.0, -1951.0, 10.0, -736.0, -1959.0, 10.0, 0, 0, 0
L -775.0, -1971.0, 11.0, -760.0, -1951.0, 10.0, 0, 0, 0
L -761.0, -1992.0, 10.0, -775.0, -1971.0, 11.0, 0, 0, 0
L -974.0, -1969.0, -3.0, -988.0, -1991.0, -3.0, 0, 0, 0
L -950.0, -1976.0, -3.0, -974.0, -1969.0, -3.0, 0, 0, 0
L -948.0, -2000.0, -2.0, -950.0, -1976.0, -3.0, 0, 0, 0
L -971.0, -2010.0, -3.0, -948.0, -2000.0, -2.0, 0, 0, 0
L -987.0, -1991.0, -3.0, -971.0, -2010.0, -3.0, 0, 0, 0
L -454.0, -1877.0, 0.0, -464.0, -1875.0, 0.0, 0, 0, 0
L -446.0, -1872.0, 0.0, -454.0, -1877.0, 0.0, 0, 0, 0
L -444.0, -1862.0, -1.0, -446.0, -1872.0, 0.0, 0, 0, 0
L -449.0, -1854.0, -2.0, -444.0, -1862.0, -1.0, 0, 0, 0
L -459.0, -1852.0, -3.0, -449.0, -1854.0, -2.0, 0, 0, 0
L -467.0, -1857.0, -2.0, -459.0, -1852.0, -3.0, 0, 0, 0
L -469.0, -1867.0, -1.0, -467.0, -1857.0, -2.0, 0, 0, 0
L -464.0, -1875.0, 0.0, -469.0, -1867.0, -1.0, 0, 0, 0
L -460.0, -1908.0, 2.0, -459.0, -1894.0, 1.0, 0, 0, 0
L -452.0, -1918.0, 3.0, -460.0, -1908.0, 2.0, 0, 0, 0
L -439.0, -1921.0, 1.0, -452.0, -1918.0, 3.0, 0, 0, 0
L -427.0, -1913.0, -2.0, -439.0, -1921.0, 1.0, 0, 0, 0
L -424.0, -1898.0, -4.0, -427.0, -1913.0, -2.0, 0, 0, 0
L -433.0, -1887.0, -2.0, -424.0, -1898.0, -4.0, 0, 0, 0
L -448.0, -1886.0, 0.0, -433.0, -1887.0, -2.0, 0, 0, 0
L -459.0, -1894.0, 1.0, -448.0, -1886.0, 0.0, 0, 0, 0
L 46.0, -2152.0, -44.0, 61.0, -2152.0, -45.0, 0, 0, 0
L 34.0, -2142.0, -44.0, 46.0, -2152.0, -44.0, 0, 0, 0
L 34.0, -2126.0, -44.0, 34.0, -2142.0, -44.0, 0, 0, 0
L 44.0, -2115.0, -44.0, 34.0, -2126.0, -44.0, 0, 0, 0
L 60.0, -2114.0, -44.0, 44.0, -2115.0, -44.0, 0, 0, 0
L 71.0, -2124.0, -44.0, 60.0, -2114.0, -44.0, 0, 0, 0
L 72.0, -2140.0, -44.0, 71.0, -2124.0, -44.0, 0, 0, 0
L 61.0, -2152.0, -45.0, 72.0, -2140.0, -44.0, 0, 0, 0
L 240.0, -2075.0, -45.0, 233.0, -2061.0, -44.0, 0, 0, 0
L 255.0, -2079.0, -45.0, 240.0, -2075.0, -45.0, 0, 0, 0
L 269.0, -2072.0, -45.0, 255.0, -2079.0, -45.0, 0, 0, 0
L 273.0, -2057.0, -44.0, 269.0, -2072.0, -45.0, 0, 0, 0
L 266.0, -2043.0, -45.0, 273.0, -2057.0, -44.0, 0, 0, 0
L 251.0, -2039.0, -44.0, 266.0, -2043.0, -45.0, 0, 0, 0
L 238.0, -2047.0, -43.0, 251.0, -2039.0, -44.0, 0, 0, 0
L 233.0, -2061.0, -44.0, 238.0, -2047.0, -43.0, 0, 0, 0
L 26.0, -1984.0, 0.0, 23.0, -1975.0, 1.0, 64, 64, 64
L 35.0, -1987.0, 0.0, 26.0, -1984.0, 0.0, 64, 64, 64
L 43.0, -1984.0, 0.0, 35.0, -1987.0, 0.0, 64, 64, 64
L 47.0, -1975.0, 0.0, 43.0, -1984.0, 0.0, 64, 64, 64
L 44.0, -1967.0, 1.0, 47.0, -1975.0, 0.0, 64, 64, 64
L 35.0, -1963.0, 2.0, 44.0, -1967.0, 1.0, 64, 64, 64
L 27.0, -1967.0, 2.0, 35.0, -1963.0, 2.0, 64, 64, 64
L 23.0, -1975.0, 1.0, 27.0, -1967.0, 2.0, 64, 64, 64
L 224.0, -1820.0, -4.0, 222.0, -1806.0, -3.0, 0, 0, 0
L 236.0, -1830.0, -6.0, 224.0, -1820.0, -4.0, 0, 0, 0
L 251.0, -1827.0, -7.0, 236.0, -1830.0, -6.0, 0, 0, 0
L 260.0, -1815.0, -7.0, 251.0, -1827.0, -7.0, 0, 0, 0
L 256.0, -1800.0, -5.0, 260.0, -1815.0, -7.0, 0, 0, 0
L 244.0, -1793.0, -3.0, 256.0, -1800.0, -5.0, 0, 0, 0
L 231.0, -1795.0, -3.0, 244.0, -1793.0, -3.0, 0, 0, 0
L 222.0, -1806.0, -3.0, 231.0, -1795.0, -3.0, 0, 0, 0
L 189.0, -1733.0, -3.0, 182.0, -1726.0, -3.0, 0, 0, 0
L 199.0, -1733.0, -3.0, 189.0, -1733.0, -3.0, 0, 0, 0
L 206.0, -1726.0, -3.0, 199.0, -1733.0, -3.0, 0, 0, 0
L 206.0, -1717.0, -3.0, 206.0, -1726.0, -3.0, 0, 0, 0
L 199.0, -1710.0, -3.0, 206.0, -1717.0, -3.0, 0, 0, 0
L 189.0, -1710.0, -3.0, 199.0, -1710.0, -3.0, 0, 0, 0
L 182.0, -1716.0, -3.0, 189.0, -1710.0, -3.0, 0, 0, 0
L 182.0, -1726.0, -3.0, 182.0, -1716.0, -3.0, 0, 0, 0
L 80.0, -1719.0, -4.0, 97.0, -1712.0, -3.0, 0, 0, 0
L 75.0, -1731.0, -4.0, 81.0, -1745.0, -3.0, 0, 0, 0
L 80.0, -1719.0, -4.0, 75.0, -1731.0, -4.0, 0, 0, 0
