L -771.7109, 265.7344, 10.6729,  -757.9742, 264.5404, 10.3668,  0, 0, 0
L -757.9742, 264.5404, 10.3668,  -748.6014, 263.5498, 9.6942,  0, 0, 0
L -748.6014, 263.5498, 9.6942,  -741.8310, 265.0620, 10.2893,  0, 0, 0
L -741.8310, 265.0620, 10.2893,  -734.4894, 267.0161, 10.8899,  0, 0, 0
L -734.4894, 267.0161, 10.8899,  -730.7541, 269.7838, 12.4028,  0, 0, 0
L -730.7541, 269.7838, 12.4028,  -730.1379, 273.1889, 12.9338,  0, 0, 0
L -730.1379, 273.1889, 12.9338,  -730.8113, 276.7206, 12.9180,  0, 0, 0
L -730.8113, 276.7206, 12.9180,  -735.3583, 278.5725, 12.5808,  0, 0, 0
L -735.3583, 278.5725, 12.5808,  -739.2049, 280.8145, 12.1289,  0, 0, 0
L -739.2049, 280.8145, 12.1289,  -744.9905, 282.1879, 11.9066,  0, 0, 0
L -744.9905, 282.1879, 11.9066,  -753.9288, 280.3361, 12.6645,  0, 0, 0
L -753.9288, 280.3361, 12.6645,  -759.0278, 282.1662, 12.7741,  0, 0, 0
L -759.0278, 282.1662, 12.7741,  -772.4214, 282.8131, 13.0421,  0, 0, 0
P -32.2095, 384.0381, -53.9436,  127, 64, 0,  2,  Dwarven_Stalwart_(Hunter)
P -266.6429, 566.2956, -67.4697,  127, 64, 0,  2,  Dwarven_Stalwart_(Hunter)
P -749.4559, 1116.9180, -41.3211,  127, 64, 0,  2,  Flame_Spirit_(Hunter)
P 324.8944, 694.8716, -14.4632,  127, 64, 0,  2,  Frantic_Sporali_(Hunter)
P -147.6359, 633.2328, -91.4075,  127, 64, 0,  2,  Gnomish_Rockomancer_(Hunter)
P -1052.5254, 1435.3711, -734.8436,  127, 64, 0,  2,  Gygin_Enforcer_(Hunter)
P -948.3455, 1408.6095, -736.2159,  127, 64, 0,  2,  Gygin_Enforcer_(Hunter)
P -982.2463, 1482.1670, -736.7895,  127, 64, 0,  2,  Gygin_Enforcer_(Hunter)
P -1092.5370, 1007.5951, -35.9443,  127, 64, 0,  2,  Maddened_Mephit_(Hunter)
P -1234.0210, 1038.6095, -24.5101,  127, 64, 0,  2,  Maddened_Mephit_(Hunter)
P -1246.1753, 1632.0138, 80.7730,  127, 64, 0,  2,  Mephit_Workmaster_(Hunter)
P -512.0779, 1648.7064, 110.2971,  127, 64, 0,  2,  Mephit_Workmaster_(Hunter)
P -838.4565, 1874.5696, 201.4975,  127, 64, 0,  2,  Mephit_Workmaster_(Hunter)
P -446.5986, 1274.8394, -4.3534,  127, 64, 0,  2,  Sessiloid_Calcifier_(Hunter)
P -223.5872, 1449.6736, -1.7923,  127, 64, 0,  2,  Sessiloid_Calcifier_(Hunter)
P -207.4166, 1396.5420, -6.7385,  127, 64, 0,  2,  Sessiloid_Calcifier_(Hunter)
P -245.5511, 1104.8213, -9.5000,  127, 64, 0,  2,  Sessiloid_Calcifier_(Hunter)
P -646.0200, 1763.4661, 58.0006,  127, 64, 0,  2,  Steamed_Mephit_(Hunter,Roam)
P -1410.9839, 1663.8998, 160.2011,  127, 64, 0,  2,  Steamed_Mephit_(Hunter)
P -1048.9540, 1945.6178, 264.0515,  127, 64, 0,  2,  Steamed_Mephit_(Hunter)
P -1109.2024, 1249.2437, -43.2999,  127, 64, 0,  2,  Maddened_Mephit_(Hunter)
P 338.5466, 747.6377, -32.6284,  127, 64, 0,  2,  Frantic_Sporrali_(Hunter)
P -831.9545, 395.1058, -110.4636,  127, 64, 0,  2,  Ash_Golem_(Hunter)
P -1383.3998, 1532.3893, 109.5392,  127, 64, 0,  2,  Steamed_Mephit_(Hunter)
P -654.0880, 1838.9767, 155.1973,  127, 64, 0,  2,  Steamed_Mephit_(Hunter)
